Protein,Len,S0,S0,S1,S1,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown
m.6724,676,9,9,10,12,14.681,2.6863,0.052514,0.013677,0.829604
m.673,891,0,0,0,0,-2.734,-0.355,0.997949,0.725296,0.957479
m.6735,993,0,0,0,0,-5.518,-0.6642,0.982916,0.766951,0.94444
m.6750,260,6,7,6,7,1.181,0.1979,0.925015,0.594889,0.964808
m.6751,684,0,0,0,0,7.39,1.1716,0.481599,0.280921,0.898871
m.6764,636,4,2,2,3,-16.561,-1.6844,0.911527,0.819264,0.762982
m.6777,271,1,1,1,1,-2.746,-0.3067,0.999604,0.71677,0.959332
m.12662,470,7,7,4,9,11.533,1.5139,0.357693,0.189552,0.870587
m.6795,338,2,1,1,0,-3.421,-0.4042,0.995309,0.733373,0.95552
m.681,2015,75,91,73,87,2.114,1.7104,0.321312,0.140042,0.859473
m.6816,173,0,0,0,1,3.604,0.5781,0.787,0.475265,0.946548
m.6822,465,1,2,1,2,3.277,0.747,0.720216,0.417726,0.934896
m.6835,423,2,2,1,1,-0.3,-0.058,0.983718,0.663669,0.966068
m.6844,389,6,11,4,8,2.413,0.5387,0.801238,0.488361,0.949082
m.6864,607,0,0,0,3,-10.119,-1.7519,0.900836,0.819878,0.741772
m.6865,1038,0,1,0,2,7.436,1.3571,0.402054,0.230083,0.882444
m.6868,946,6,6,7,8,10.407,2.0266,0.198652,0.073714,0.847339
m.6883,567,8,9,7,12,-1.512,-0.5093,0.988572,0.748664,0.951224
m.12676,293,1,0,0,1,-5.495,-0.4956,0.989422,0.746815,0.951791
m.694,857,2,1,2,6,0.934,0.1941,0.926188,0.595997,0.964896
m.6949,182,0,2,0,0,-1.005,-0.1223,0.992061,0.678817,0.964955
m.6975,388,1,2,0,1,1.49,0.3103,0.88663,0.561201,0.961226
m.698,256,0,0,0,0,-8.691,-1.8507,0.88733,0.82053,0.707003
m.6987,527,0,0,0,1,3.562,0.4732,0.825246,0.509791,0.953078
m.6990,479,3,4,4,3,6.167,0.9185,0.628027,0.359362,0.921548
m.6999,171,0,0,0,1,7.071,1.0499,0.548551,0.317188,0.910058
m.12686,459,2,2,1,3,-1.015,-0.1743,0.99669,0.690366,0.963689
m.70,207,1,1,1,2,4.199,0.6781,0.749525,0.441404,0.939795
m.7005,1086,21,27,17,24,7.987,2.4307,0.081595,0.028753,0.83447
m.707,329,1,0,2,1,-4.952,-0.7697,0.985418,0.777137,0.938683
m.7103,496,0,0,0,1,9.34,1.7054,0.322302,0.141271,0.859707
m.7107,168,0,0,0,0,-2.323,-0.4382,0.993163,0.738605,0.954143
m.711,289,0,1,0,1,-0.62,-0.0982,0.98926,0.67325,0.965434
m.7111,267,0,2,1,1,-4.204,-0.7338,0.983918,0.773842,0.94082
m.7115,1367,3,4,1,2,-0.854,-0.126,0.992455,0.67966,0.964876
m.7131,978,3,3,2,2,-5.713,-1.0856,1,0.800213,0.905568
m.7138,221,0,0,0,2,-1.205,-0.2712,1,0.710124,0.960625
m.12693,1749,10,10,10,13,11.584,1.4879,0.363649,0.1962,0.872378
m.7140,275,7,6,6,8,0.18,0.0285,0.968369,0.641857,0.966692
m.7154,627,1,0,0,0,2.906,0.402,0.85209,0.532597,0.957011
m.7159,1549,1,1,0,0,-3.141,-0.4084,0.995055,0.734034,0.955351
m.720,102,0,1,1,0,-2.027,-0.3229,0.999178,0.719696,0.95872
m.7206,974,3,4,4,4,7.098,1.7365,0.31579,0.133679,0.858288
m.721,1283,1,1,1,1,-11.612,-0.9083,0.996463,0.788501,0.927679
m.7211,854,2,1,0,3,-2.307,-0.4014,0.99548,0.732929,0.955633
m.7240,672,2,1,1,2,-10.658,-1.4328,0.975253,0.81484,0.832305
m.7242,348,0,0,0,1,6.845,1.05,0.548492,0.317157,0.910049
m.7262,373,13,15,10,13,3.03,0.6322,0.767185,0.457045,0.942947
m.7285,870,0,0,0,0,5.419,0.6497,0.76058,0.451099,0.941755
m.7288,361,5,7,3,6,-2.611,-0.8729,0.993021,0.785783,0.930995
m.7296,413,31,37,27,33,1.441,0.4348,0.839647,0.522154,0.955261
m.7297,100,8,9,6,8,13.343,1.2332,0.452,0.263527,0.893241
m.733,773,5,3,3,6,-3.585,-0.4375,0.993209,0.7385,0.954171
m.7348,315,12,12,9,15,-3.79,-1.5591,0.939579,0.817589,0.798698
m.7372,521,0,0,0,1,-3.224,-0.6442,0.983088,0.764834,0.945387
m.7375,539,0,0,0,1,11.44,2.0829,0.172286,0.065079,0.84536
m.12698,142,3,4,2,5,-9.116,-1.6045,0.928108,0.818294,0.786153
m.738,140,6,9,7,8,13.845,3.1005,0.014958,0.003112,0.825035
m.7382,319,3,3,1,6,9.864,2.1898,0.131543,0.051214,0.841654
m.7404,524,97,120,99,120,2.732,3.7133,0.001564,0.00022,0.821161
m.7426,502,16,18,17,22,-2.797,-0.4606,0.991695,0.7419,0.953229
m.745,243,8,10,5,10,7.097,1.9995,0.212087,0.078233,0.848294
m.7457,110,5,7,6,7,-7.608,-1.6453,0.919044,0.818828,0.774533
m.7461,430,8,12,7,11,-3.315,-0.432,0.993567,0.737671,0.954395
m.7469,537,2,1,3,1,2.927,0.65,0.760466,0.450997,0.941735
m.10135,467,2,2,2,3,-8.45,-1.1401,1,0.803176,0.896976
m.12707,398,1,4,2,1,-0.139,-0.016,0.97683,0.653277,0.9665
m.750,800,0,0,0,1,0.515,0.0701,0.959389,0.630816,0.966616
m.7509,441,1,0,1,2,2.269,0.1681,0.933972,0.603517,0.965445
m.753,343,3,4,3,3,-11.044,-1.4597,0.967663,0.815536,0.825274
m.7552,386,0,0,0,0,9.96,0.8905,0.644671,0.368707,0.923859
m.7561,417,0,0,1,2,-4.756,-0.7514,0.984569,0.775478,0.9398
m.7582,540,1,3,1,3,-6.995,-1.377,0.989803,0.813182,0.846639
m.7588,415,0,1,1,1,9.678,1.582,0.344171,0.172216,0.866257
m.7592,467,9,8,6,9,3.418,0.5477,0.797981,0.485383,0.94851
m.7593,596,2,2,2,3,-8.504,-1.6112,0.926535,0.818388,0.78427
m.7595,1291,34,43,28,41,-1.467,-0.5614,0.985707,0.755329,0.949043
m.7630,342,0,0,0,1,1.03,0.1612,0.935963,0.605494,0.965574
m.7637,482,4,3,4,5,5.1,1.127,0.504917,0.293903,0.902987
m.7647,1472,2,3,2,4,-5.608,-1.5608,0.939126,0.817618,0.798234
m.765,688,1,1,0,1,-14.273,-1.1202,1,0.802126,0.900225
m.7658,726,0,1,0,1,0.352,0.0606,0.961532,0.633367,0.966655
m.7660,262,0,0,0,0,-7.536,-0.5257,0.987597,0.750824,0.950543
m.12721,179,0,1,1,0,2.301,0.3095,0.886924,0.561446,0.961258
m.7663,465,1,1,0,1,-10.981,-1.0997,1,0.801006,0.903436
m.7667,285,6,5,4,6,-2.03,-0.4352,0.993361,0.738154,0.954265
m.7674,481,3,5,5,7,-7.917,-1.603,0.928465,0.818273,0.786573
m.7691,358,0,0,0,0,-7.357,-1.2616,0.999999,0.808856,0.874009
m.77,597,35,36,33,33,-1.708,-0.5911,0.984445,0.758884,0.947768
m.772,418,14,18,13,17,-3.528,-0.9583,1,0.792142,0.922285
m.7741,384,77,81,70,74,6.631,4.8998,0.000002,0,0.817832
m.7751,288,17,16,16,17,-1.102,-0.2819,0.999966,0.712161,0.960242
m.12725,224,3,3,2,4,7.415,0.9851,0.587524,0.337609,0.915845
m.7798,205,1,1,0,1,-4.22,-0.9396,0.999683,0.790808,0.924396
m.782,388,21,29,24,35,3.34,2.447,0.079491,0.027552,0.834077
m.7823,187,1,0,0,0,-2.82,-0.4212,0.994259,0.736024,0.954833
m.7834,739,1,1,0,2,0.442,0.0948,0.953559,0.6241,0.966453
m.7836,367,0,1,1,1,5.192,0.9502,0.608823,0.348918,0.918869
m.785,233,1,0,2,4,-2.751,-0.2436,0.999748,0.704736,0.961576
m.787,428,23,21,19,27,-2.033,-0.7678,0.985323,0.776967,0.938801
m.789,775,0,0,0,2,-11.87,-1.6206,0.924383,0.818515,0.781613
m.791,133,1,1,0,1,7.101,1.2869,0.428755,0.24881,0.888448
m.12732,698,20,22,16,25,14.865,2.9225,0.027902,0.006071,0.826732
m.7945,324,0,1,0,1,0.304,0.0493,0.964009,0.636379,0.966685
m.7961,340,0,0,1,2,-1.396,-0.1371,0.993579,0.68217,0.964626
m.7974,155,0,1,1,1,4.902,0.6434,0.762974,0.453242,0.942186
m.8003,356,3,3,2,5,-1.003,-0.2119,0.99879,0.69831,0.962596
m.8017,724,4,3,2,3,-2.567,-0.5441,0.986574,0.753179,0.949774
m.8023,472,1,2,0,2,-2.061,-0.2065,0.998552,0.697191,0.962761
m.809,141,0,0,1,1,1.336,0.1439,0.940823,0.610416,0.965865
m.81,504,13,17,11,10,-3.022,-0.6828,0.982939,0.768862,0.943528
m.12737,490,0,0,0,1,4.84,0.6328,0.76696,0.456842,0.942906
m.8149,654,4,2,1,4,0,0,0.973924,0.649218,0.966601
m.82,123,2,1,2,5,3.823,0.5483,0.797765,0.485184,0.948472
m.8222,467,16,22,16,25,-5.645,-2.0868,0.838592,0.821229,0.603939
m.8227,922,2,1,1,2,-1.031,-0.1749,0.996732,0.690496,0.963673
m.8232,523,1,1,1,1,-5.297,-0.6148,0.983687,0.761601,0.946725
m.8233,1215,21,23,11,14,-4.918,-0.6501,0.983015,0.765465,0.945111
m.8241,512,1,1,0,1,-2.804,-0.402,0.995444,0.733025,0.955609
m.8246,632,0,0,0,0,6.878,0.6732,0.751467,0.44308,0.940136
m.12740,434,4,3,4,4,8.977,0.9344,0.618428,0.354104,0.920213
m.8342,908,32,32,28,28,6.575,2.5832,0.063878,0.018814,0.831263
m.8376,1390,1,1,1,5,-4.449,-0.9312,0.998809,0.790198,0.925311
m.849,171,6,8,5,7,7.077,1.3643,0.399555,0.228189,0.881848
m.8553,598,0,0,0,0,-7.049,-0.4573,0.99191,0.741422,0.953364
m.8574,338,0,0,0,1,5.312,0.8278,0.680042,0.389961,0.92884
m.8594,352,1,2,1,1,-3.973,-0.6142,0.983703,0.761534,0.946752
m.860,473,4,5,7,9,4.42,1.0036,0.576271,0.331701,0.914213
m.8609,175,6,9,8,5,4.343,0.4708,0.826138,0.510568,0.953218
m.8622,179,2,2,1,3,-8.017,-1.9459,0.871668,0.820943,0.66875
m.12744,483,2,2,2,3,0.01,0.0025,0.973455,0.648579,0.966614
m.865,271,8,10,6,7,-2.989,-0.5803,0.984867,0.757611,0.948236
m.8693,201,4,4,2,4,1.184,0.335,0.877468,0.553586,0.960198
m.8696,278,0,1,0,1,-1.81,-0.3194,0.999283,0.719069,0.958853
m.8700,316,0,0,0,1,7.109,0.8034,0.69287,0.398319,0.930709
m.8703,160,0,1,1,2,-1.792,-0.3586,0.997784,0.725907,0.957337
m.8709,507,2,2,2,2,3.264,0.6749,0.750795,0.442499,0.940018
m.873,140,5,5,4,6,12.858,2.3528,0.093164,0.034986,0.836528
m.8730,570,0,0,1,3,-0.716,-0.1176,0.991547,0.677742,0.965054
m.8735,575,1,1,1,2,-4.675,-0.9583,1,0.792142,0.922285
m.12757,255,4,5,4,4,1.866,0.4597,0.830281,0.514154,0.953861
m.8756,335,0,0,0,1,-15.014,-2.286,0.770669,0.821143,0.498615
m.8796,376,2,4,5,6,3.052,0.7797,0.704757,0.406465,0.93249
m.8799,389,9,8,7,6,11.087,2.0209,0.201451,0.074644,0.84754
m.886,1029,0,0,0,2,-8.186,-1.137,1,0.803015,0.897491
m.8870,312,11,16,12,14,-4.202,-1.0954,1,0.800766,0.904093
m.8872,406,9,7,6,10,17.962,2.1288,0.153134,0.058747,0.843754
m.8875,267,4,3,6,5,0.347,0.082,0.956628,0.627595,0.966549
m.8877,241,2,3,3,3,-17.095,-2.6431,0.445695,0.819673,0.327205
m.8885,757,12,14,14,18,-6.528,-1.6631,0.915482,0.819035,0.769332
m.8900,399,14,14,13,14,-5.489,-2.267,0.779243,0.821171,0.50915
m.8901,709,0,0,0,0,5.472,0.7972,0.696034,0.400448,0.931178
m.8908,660,0,2,0,2,4.887,0.5018,0.814681,0.500486,0.951371
m.8913,420,0,0,0,2,7.917,0.8517,0.666934,0.381814,0.926972
m.8914,480,0,0,0,3,-8.28,-1.7562,0.900228,0.819912,0.740357
m.892,692,3,4,1,3,5.939,1.184,0.475393,0.277372,0.897731
m.8928,359,9,10,7,9,4.811,1.3023,0.422537,0.244657,0.887103
m.8936,197,2,2,2,3,-4.061,-0.6479,0.983043,0.765231,0.945214
m.8939,146,2,3,1,2,-2.561,-0.326,0.99908,0.720248,0.958602
m.8941,216,6,6,3,7,-8.831,-1.2301,1,0.807498,0.880519
m.10138,474,0,1,1,2,2.065,0.357,0.86919,0.546746,0.959213
m.12762,252,8,12,7,6,-4.869,-0.7495,0.984494,0.775303,0.939913
m.8943,224,1,1,0,0,-6.783,-0.6694,0.982903,0.76749,0.944188
m.8947,2092,2,3,3,8,13.224,2.198,0.128979,0.050272,0.841376
m.8953,221,3,3,4,6,4.331,0.5092,0.811969,0.498066,0.950919
m.8954,500,1,5,1,5,8.857,1.473,0.367297,0.200018,0.873438
m.8957,494,2,1,1,2,-0.986,-0.1867,0.997498,0.693024,0.963344
m.8982,213,3,3,0,3,-1.813,-0.3878,0.99627,0.730748,0.956179
m.8991,306,8,12,5,11,6.603,1.3638,0.399727,0.228321,0.88189
m.90,277,1,1,0,0,-1.876,-0.2152,0.998923,0.698991,0.962494
m.12764,395,3,2,2,3,1.924,0.1721,0.932803,0.602367,0.965367
m.9013,389,9,3,6,7,5.2,1.338,0.408899,0.235129,0.884043
m.9015,170,6,7,6,7,0.57,0.1224,0.946589,0.616461,0.966166
m.9022,1133,21,24,21,23,-7.849,-1.2959,0.999998,0.81025,0.866431
m.9023,1893,1,0,0,1,-1.663,-0.2358,0.99958,0.703178,0.961834
m.9034,345,0,0,0,2,-2.225,-0.2669,0.999998,0.709297,0.960776
m.904,870,4,4,0,9,1.43,0.225,0.916384,0.586925,0.964114
m.9051,213,8,6,7,10,-7.074,-0.6216,0.98351,0.762362,0.94642
m.9052,1364,9,9,4,8,5.166,0.8789,0.651438,0.372608,0.924801
m.9058,352,6,8,5,9,-1.303,-0.1783,0.996963,0.691228,0.96358
m.12770,763,1,2,2,1,-6.623,-0.9374,0.999454,0.790649,0.924638
m.9072,179,1,1,0,0,2.668,0.2378,0.912154,0.583126,0.963748
m.9073,508,6,9,7,7,4.746,1.144,0.495849,0.288914,0.901417
m.9086,773,8,8,9,12,16.144,4.5869,0.000014,0.000002,0.818481
m.9089,726,5,5,3,5,-5.118,-0.7455,0.984335,0.774934,0.940148
m.9097,494,1,1,3,3,5.597,0.8487,0.668605,0.382834,0.927209
m.9104,238,1,1,1,1,-5.035,-0.4611,0.991662,0.741972,0.953208
m.9109,151,2,2,2,2,3.39,0.3756,0.862136,0.540923,0.958332
m.911,192,0,1,0,0,1.738,0.1933,0.926435,0.59623,0.964915
m.9110,140,1,2,1,2,-7.831,-1.1,1,0.801023,0.90339
m.12774,857,0,1,0,0,5.149,1.0267,0.562339,0.32441,0.912152
m.9122,382,1,1,2,3,2.162,0.4325,0.840516,0.52289,0.955387
m.9133,155,1,5,2,2,4.385,0.6733,0.751428,0.443046,0.940129
m.9135,505,2,2,2,2,-0.174,-0.0189,0.97734,0.654007,0.966478
m.9137,549,11,18,13,16,-8.648,-1.5471,0.942815,0.817381,0.801962
m.9141,173,1,0,1,0,-10.853,-0.8617,0.992001,0.784899,0.931964
m.915,457,0,0,0,1,6.118,1.0026,0.576877,0.332019,0.914302
m.9151,279,0,0,0,2,5.205,0.6114,0.774884,0.464081,0.944347
m.9167,564,9,10,10,13,2.613,0.8095,0.689717,0.396226,0.930245
m.9170,543,0,0,1,2,9.558,1.025,0.563358,0.324943,0.912304
m.9176,257,5,5,4,7,8.348,1.4051,0.386251,0.217534,0.878559
m.12783,327,0,0,0,1,-1.749,-0.2999,0.99974,0.715522,0.959584
m.918,345,4,5,3,5,0.951,0.1108,0.949578,0.619689,0.9663
m.9181,139,1,3,2,3,12.141,2.043,0.190708,0.071095,0.846762
m.9193,136,1,1,1,2,-4.853,-0.4843,0.990147,0.745259,0.952256
m.9195,251,1,2,1,2,-3.845,-0.5389,0.986855,0.75252,0.949992
m.9200,158,0,0,0,0,0.526,0.0766,0.957892,0.62906,0.966582
m.9206,260,0,0,0,1,-6.679,-0.9029,0.995921,0.788094,0.928211
m.9224,322,4,5,2,4,5.842,1.0197,0.566543,0.326609,0.912779
m.9226,462,9,14,10,17,5.912,1.4961,0.361716,0.194101,0.871805
m.923,391,1,1,1,1,-3.613,-0.7339,0.983921,0.773851,0.940815
m.924,786,7,7,5,10,-0.89,-0.1924,0.997832,0.694233,0.96318
m.12790,138,1,4,2,3,-9.613,-2.6476,0.441301,0.819643,0.325803
m.9242,256,1,2,1,2,0.025,0.0057,0.972851,0.64776,0.966628
m.9253,509,2,1,1,2,-2.352,-0.4937,0.989545,0.746555,0.951869
m.9267,132,0,0,0,0,-9.6,-1.4871,0.95978,0.81618,0.818043
m.9284,447,16,16,20,20,1.533,0.5157,0.809596,0.495935,0.950519
m.9295,226,3,4,1,5,5.301,0.9215,0.626222,0.358367,0.921298
m.9312,311,0,0,0,0,4.381,0.4758,0.824279,0.508948,0.952925
m.9319,314,2,2,3,4,13.829,1.3633,0.399899,0.228452,0.881931
m.12795,196,2,1,1,1,-3.212,-0.6634,0.982921,0.766867,0.944479
m.9322,625,6,7,4,7,6.039,1.0548,0.545671,0.315675,0.909613
m.9331,568,0,0,0,0,-1.343,-0.2438,0.999752,0.704775,0.961569
m.9340,260,1,1,1,1,-2.167,-0.323,0.999175,0.719714,0.958716
m.9341,306,1,2,0,2,-8.228,-0.9938,1,0.794565,0.918049
m.9342,193,6,7,6,8,-4.9,-0.8229,0.988793,0.781737,0.935048
m.9366,437,0,0,1,1,-10.964,-1.7844,0.896348,0.820121,0.730865
m.9386,745,1,0,1,1,7.737,0.8166,0.686001,0.393793,0.929702
m.9389,756,0,0,0,0,11.18,0.9984,0.579427,0.333355,0.914674
m.9399,268,7,9,6,11,-2.709,-0.4144,0.994685,0.734972,0.955109
m.12796,156,6,5,2,5,-5.504,-0.811,0.987927,0.780735,0.935916
m.940,484,3,3,1,5,-4.814,-0.918,0.997449,0.789225,0.926698
m.9408,224,3,4,2,4,-3.28,-0.3779,0.996815,0.729131,0.956574
m.9411,328,6,7,7,10,5.383,0.6975,0.74167,0.434754,0.938437
m.9432,802,2,2,2,4,1.569,0.1774,0.931238,0.600839,0.96526
m.9443,895,1,0,0,2,-10.565,-2.7429,0.36184,0.81896,0.302212
m.9447,704,5,6,6,7,0.608,0.1083,0.95021,0.620381,0.966327
m.9474,609,2,1,1,1,0.138,0.0265,0.968774,0.642379,0.966689
m.9478,1342,15,19,11,24,6.172,1.0906,0.525041,0.304759,0.90634
m.948,269,6,4,4,4,2.066,0.4273,0.842483,0.524551,0.955671
m.1281,317,0,0,0,0,5.706,0.7138,0.734844,0.429154,0.937283
m.949,153,6,9,5,6,-1.791,-0.5818,0.984805,0.757789,0.948171
m.9498,636,0,0,0,0,-5.475,-0.8152,0.988225,0.781091,0.935614
m.9510,372,0,0,0,1,-0.718,-0.0795,0.986814,0.668838,0.965755
m.9511,681,9,10,7,10,3.58,0.4522,0.833093,0.51657,0.954289
m.9524,422,1,1,4,3,4.002,0.6442,0.762671,0.45297,0.942131
m.9527,577,1,1,2,1,23.733,1.6153,0.338311,0.163785,0.864331
m.9546,175,4,4,2,4,7.949,1.1238,0.506649,0.294848,0.903282
m.9560,412,3,2,1,2,-1.048,-0.2207,0.999128,0.700119,0.962321
m.9561,429,6,5,4,9,-0.859,-0.1964,0.998051,0.695077,0.963063
m.9566,251,1,1,0,0,9.282,1.5609,0.34809,0.177576,0.867543
m.12810,529,3,6,6,6,0.883,0.1602,0.93625,0.60578,0.965592
m.9578,173,19,28,15,15,4.728,1.1474,0.494061,0.287922,0.901103
m.9587,410,0,0,1,0,-14.262,-0.9207,0.997724,0.789425,0.926419
m.9595,223,27,33,26,29,2.386,1.1146,0.511668,0.297574,0.904131
m.9596,217,1,1,0,1,4.014,0.5732,0.788772,0.476902,0.946868
m.9604,530,0,1,0,1,-5.346,-1.1863,1,0.80548,0.888906
m.9628,960,2,1,0,3,8.815,0.9531,0.607056,0.347971,0.91862
m.965,551,10,13,12,9,5.515,1.3368,0.40934,0.235447,0.884144
m.10146,361,0,0,0,1,3.928,0.6853,0.746641,0.438938,0.939293
m.12818,193,6,9,5,8,-5.365,-1.1803,1,0.805191,0.889997
m.9652,236,8,10,8,6,10.279,1.4981,0.361253,0.193589,0.871667
m.9654,1097,0,0,0,0,12.863,1.2038,0.465741,0.271755,0.895916
m.9689,170,5,7,6,10,-4.811,-0.6861,0.982962,0.769196,0.943362
m.9699,450,26,33,26,30,6.192,2.3862,0.087845,0.032211,0.83561
m.9734,585,1,1,0,2,3.191,0.5397,0.800876,0.48803,0.949018
m.9740,719,0,0,0,0,-3.745,-0.6066,0.983919,0.760673,0.947089
m.9753,748,7,6,6,11,-3.448,-0.977,1,0.793436,0.920091
m.9756,182,4,5,4,4,-0.543,-0.0641,0.984626,0.665146,0.965986
m.9774,382,2,3,2,2,9.495,1.7911,0.301752,0.120716,0.855977
m.12824,377,8,14,13,16,-9.51,-1.4614,0.967178,0.815578,0.824827
m.9778,264,1,1,2,1,0.361,0.0468,0.964547,0.637042,0.966689
m.9816,202,2,1,1,1,-5.379,-0.4758,0.990697,0.744069,0.952606
m.983,610,0,1,1,1,-0.046,-0.0076,0.975322,0.651153,0.966558
m.9837,123,0,0,0,1,-1.876,-0.2934,0.999843,0.714318,0.959824
m.985,403,0,0,0,0,1.493,0.2544,0.906534,0.578166,0.963238
m.9853,405,2,1,0,3,-4.125,-0.3583,0.997798,0.725856,0.957349
m.9873,222,4,3,3,4,7.582,0.7755,0.706803,0.407911,0.932802
m.9880,463,0,0,0,1,4.916,0.5216,0.807446,0.493997,0.950154
m.9886,890,2,0,0,1,-0.636,-0.0701,0.985496,0.666591,0.9659
m.12825,688,0,0,0,0,0.951,0.1253,0.94583,0.615651,0.96613
m.9891,150,8,8,6,9,-5.848,-1.4336,0.97503,0.814861,0.832097
m.9912,268,0,0,0,0,2.634,0.3699,0.864301,0.542712,0.958607
m.9935,160,3,2,1,2,-2.089,-0.2247,0.999264,0.700935,0.962194
m.9939,196,3,2,1,3,6.849,1.479,0.365807,0.198479,0.873008
m.9956,418,1,1,1,2,-0.135,-0.0287,0.979027,0.65646,0.966395
m.9972,351,5,5,3,5,6.949,1.0272,0.56204,0.324254,0.912107
m.9986,274,3,5,3,4,2.566,0.3014,0.889885,0.563927,0.961576
m.9987,752,0,0,0,0,-0.982,-0.1227,0.992104,0.678909,0.964947
m.12826,335,0,0,0,1,-4.177,-0.3759,0.99692,0.728801,0.956653
symbB1.EST_k37c20_10192|m.23590,575,13,9,13,17,3.853,0.93,0.621092,0.355555,0.920584
symbB1.EST_k37c20_10199|m.23603,313,2,0,2,2,-1.624,-0.1772,0.996888,0.690991,0.96361
symbB1.EST_k37c20_1036|m.2331,146,2,2,2,2,-4.493,-0.9148,0.997122,0.788987,0.927025
symbB1.EST_k37c20_10952|m.25393,404,1,0,4,2,-3.196,-0.6734,0.982906,0.767903,0.943993
symbB1.EST_k37c20_11005|m.25482,479,0,0,1,2,8.098,1.8146,0.294425,0.115319,0.85504
symbB1.EST_k37c20_11157|m.25744,424,0,0,0,1,-4.575,-0.8658,0.992371,0.785224,0.931614
symbB1.EST_k37c20_1169|m.2671,307,8,6,7,10,2.884,0.4788,0.823166,0.507975,0.952749
m.12829,263,0,0,0,1,1.348,0.1855,0.92881,0.598496,0.965089
symbB1.EST_k37c20_12472|m.28674,778,0,0,0,0,8.172,1.4482,0.373767,0.206391,0.875254
symbB1.EST_k37c20_12680|m.29198,525,0,0,0,1,5.03,0.5694,0.790144,0.47817,0.947115
symbB1.EST_k37c20_12825|m.29527,152,0,0,0,1,-0.152,-0.0244,0.978294,0.655386,0.966433
symbB1.EST_k37c20_13424|m.30860,415,1,0,0,1,-6.949,-1.4325,0.975336,0.814831,0.832383
symbB1.EST_k37c20_1348|m.3129,292,1,1,1,1,4.809,0.9284,0.62206,0.356084,0.920719
symbB1.EST_k37c20_1369|m.3168,235,1,0,1,2,-6.844,-1.3982,0.984525,0.813846,0.841239
symbB1.EST_k37c20_13945|m.31959,330,0,0,0,0,-9.628,-1.1047,1,0.801283,0.902665
symbB1.EST_k37c20_14340|m.32799,3845,2,1,1,1,4.491,0.7096,0.736624,0.430598,0.937582
symbB1.EST_k37c20_151|m.344,204,1,0,1,1,-9.467,-1.0686,1,0.799231,0.908059
symbB1.EST_k37c20_15413|m.35140,461,0,0,1,1,4.4,1.0493,0.548904,0.317373,0.910112
m.1283,112,2,2,1,3,-5.844,-0.9798,1,0.793626,0.919756
symbB1.EST_k37c20_15530|m.35382,544,0,0,0,0,-3.989,-0.6145,0.983695,0.761568,0.946738
symbB1.EST_k37c20_16090|m.36633,157,1,0,1,2,-8.545,-0.9959,1,0.794704,0.917788
symbB1.EST_k37c20_169|m.386,471,0,0,1,0,-16.969,-2.1381,0.824084,0.821253,0.578157
symbB1.EST_k37c20_17439|m.39726,295,0,0,1,1,-6.704,-0.4901,0.989773,0.746061,0.952018
symbB1.EST_k37c20_17557|m.39981,1210,1,0,1,1,-5.985,-1.0387,1,0.797435,0.912235
symbB1.EST_k37c20_1763|m.4228,127,4,3,3,4,-2.693,-0.525,0.987635,0.750733,0.950572
symbB1.EST_k37c20_17886|m.40673,796,0,1,0,1,-2.642,-0.4485,0.992491,0.740135,0.953723
symbB1.EST_k37c20_18007|m.40947,262,3,3,3,3,-4.37,-0.6193,0.98357,0.762106,0.946524
symbB1.EST_k37c20_1807|m.4315,605,1,0,1,1,-4.343,-0.584,0.984717,0.75805,0.948076
symbB1.EST_k37c20_18914|m.42831,363,0,0,1,1,9.378,0.9184,0.628087,0.359395,0.921557
m.12839,312,0,0,1,0,1.146,0.127,0.94538,0.615175,0.966107
symbB1.EST_k37c20_1935|m.4600,892,2,1,4,3,-2.884,-0.5372,0.986951,0.752304,0.950063
symbB1.EST_k37c20_2060|m.4873,147,3,2,5,4,-5.785,-1.1307,1,0.802685,0.898527
symbB1.EST_k37c20_2071|m.4896,126,3,2,4,6,5.848,1.1269,0.50497,0.293932,0.902996
symbB1.EST_k37c20_20726|m.46522,157,2,3,3,4,-2.721,-0.6459,0.983064,0.765017,0.945307
symbB1.EST_k37c20_21115|m.47298,616,0,0,0,0,2.039,0.3938,0.855211,0.535191,0.95743
symbB1.EST_k37c20_21614|m.48388,335,2,0,0,1,-2.662,-0.2702,1,0.709932,0.96066
symbB1.EST_k37c20_22246|m.49646,473,1,0,1,0,0.792,0.1484,0.939578,0.609141,0.965794
symbB1.EST_k37c20_2316|m.5488,344,0,0,0,1,-3.207,-0.3575,0.997835,0.725721,0.957381
symbB1.EST_k37c20_24260|m.53662,192,0,0,0,0,-9.648,-1.1093,1,0.801536,0.901949
m.12859,409,1,0,1,1,5.342,0.7273,0.729019,0.424509,0.936319
symbB1.EST_k37c20_2548|m.6110,212,5,4,5,6,1.59,0.522,0.8073,0.493866,0.950129
symbB1.EST_k37c20_262|m.561,1089,5,4,6,6,1.583,0.2078,0.921914,0.591992,0.964567
symbB1.EST_k37c20_27166|m.59212,346,2,1,2,3,-4.641,-0.6195,0.983565,0.762128,0.946515
symbB1.EST_k37c20_2835|m.6680,165,1,1,1,2,8.712,0.9006,0.638713,0.365324,0.923032
symbB1.EST_k37c20_2873|m.6770,351,1,1,3,2,-1.231,-0.1795,0.997044,0.691485,0.963546
