Protein	Len	S0	S0	S0	S0	S0	S0	S0	S0	S1	S1	S1	S1	S1	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
m.25920	229	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	-0.770	-0.6967	0.994636	0.506658	0.997500
m.2593	497	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	-0.643	-0.6559	0.995996	0.488948	0.997117
m.25982	154	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	-0.471	-0.4240	0.987809	0.335363	0.997288
m.25985	421	13	12	11	9	12	11	16	14	17	14	16	16	14	17	14	12	2.154	2.0927	0.000000	0.000000	0.601953
m.2600	343	3	0	3	0	2	3	0	3	1	1	4	1	1	0	2	3	-0.236	-0.2354	0.847731	0.176260	0.981783
m.26006	448	22	31	32	32	23	22	30	26	38	31	44	32	28	35	28	44	3.617	4.1282	0.000000	0.000000	0.581418
m.26013	535	2	1	2	2	2	2	0	4	0	1	1	1	2	2	1	0	-0.700	-0.6508	0.996198	0.486541	0.997095
m.26030	262	2	1	1	1	2	1	2	0	1	2	3	1	1	2	2	4	-0.045	-0.0458	0.493475	0.061380	0.937789
m.26049	373	0	1	1	1	0	2	1	1	0	0	2	0	0	1	1	2	-0.471	-0.4438	0.992292	0.351585	0.997615
m.26080	182	2	2	1	4	2	3	2	2	1	2	2	2	2	1	3	1	0.008	0.0073	0.382590	0.042262	0.921558
m.26081	187	4	2	3	3	4	5	2	2	1	2	3	3	4	2	2	2	0.064	0.0628	0.278085	0.027591	0.903704
m.26093	209	2	2	2	2	1	3	4	0	1	2	3	2	3	1	3	0	0.291	0.2281	0.078994	0.006231	0.850028
m.26096	232	0	1	2	1	0	1	1	1	1	1	1	2	1	2	1	1	-0.407	-0.3738	0.969663	0.292815	0.995589
m.2611	732	5	6	6	4	5	5	8	4	7	10	2	9	8	5	8	1	0.880	0.8044	0.000045	0.000003	0.711999
m.26116	135	1	2	1	1	1	1	2	0	1	1	1	1	1	0	1	0	-0.978	-0.8857	0.999986	0.558471	1.000000
m.26118	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.484	-0.4775	0.997258	0.378154	0.997839
m.26130	154	2	0	1	0	2	1	0	2	1	1	0	1	1	1	1	0	-0.779	-0.6858	0.994933	0.502190	0.997362
m.26158	399	0	1	3	3	0	1	2	3	3	3	2	2	2	2	3	2	0.250	0.2150	0.088673	0.007095	0.854151
m.26179	500	0	2	0	1	1	1	2	1	2	2	4	1	1	1	2	1	-0.322	-0.2399	0.853701	0.179793	0.982479
m.26224	229	3	1	2	2	3	2	2	2	2	1	1	3	1	3	1	1	-0.300	-0.2889	0.909521	0.219843	0.988940
m.26235	513	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	-0.840	-0.7433	0.994353	0.523711	0.998347
m.26243	545	2	1	2	1	1	1	2	1	1	1	2	0	1	2	2	2	-0.376	-0.3749	0.970178	0.293762	0.995641
m.26261	222	2	0	2	0	1	1	0	1	0	1	1	1	2	0	1	2	-0.570	-0.5664	0.999674	0.440167	0.997362
m.26278	149	2	3	3	2	2	2	4	2	2	3	2	2	2	2	2	1	-0.048	-0.0459	0.493689	0.061421	0.937819
m.26292	190	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	-0.736	-0.6959	0.994665	0.506337	0.997489
m.26295	159	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	-0.611	-0.5298	1.000000	0.416197	0.997647
m.26296	112	0	0	0	0	1	2	1	0	0	0	1	0	1	0	2	1	-0.639	-0.5897	0.998917	0.454217	0.997197
m.26302	181	0	4	4	4	0	0	4	3	3	1	4	3	2	3	1	5	0.414	0.4645	0.006436	0.000422	0.783526
m.2633	542	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	-0.739	-0.6695	0.995469	0.495153	0.997204
m.26336	389	5	2	5	2	5	6	2	2	6	2	3	4	5	5	3	3	0.821	0.7812	0.000067	0.000004	0.716197
m.26339	197	3	3	2	3	4	4	4	2	3	2	2	4	2	3	3	2	0.114	0.0988	0.219696	0.020516	0.891892
m.26379	171	1	3	3	2	1	1	2	2	2	0	3	3	2	3	2	3	0.242	0.2159	0.087978	0.007032	0.853867
m.26381	192	2	1	2	0	1	1	1	1	1	1	0	0	2	0	1	1	-0.826	-0.7161	0.994336	0.514152	0.997806
m.26392	100	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	-0.695	-0.5698	0.999584	0.442277	0.997336
m.26409	122	2	1	3	3	2	3	1	2	3	3	3	5	2	3	4	2	0.383	0.3915	0.015176	0.001040	0.802361
m.26425	183	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	-0.609	-0.6087	0.998098	0.464967	0.997102
m.26428	129	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	-0.574	-0.5155	0.999730	0.406220	0.997741
m.26433	413	1	1	0	1	1	1	1	1	1	2	0	1	2	0	2	1	-0.164	-0.1576	0.722840	0.120458	0.967005
m.26466	184	2	1	2	1	2	2	1	3	1	2	3	1	2	1	2	3	-0.108	-0.0995	0.607713	0.086470	0.952835
m.26467	454	0	1	0	1	0	0	1	1	2	1	1	3	1	2	1	0	-0.366	-0.3275	0.942145	0.252802	0.992630
m.26519	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.792	-0.6834	0.994997	0.501181	0.997335
m.26522	211	3	3	3	3	5	7	2	3	3	3	3	3	4	3	4	3	0.576	0.4716	0.005897	0.000385	0.781773
m.2655	450	2	9	9	8	3	5	7	4	10	6	5	8	5	7	6	4	0.545	0.6192	0.000817	0.000051	0.748102
m.26602	100	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-0.895	-0.7706	0.995047	0.532260	0.998966
m.2661	154	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	-0.829	-0.7592	0.994673	0.528813	0.998704
m.26616	1020	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	-0.689	-0.5828	0.999155	0.450156	0.997242
m.26618	221	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	-0.782	-0.6747	0.995280	0.497445	0.997248
m.26680	176	2	0	1	1	1	2	1	0	1	2	0	0	1	0	1	0	-0.510	-0.4970	0.998895	0.392828	0.997823
m.26683	335	1	1	1	0	0	0	1	1	0	1	1	0	2	1	1	1	-0.576	-0.6215	0.997520	0.471851	0.997067
m.26704	140	1	1	0	1	0	1	1	0	1	1	0	0	1	0	1	0	-0.621	-0.5545	0.999943	0.432626	0.997457
m.26709	377	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	-0.737	-0.6282	0.997219	0.475341	0.997059
m.26727	287	1	2	0	2	1	0	2	0	3	1	1	1	1	2	1	1	-0.772	-0.6800	0.995090	0.499736	0.997299
m.26748	214	1	1	1	1	1	1	0	0	1	1	1	0	1	2	0	1	-0.420	-0.3885	0.976092	0.305431	0.996232
m.26751	180	1	4	0	2	1	2	4	1	2	1	4	3	2	2	1	2	-0.190	-0.1793	0.761581	0.134922	0.971636
m.26781	114	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	-0.399	-0.3610	0.963204	0.281770	0.994918
m.26788	760	5	5	9	5	4	4	8	4	5	7	4	5	7	3	6	2	0.933	1.0590	0.000000	0.000000	0.671899
m.26880	126	4	5	8	8	4	3	7	9	9	6	8	9	6	10	5	6	1.144	1.0491	0.000001	0.000000	0.673251
m.26896	558	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.754	-0.6814	0.995064	0.500333	0.997314
m.26905	195	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.496	-0.4091	0.983505	0.322913	0.996924
m.26906	143	1	2	5	3	2	2	1	3	1	2	2	2	2	0	3	1	-0.009	-0.0083	0.414410	0.047326	0.926436
m.26907	311	1	5	2	3	2	1	4	5	5	3	3	3	4	3	4	0	0.404	0.4184	0.011159	0.000751	0.795246
m.26926	313	0	3	2	3	0	0	2	2	0	2	0	1	2	0	3	1	-0.300	-0.3002	0.920061	0.229403	0.990143
m.26932	113	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.817	-0.7977	0.996468	0.539784	0.999552
m.26933	140	3	1	3	2	3	3	2	1	4	2	1	2	1	4	2	1	0.063	0.0608	0.281563	0.028037	0.904357
m.26935	282	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	-0.516	-0.4585	0.994858	0.363350	0.997758
m.26940	335	1	9	4	6	1	1	6	3	6	5	3	7	3	6	2	5	0.889	0.7615	0.000092	0.000006	0.719833
m.26941	195	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.491	-0.4685	0.996234	0.371201	0.997814
m.26952	376	24	35	36	31	27	26	31	34	36	33	34	37	33	34	31	30	1.943	1.9528	0.000000	0.000000	0.606002
m.26956	495	9	13	14	13	14	10	14	10	11	14	10	10	15	12	16	13	1.948	1.7791	0.000000	0.000000	0.612478
m.26981	281	2	5	3	4	3	2	4	2	1	4	2	2	3	1	3	1	0.297	0.2591	0.059484	0.004546	0.840427
m.2705	268	8	11	11	9	9	11	10	8	13	13	14	8	13	13	12	13	1.663	1.6563	0.000000	0.000000	0.618343
m.27078	180	0	6	7	5	0	0	6	5	3	7	5	3	6	3	7	4	0.559	0.6482	0.000535	0.000033	0.742041
m.27080	181	3	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	-0.213	-0.1688	0.743181	0.127808	0.969443
m.27104	291	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	-0.755	-0.7108	0.994395	0.512162	0.997715
m.27110	419	0	1	3	1	0	1	1	1	0	1	0	1	2	1	2	0	-0.357	-0.2985	0.918531	0.227959	0.989969
m.27111	329	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	-0.611	-0.5768	0.999385	0.446556	0.997284
m.27117	475	6	6	6	5	6	5	7	6	2	8	2	2	8	2	9	2	0.781	0.6168	0.000846	0.000052	0.748611
m.27125	414	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-0.678	-0.6507	0.996200	0.486493	0.997094
m.2713	305	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	-0.657	-0.5714	0.999548	0.443263	0.997324
m.27134	171	1	1	1	0	0	0	0	0	0	2	0	2	4	2	3	0	-0.187	-0.1814	0.765183	0.136370	0.972064
m.2715	610	8	4	13	5	7	6	5	5	12	4	13	12	5	11	5	13	0.737	1.1272	0.000000	0.000000	0.663049
m.27183	206	0	2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	-0.811	-0.7475	0.994413	0.525093	0.998440
m.2719	951	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	-0.726	-0.7260	0.994268	0.517756	0.997990
m.27220	121	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.640	-0.5356	1.000000	0.420147	0.997605
m.2723	969	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	-0.550	-0.5012	0.999143	0.395915	0.997809
m.27234	308	14	20	16	18	15	15	19	13	19	20	19	18	19	16	18	15	2.469	2.8131	0.000000	0.000000	0.589480
m.27245	439	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	-0.708	-0.6380	0.996758	0.480305	0.997062
m.27343	272	1	1	3	1	1	2	2	2	1	2	3	1	2	3	2	2	0.051	0.0455	0.308953	0.031639	0.909333
m.2736	403	0	2	0	0	1	0	1	0	0	0	0	1	0	2	0	0	-0.709	-0.7007	0.994554	0.508251	0.997557
m.2737	226	0	2	1	1	0	0	1	1	0	2	1	0	1	1	2	1	-0.417	-0.3820	0.973378	0.299864	0.995964
m.27407	217	0	1	2	2	0	0	3	2	2	3	2	1	2	2	2	0	0.160	0.1613	0.138544	0.011823	0.871398
m.2744	660	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	-0.615	-0.5250	0.999974	0.412885	0.997681
m.27472	139	4	2	2	2	3	3	2	2	4	1	2	3	2	3	1	2	0.386	0.3649	0.020365	0.001422	0.809603
m.27474	600	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	-0.716	-0.7329	0.994283	0.520183	0.998128
m.27519	235	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	-0.462	-0.3813	0.973069	0.299263	0.995933
m.2752	168	9	6	7	9	10	9	9	6	8	7	9	8	7	10	5	6	0.971	1.0654	0.000000	0.000000	0.671035
m.2758	817	2	0	1	0	2	1	0	1	0	1	2	0	0	0	1	1	-0.359	-0.3234	0.939124	0.249268	0.992293
m.27586	330	3	2	4	3	1	1	3	4	3	5	2	3	5	2	3	3	0.692	0.6012	0.001057	0.000066	0.751948
m.27591	172	1	0	0	0	1	2	0	0	1	0	1	1	0	0	0	1	-0.483	-0.4417	0.991894	0.349884	0.997588
m.27600	192	2	0	2	0	2	1	1	1	0	1	1	0	2	1	2	0	-0.583	-0.5173	0.999807	0.407494	0.997730
m.27603	105	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	-0.674	-0.5399	1.000000	0.423040	0.997573
m.27605	263	2	1	0	0	0	2	1	0	1	1	2	2	1	1	1	2	-0.672	-0.6544	0.996044	0.488244	0.997110
m.27606	280	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.775	-0.7084	0.994428	0.511246	0.997676
m.27613	234	4	3	3	2	4	3	2	2	2	5	3	5	5	2	6	3	0.643	0.7160	0.000190	0.000012	0.728480
m.27614	142	1	4	2	4	2	1	4	3	3	3	4	4	4	5	5	7	0.626	0.6368	0.000632	0.000039	0.744404
m.27625	216	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.808	-0.8377	0.999941	0.549297	0.999999
m.27628	467	0	1	1	1	0	0	0	1	1	0	0	1	1	1	0	0	-0.644	-0.5950	0.998691	0.457280	0.997166
m.27646	180	2	1	2	2	1	2	1	2	2	2	2	3	1	3	3	1	0.149	0.1403	0.162923	0.014302	0.878255
m.2765	1329	1	0	0	0	0	1	1	0	0	1	1	0	2	0	1	0	-0.757	-0.6493	0.996273	0.485824	0.997089
m.27658	363	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	-0.831	-0.7647	0.994833	0.530497	0.998830
m.27664	165	0	1	3	2	1	0	2	2	2	1	4	3	1	1	1	3	-0.263	-0.2657	0.885176	0.200553	0.986136
m.27687	497	2	3	3	5	4	3	1	3	1	5	2	0	5	3	4	3	0.377	0.3024	0.039101	0.002872	0.827430
m.27691	423	0	0	1	0	0	0	0	0	1	3	0	1	2	1	1	1	-0.477	-0.4223	0.987350	0.333952	0.997252
m.27700	104	2	5	6	6	3	3	6	4	7	6	5	5	3	3	4	5	0.615	0.6555	0.000480	0.000029	0.740540
m.27731	112	1	0	1	1	1	2	2	1	1	1	1	2	1	2	1	1	-0.623	-0.5996	0.998491	0.459897	0.997142
m.27736	105	0	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	-0.603	-0.5639	0.999756	0.438603	0.997382
m.27757	157	5	2	3	2	6	6	2	2	4	2	5	3	2	3	2	3	0.586	0.6184	0.000826	0.000051	0.748272
m.27772	428	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	2	-0.439	-0.3543	0.959484	0.275976	0.994523
m.27778	204	1	3	3	2	2	1	2	2	5	3	2	3	2	2	4	1	-0.221	-0.1676	0.741032	0.127009	0.969187
m.2778	160	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	-0.868	-0.8704	0.999992	0.555794	1.000000
m.27791	585	3	10	8	10	3	3	7	9	12	7	10	9	5	11	5	9	1.281	1.2346	0.000000	0.000000	0.650709
m.278	253	66	88	83	80	67	69	86	80	104	86	95	101	82	98	86	76	3.150	4.6723	0.000000	0.000000	0.580542
m.27802	451	1	2	2	0	2	1	0	3	0	2	0	0	2	0	2	0	-0.260	-0.2310	0.841755	0.172834	0.981085
m.27813	362	4	4	3	2	2	3	2	2	2	4	4	3	4	3	2	1	0.242	0.2141	0.089371	0.007158	0.854436
m.27819	169	1	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	-0.841	-0.7277	0.994274	0.518360	0.998023
m.27822	350	1	1	1	0	1	1	0	1	0	1	0	0	1	0	1	1	-0.639	-0.5682	0.999645	0.441287	0.997348
m.27879	255	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.507	-0.4505	0.993549	0.356979	0.997690
m.27902	108	1	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0	-0.372	-0.3607	0.963041	0.281511	0.994901
m.2792	427	0	17	0	9	2	2	14	0	5	6	6	4	8	2	8	4	1.058	1.0959	0.000000	0.000000	0.667011
m.2794	658	16	34	27	33	16	17	34	21	30	20	27	27	19	28	21	25	2.193	1.8456	0.000000	0.000000	0.609773
m.27948	285	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.539	-0.5115	0.999599	0.403370	0.997763
m.27954	454	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	-0.647	-0.6075	0.998157	0.464307	0.997107
m.27979	288	1	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	-0.877	-0.8301	0.999261	0.547627	0.999982
m.27998	400	6	4	4	6	6	6	7	2	3	7	2	5	9	4	7	1	1.114	1.0099	0.000001	0.000000	0.678769
m.2800	281	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	-0.721	-0.6646	0.995651	0.492953	0.997168
m.28013	833	5	3	3	4	3	4	6	3	4	4	4	4	4	3	4	1	0.142	0.1318	0.173616	0.015425	0.881042
m.28035	226	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	-0.334	-0.3151	0.932694	0.242131	0.991573
m.28068	132	2	3	3	3	3	3	2	2	5	2	2	6	2	4	3	2	0.250	0.2311	0.076903	0.006047	0.849088
m.28097	108	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	-0.574	-0.5394	1.000000	0.422705	0.997576
m.2811	300	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-0.745	-0.6497	0.996251	0.486016	0.997091
m.28137	274	4	4	5	3	4	3	5	1	4	7	4	4	6	5	6	3	0.901	0.7541	0.000104	0.000006	0.721215
m.28144	117	3	1	1	1	1	2	1	0	1	1	2	1	1	1	2	1	-0.471	-0.4015	0.980969	0.316496	0.996696
m.28151	99	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	-0.565	-0.5067	0.999402	0.399916	0.997787
m.28154	158	1	5	2	5	2	1	5	1	4	2	2	4	2	4	1	1	0.153	0.1557	0.144765	0.012445	0.873222
m.28159	179	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	-0.805	-0.7152	0.994344	0.513817	0.997791
m.2821	497	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	-0.628	-0.5779	0.999338	0.447221	0.997276
m.2824	459	3	9	4	7	4	4	8	5	6	7	5	6	8	5	7	4	0.950	1.1194	0.000000	0.000000	0.664020
m.28261	194	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.640	-0.5465	1.000000	0.427418	0.997521
m.28278	688	0	1	1	0	1	1	1	1	1	3	3	1	1	2	2	3	0.040	0.0379	0.323035	0.033561	0.911791
m.28289	123	1	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	-0.579	-0.4758	0.997099	0.376850	0.997836
m.28313	382	1	0	2	0	1	2	0	2	0	2	1	0	4	0	2	1	-0.306	-0.2610	0.879790	0.196712	0.985512
m.28364	198	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	-0.704	-0.7320	0.994278	0.519870	0.998109
m.284	444	4	3	3	5	2	4	3	4	2	3	5	1	4	3	4	4	0.507	0.4651	0.006389	0.000419	0.783377
m.2841	371	3	0	0	0	3	2	0	2	0	3	0	1	3	1	2	3	-0.298	-0.2530	0.870269	0.190231	0.984408
m.28410	144	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1	0	-0.263	-0.2334	0.845034	0.174700	0.981467
m.28413	203	1	1	2	1	1	2	0	1	1	2	2	1	0	2	0	0	-0.282	-0.2794	0.899998	0.211884	0.987846
m.28417	112	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	-0.582	-0.5010	0.999133	0.395769	0.997810
m.28419	437	1	1	0	1	0	0	1	0	2	2	2	4	2	2	2	3	0.215	0.1850	0.114410	0.009477	0.863726
m.28430	410	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	-0.619	-0.6086	0.998101	0.464912	0.997102
m.28435	230	3	4	2	1	2	3	3	2	2	5	2	2	3	3	3	1	0.133	0.1335	0.171440	0.015194	0.880484
m.28438	291	2	1	2	1	2	2	2	1	2	2	3	1	1	3	2	1	-0.106	-0.0967	0.601860	0.085012	0.952093
m.28444	404	3	2	4	2	0	6	2	3	3	6	1	2	3	2	3	2	0.386	0.3430	0.025754	0.001829	0.815721
m.2848	287	2	2	3	2	2	0	4	4	3	2	4	1	3	3	2	2	0.193	0.1761	0.123064	0.010306	0.866597
m.28480	131	1	6	4	4	0	1	4	4	5	5	0	5	5	6	5	0	0.519	0.6315	0.000683	0.000042	0.745511
m.28497	512	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	-0.497	-0.4339	0.990222	0.343524	0.997472
m.285	338	2	1	2	1	2	3	1	1	1	1	4	2	2	0	0	3	-0.556	-0.5398	1.000000	0.422973	0.997573
m.28515	510	2	4	2	3	2	2	3	1	2	3	1	3	3	2	4	1	0.247	0.2267	0.079986	0.006319	0.850466
m.28519	329	0	0	0	0	1	1	1	1	0	2	2	0	1	1	1	1	-0.372	-0.3419	0.951966	0.265245	0.993712
m.28520	237	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	-0.484	-0.4469	0.992896	0.354087	0.997652
m.2853	518	4	5	3	2	2	2	3	2	4	3	5	3	4	3	4	5	0.920	0.8049	0.000045	0.000003	0.711910
m.28534	505	3	2	2	3	4	4	3	2	4	1	6	6	2	5	4	5	1.237	1.2602	0.000000	0.000000	0.648047
m.28537	125	5	3	4	2	5	4	3	5	4	4	4	2	4	4	6	2	0.355	0.3505	0.023783	0.001679	0.813610
m.28546	235	13	15	15	15	15	20	16	15	14	9	13	17	12	16	10	10	1.849	2.1889	0.000000	0.000000	0.599589
m.2856	532	11	12	13	11	14	10	12	12	15	17	18	15	17	17	15	14	1.916	1.7913	0.000000	0.000000	0.611959
m.2860	768	5	12	15	14	5	7	11	18	16	16	10	14	10	12	12	14	2.212	1.8649	0.000000	0.000000	0.609044
m.28601	246	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	-0.489	-0.4548	0.994274	0.360413	0.997730
m.28662	374	1	0	1	0	1	2	0	0	2	0	1	0	1	2	0	0	-0.637	-0.6346	0.996925	0.478601	0.997059
m.28687	461	2	4	2	1	0	0	3	0	1	1	1	2	3	2	1	2	-0.356	-0.3454	0.954177	0.268274	0.993952
m.28742	295	3	3	3	4	5	4	5	5	4	5	4	3	5	3	4	7	0.903	0.8902	0.000010	0.000001	0.697255
m.2877	192	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	-0.577	-0.5341	1.000000	0.419131	0.997616
m.28770	229	4	4	4	4	4	5	4	3	4	3	4	4	4	4	5	2	0.781	0.6341	0.000658	0.000041	0.744967
m.28774	853	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	-0.738	-0.6575	0.995931	0.489694	0.997125
m.2878	281	4	2	4	4	3	4	4	5	5	5	4	5	5	5	4	4	0.266	0.2735	0.051892	0.003912	0.836049
m.288	547	0	1	1	1	0	0	1	2	1	0	1	1	1	1	1	1	-0.663	-0.5745	0.999432	0.445160	0.997301
m.28820	245	6	8	9	9	5	8	8	7	10	8	5	10	8	7	8	5	1.132	1.1667	0.000000	0.000000	0.658286
m.28880	200	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	-0.680	-0.5962	0.998642	0.457966	0.997160
m.28920	220	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	-0.622	-0.5187	0.999838	0.408481	0.997722
m.28999	107	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.292	-0.2453	0.860680	0.184068	0.983292
m.29	104	6	4	4	3	6	6	5	2	5	4	3	4	4	4	5	3	0.516	0.4393	0.008727	0.000580	0.789860
m.2905	396	3	3	3	3	3	3	4	3	2	2	3	3	2	3	2	3	0.178	0.1629	0.136804	0.011650	0.870877
m.29084	160	1	5	4	4	1	1	5	3	3	3	6	4	3	3	3	5	0.624	0.6260	0.000740	0.000046	0.746666
m.29115	136	3	1	2	1	3	3	2	1	3	2	2	1	2	2	2	1	-0.130	-0.1023	0.613555	0.087945	0.953572
m.29137	625	0	0	0	1	0	1	1	2	1	1	1	1	1	1	0	3	-0.507	-0.4351	0.990478	0.344506	0.997492
m.29142	223	2	2	4	3	1	2	2	3	2	3	3	4	2	3	4	2	0.258	0.2362	0.073451	0.005745	0.847497
m.29147	109	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.749	-0.6704	0.995432	0.495553	0.997211
m.29183	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.574	-0.5573	0.999881	0.434422	0.997434
m.29192	208	2	0	1	0	1	3	0	0	1	0	1	1	1	0	0	1	-0.656	-0.5755	0.999420	0.445768	0.997293
m.29199	285	2	2	2	2	2	3	2	1	0	1	1	0	1	1	2	1	-0.507	-0.4280	0.988823	0.338672	0.997368
m.29219	277	14	22	20	22	12	14	20	18	21	18	17	23	15	22	19	18	2.322	3.1632	0.000000	0.000000	0.585956
m.29240	253	5	1	4	0	6	7	1	5	6	5	7	6	6	6	6	5	1.379	1.3337	0.000000	0.000000	0.640972
m.29249	121	0	1	1	1	0	0	1	0	0	0	1	0	0	1	0	1	-0.828	-0.7331	0.994283	0.520252	0.998132
m.29291	227	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	-0.825	-0.6695	0.995469	0.495153	0.997204
m.29299	328	1	2	0	1	1	1	1	0	2	1	0	1	1	1	1	0	-0.531	-0.4863	0.998094	0.384845	0.997842
m.29343	368	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	-0.429	-0.4012	0.980869	0.316241	0.996686
m.2935	127	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-0.734	-0.6406	0.996658	0.481594	0.997066
m.29350	356	0	2	0	1	0	1	1	0	0	1	0	1	0	0	0	0	-0.716	-0.6645	0.995654	0.492908	0.997168
m.2936	227	1	2	0	0	1	1	0	0	1	1	2	1	1	0	0	1	-0.784	-0.6584	0.995884	0.490111	0.997130
m.2937	301	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	-0.834	-0.8256	0.998798	0.546608	0.999954
m.29378	194	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	-0.684	-0.6674	0.995526	0.494215	0.997188
m.29414	119	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	-0.589	-0.6028	0.998370	0.461697	0.997127
m.29428	193	10	7	11	7	12	14	10	10	12	12	12	11	12	12	12	11	1.571	1.7189	0.000000	0.000000	0.615203
m.29444	108	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	-0.521	-0.4695	0.996357	0.371979	0.997818
m.29450	117	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	-0.606	-0.5474	1.000000	0.428009	0.997514
m.29488	137	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-0.679	-0.6031	0.998353	0.461864	0.997125
m.295	166	2	2	2	1	3	1	1	2	3	2	6	2	3	2	3	3	0.734	0.8008	0.000048	0.000003	0.712645
m.29523	191	4	7	6	8	5	4	7	8	8	7	6	6	10	7	7	3	1.110	1.3641	0.000000	0.000000	0.638281
