Protein	Len	S0	S0	S0	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
m.26896	558	0	0	0	0	1	0	-0.288	-0.2699	0.999968	0.447121	0.715763
m.26905	195	0	0	0	0	1	0	-0.309	-0.3011	1.000000	0.465504	0.700989
m.26906	143	5	6	12	3	7	4	-1.202	-2.0509	0.000045	0.563443	0.000007
m.26907	311	4	12	10	11	11	4	0.046	0.1161	0.778453	0.169072	0.796804
m.26926	313	0	8	6	1	7	1	-1.321	-1.6118	0.006035	0.574423	0.001076
m.26932	113	1	0	0	0	1	0	-0.125	-0.1225	0.992283	0.345734	0.767343
m.26933	140	9	5	6	10	5	3	0.524	1.0599	0.001468	0.000191	0.626861
m.26935	282	1	0	0	0	3	0	-0.162	-0.1554	0.997092	0.370101	0.758183
m.26940	335	3	21	10	19	10	12	0.612	1.6047	0.000002	0.000000	0.584676
m.26941	195	0	0	0	0	0	1	-0.270	-0.2561	1.000000	0.438609	0.721821
m.26952	376	77	97	105	107	97	96	0.029	0.2250	0.567018	0.106440	0.789258
m.26956	495	33	40	36	33	45	34	-0.041	-0.1685	0.998231	0.379578	0.754179
m.26981	281	7	13	7	4	10	4	-0.566	-1.0246	0.342101	0.608069	0.091926
m.2705	268	28	30	28	34	38	40	0.226	0.8575	0.009996	0.001407	0.656680
m.27078	180	0	17	18	9	20	13	-0.621	-1.5572	0.009985	0.576557	0.001820
m.27080	181	5	4	3	3	4	4	0.049	0.0644	0.858883	0.204390	0.795930
m.27104	291	0	0	0	1	1	1	-0.275	-0.2539	1.000000	0.437231	0.722762
m.27110	419	1	3	6	2	5	0	-0.939	-1.2626	0.094944	0.592158	0.020936
m.27111	329	0	1	0	2	0	1	0.313	0.3311	0.362927	0.062580	0.771900
m.27117	475	17	18	18	6	25	6	-1.013	-2.2177	0.000005	0.561475	0.000001
m.27125	414	2	0	0	0	0	0	-0.216	-0.1933	0.999510	0.397101	0.746028
m.2713	305	2	0	1	0	1	0	-0.402	-0.3927	1.000000	0.512409	0.648066
m.27134	171	1	1	1	4	9	0	0.803	1.0215	0.002162	0.000285	0.631780
m.2715	610	21	14	27	35	14	39	0.291	1.1078	0.000894	0.000113	0.621168
m.27183	206	2	3	3	0	0	0	-0.946	-1.0580	0.291786	0.606058	0.076607
m.2719	951	3	1	3	0	2	1	-0.909	-0.9647	0.446926	0.610983	0.125041
m.27220	121	0	0	0	1	0	0	-0.285	-0.2590	1.000000	0.440417	0.720572
m.2723	969	0	0	1	1	0	0	-0.569	-0.5378	1.000000	0.566066	0.531132
m.27234	308	44	57	43	53	57	51	0.237	1.1018	0.000952	0.000121	0.621855
m.27245	439	0	1	1	0	2	1	-0.542	-0.4963	1.000000	0.553114	0.568859
m.27343	272	4	4	7	5	6	7	-0.345	-0.5678	1.000000	0.574349	0.501863
m.2736	403	1	3	0	3	0	0	0.557	0.5876	0.081046	0.012581	0.712424
m.2737	226	0	4	3	1	5	3	-0.829	-0.8700	0.640599	0.612635	0.193501
m.27407	217	0	6	6	5	7	3	-0.142	-0.2594	1.000000	0.440665	0.720398
m.2744	660	2	0	0	0	2	0	-0.345	-0.3099	1.000000	0.470470	0.696541
m.27472	139	10	6	6	10	4	6	0.479	0.9567	0.004054	0.000549	0.640839
m.27474	600	0	2	0	1	1	0	-0.394	-0.3577	1.000000	0.495734	0.670070
m.27519	235	0	0	1	1	1	0	-0.432	-0.4150	1.000000	0.522241	0.632825
m.2752	168	28	24	19	26	19	22	0.329	1.0460	0.001691	0.000221	0.628604
m.2758	817	5	0	3	0	2	4	-0.755	-0.8357	0.712158	0.611989	0.223212
m.27586	330	5	8	12	8	13	7	-0.383	-0.9072	0.562179	0.612525	0.164197
m.27591	172	4	0	0	2	0	3	0.368	0.3905	0.268884	0.044935	0.759290
m.27600	192	5	1	4	1	5	1	-1.076	-1.2894	0.080065	0.590441	0.017242
m.27603	105	2	2	3	3	3	1	-0.097	-0.1301	0.993683	0.351427	0.765339
m.27605	263	4	2	0	4	3	6	1.016	1.3118	0.000090	0.000010	0.601890
m.27606	280	0	1	0	0	0	0	-0.319	-0.3092	1.000000	0.470078	0.696899
m.27613	234	11	7	7	9	16	9	0.200	0.4034	0.250885	0.041683	0.756373
m.27614	142	4	12	7	12	12	16	0.520	1.1304	0.000703	0.000088	0.618647
m.27625	216	0	1	1	0	0	0	-0.426	-0.4600	1.000000	0.540267	0.599064
m.27628	467	0	2	3	3	1	0	-0.061	-0.0856	0.982366	0.317687	0.776133
m.27646	180	5	4	6	8	6	4	0.308	0.5947	0.077211	0.011957	0.710752
m.2765	1329	2	1	0	0	4	1	-0.094	-0.0880	0.983190	0.319527	0.775608
m.27658	363	1	0	1	1	3	0	-0.398	-0.4326	1.000000	0.529576	0.620104
m.27664	165	1	5	7	6	3	10	-0.120	-0.2368	1.000000	0.426325	0.729832
m.27687	497	9	9	9	4	14	7	-0.764	-1.2279	0.117280	0.594458	0.026692
m.27691	423	0	0	1	3	6	1	0.467	0.5952	0.076947	0.011914	0.710635
m.27700	104	8	17	15	15	13	15	0.048	0.1355	0.743915	0.156667	0.796362
m.27731	112	4	3	3	5	3	3	0.415	0.6778	0.042651	0.006416	0.691868
m.27736	105	1	2	0	2	1	0	0.352	0.3833	0.279312	0.046836	0.760894
m.27757	157	17	6	7	10	6	12	0.291	0.6039	0.072473	0.011187	0.708598
m.27772	428	0	0	3	0	0	4	-0.849	-0.9517	0.471944	0.611457	0.133245
m.27778	204	4	7	7	10	9	4	0.235	0.4781	0.163573	0.026380	0.738751
m.2778	160	3	2	0	0	0	0	-0.333	-0.3260	1.000000	0.479302	0.688068
m.27791	585	9	27	25	32	17	28	0.272	1.0376	0.001841	0.000241	0.629678
m.278	253	202	254	244	303	254	256	0.225	2.6582	0.000000	0.000000	0.561384
m.27802	451	4	2	7	0	6	0	-1.516	-2.0296	0.000059	0.563771	0.000009
m.27813	362	9	8	7	8	10	7	0.072	0.1538	0.709617	0.145438	0.795572
m.27819	169	1	1	1	1	3	3	-0.354	-0.3309	1.000000	0.481925	0.685401
m.27822	350	3	1	3	0	3	1	-0.883	-0.9901	0.400268	0.609880	0.110075
m.27879	255	0	0	0	1	0	0	-0.431	-0.3975	1.000000	0.514577	0.644867
m.27902	108	3	2	3	0	2	0	-0.793	-0.8581	0.665672	0.612497	0.203524
m.2792	427	4	40	0	11	22	15	1.906	2.6995	0.000000	0.000000	0.561107
m.2794	658	49	101	72	85	60	78	0.163	1.0301	0.001984	0.000261	0.630650
m.27948	285	0	0	0	0	0	1	-0.278	-0.2770	0.999961	0.451410	0.712534
m.27954	454	1	1	0	2	1	1	0.274	0.3025	0.414274	0.072769	0.777344
m.27979	288	3	3	0	2	3	0	0.383	0.3798	0.284481	0.047783	0.761668
m.27998	400	18	17	9	12	23	4	0.326	0.7554	0.023455	0.003430	0.675645
m.2800	281	0	0	0	0	2	1	-0.167	-0.1487	0.996358	0.365201	0.760151
m.28013	833	12	13	9	11	12	7	0.206	0.4731	0.168552	0.027233	0.739955
m.28035	226	0	1	0	0	1	1	-0.218	-0.2114	0.999930	0.409508	0.739591
m.28068	132	8	8	7	15	7	6	0.690	1.5216	0.000006	0.000001	0.588675
m.28097	108	3	3	3	2	3	3	-0.403	-0.4801	1.000000	0.547562	0.582666
m.2811	300	0	0	0	0	1	0	-0.217	-0.1941	0.999540	0.397656	0.745753
m.28137	274	11	12	9	13	19	10	0.359	0.8972	0.007028	0.000974	0.650043
m.28144	117	6	3	1	3	4	4	0.400	0.4787	0.162983	0.026279	0.738606
m.28151	99	0	0	0	2	1	0	0.190	0.2041	0.609646	0.117091	0.791620
m.28154	158	4	15	4	12	5	4	0.971	1.8130	0.000000	0.000000	0.576555
m.28159	179	3	2	3	3	2	1	-0.110	-0.1450	0.995905	0.362480	0.761215
m.2821	497	1	0	1	0	1	0	-0.480	-0.4828	1.000000	0.548507	0.580402
m.2824	459	11	24	13	17	22	13	0.255	0.6683	0.045757	0.006906	0.693955
m.28261	194	0	0	3	0	0	0	-1.005	-1.0872	0.252575	0.604157	0.064900
m.28278	688	2	2	3	4	6	9	0.321	0.4144	0.236231	0.039061	0.753848
m.28289	123	2	0	3	0	3	1	-0.995	-1.0656	0.281159	0.605574	0.073414
m.28313	382	4	0	6	0	8	3	-1.279	-1.6610	0.003752	0.572676	0.000658
m.28364	198	0	1	0	1	2	0	-0.287	-0.2593	1.000000	0.440603	0.720442
m.284	444	10	11	10	6	11	13	-0.438	-0.8919	0.594306	0.612665	0.175873
m.2841	371	8	0	3	2	8	4	-0.287	-0.3543	1.000000	0.494033	0.672086
m.28410	144	3	3	1	4	3	1	0.682	0.8769	0.008427	0.001177	0.653386
m.28413	203	4	2	4	4	2	3	-0.120	-0.1769	0.998777	0.385577	0.751503
m.28417	112	0	3	0	1	0	1	-0.275	-0.2571	1.000000	0.439234	0.721392
m.28419	437	1	3	0	8	6	7	1.543	1.9403	0.000000	0.000000	0.572618
m.28430	410	1	0	0	0	4	0	-0.074	-0.0683	0.975581	0.304382	0.779721
m.28435	230	8	8	6	7	11	4	0.178	0.3433	0.342160	0.058580	0.769440
m.28438	291	6	4	4	6	5	6	0.305	0.5094	0.135010	0.021531	0.731184
m.28444	404	9	6	10	7	12	4	-0.300	-0.6249	0.989338	0.587789	0.442311
m.2848	287	4	8	10	7	7	9	-0.338	-0.6787	0.953381	0.597643	0.383836
m.28480	131	2	14	12	16	15	0	0.354	0.9671	0.003673	0.000495	0.639319
m.28497	512	0	0	3	1	1	1	-0.939	-0.9967	0.388663	0.609559	0.106413
m.285	338	7	3	4	3	3	10	-0.362	-0.5393	1.000000	0.566501	0.529707
m.28515	510	6	10	4	7	10	3	0.391	0.6510	0.051921	0.007885	0.697806
m.28519	329	2	1	1	1	4	4	-0.165	-0.1593	0.997466	0.372937	0.757012
m.28520	237	1	2	0	0	0	1	-0.373	-0.3843	1.000000	0.508546	0.653558
m.2853	518	8	10	7	10	11	15	0.366	0.7806	0.019137	0.002773	0.670708
m.28534	505	11	8	6	15	7	16	0.958	1.9735	0.000000	0.000000	0.571704
m.28537	125	14	8	13	10	14	9	-0.222	-0.5586	1.000000	0.571901	0.511007
m.28546	235	48	46	45	47	31	34	0.079	0.3695	0.300062	0.050657	0.763918
m.2856	532	35	35	37	47	49	48	0.251	1.2144	0.000280	0.000033	0.610152
m.2860	768	17	37	49	42	38	36	-0.120	-0.5615	1.000000	0.572681	0.508140
m.28601	246	1	0	0	1	3	1	-0.124	-0.1240	0.992578	0.346860	0.766953
m.28662	374	4	0	1	4	1	1	0.719	0.8952	0.007155	0.000993	0.650368
m.28687	461	2	8	3	5	5	4	0.410	0.6075	0.070688	0.010898	0.707759
m.28742	295	12	12	12	10	14	16	-0.093	-0.2230	1.000000	0.417277	0.735242
m.2877	192	0	1	0	2	3	3	0.222	0.2413	0.533869	0.098600	0.787147
m.28770	229	13	12	10	12	12	9	0.154	0.3980	0.258312	0.043021	0.757600
m.28774	853	0	0	1	1	3	0	-0.414	-0.3916	1.000000	0.511908	0.648793
m.2878	281	11	10	13	15	14	12	0.122	0.3133	0.394467	0.068785	0.775345
m.288	547	0	3	4	3	2	3	-0.442	-0.6249	0.989338	0.587789	0.442311
m.28820	245	19	25	24	27	24	15	0.156	0.5522	0.102659	0.016131	0.720854
m.28880	200	1	3	3	3	3	3	-0.044	-0.0595	0.971519	0.297597	0.781417
m.28920	220	3	1	3	3	2	3	-0.087	-0.1081	0.989075	0.334860	0.770958
m.28999	107	0	0	1	0	0	0	-0.597	-0.5944	0.999998	0.580987	0.474647
m.29	104	18	12	9	13	13	9	0.435	0.9525	0.004218	0.000572	0.641461
m.2905	396	9	10	9	8	6	9	-0.106	-0.2182	1.000000	0.414080	0.737063
m.29084	160	3	14	10	10	9	16	-0.015	-0.0321	0.955934	0.276469	0.786134
m.29115	136	9	4	4	6	6	4	0.314	0.5219	0.124799	0.019816	0.728159
m.29137	625	1	2	3	3	2	6	0.044	0.0572	0.868563	0.209537	0.795567
m.29142	223	5	7	10	9	9	7	-0.069	-0.1618	0.997695	0.374749	0.756253
m.29147	109	1	0	0	0	0	0	-0.407	-0.3563	1.000000	0.495036	0.670903
m.29183	293	0	0	0	0	1	0	-0.236	-0.2325	1.000000	0.423529	0.731545
m.29192	208	6	0	1	2	1	3	0.068	0.0694	0.851926	0.200845	0.796147
m.29199	285	7	6	4	1	4	3	-1.130	-1.3674	0.046877	0.585777	0.009486
m.29219	277	40	64	57	66	52	52	0.180	1.0086	0.002456	0.000326	0.633507
m.29240	253	18	2	13	18	17	18	0.336	0.9285	0.005279	0.000723	0.645093
m.29249	121	0	3	1	1	0	3	-0.382	-0.3855	1.000000	0.509103	0.652782
m.29291	227	0	0	3	2	3	3	-0.222	-0.2907	0.999982	0.459511	0.706084
m.29299	328	3	4	0	4	3	0	0.974	1.1784	0.000418	0.000051	0.613628
m.29343	368	2	0	3	0	0	3	-1.021	-1.0662	0.280332	0.605535	0.073166
m.2935	127	1	0	1	0	0	0	-0.623	-0.5974	0.999865	0.581695	0.471510
m.29350	356	1	4	0	1	1	0	-0.190	-0.1813	0.999017	0.388694	0.750067
m.2936	227	3	2	0	2	2	4	0.444	0.4792	0.162494	0.026195	0.738485
m.2937	301	0	1	0	1	0	0	-0.278	-0.2503	1.000000	0.434963	0.724285
m.29378	194	0	2	1	0	2	0	-0.518	-0.4961	1.000000	0.553048	0.569032
m.29414	119	0	1	0	0	0	3	-0.047	-0.0368	0.958941	0.280088	0.785385
m.29428	193	36	24	31	35	36	34	0.097	0.4088	0.243611	0.040379	0.755137
m.29444	108	0	2	0	0	1	0	-0.162	-0.1492	0.996414	0.365568	0.760006
m.29450	117	0	0	0	0	1	1	-0.203	-0.1888	0.999350	0.393964	0.747564
m.29488	137	0	0	0	2	0	0	0.122	0.1201	0.771504	0.166474	0.796747
m.295	166	6	4	6	7	8	13	0.198	0.3636	0.309237	0.052364	0.765187
m.29523	191	13	22	21	21	24	13	0.029	0.0944	0.814440	0.183520	0.796805
m.29527	167	4	2	3	5	0	1	0.364	0.5489	0.104899	0.016501	0.721646
m.29546	408	0	0	0	0	3	1	-0.316	-0.2971	1.000000	0.463215	0.702970
m.29572	122	0	0	1	0	0	3	-0.508	-0.4930	1.000000	0.552007	0.571714
m.29582	292	2	3	3	0	3	4	-0.830	-0.9058	0.565102	0.612543	0.165243
m.29599	227	3	3	3	3	5	3	-0.040	-0.0499	0.966582	0.290190	0.783166
m.29601	249	0	3	3	0	2	1	-0.877	-0.9356	0.503863	0.611949	0.143928
m.29602	100	1	5	3	2	5	4	-0.396	-0.4654	1.000000	0.542272	0.594739
m.29606	138	3	2	1	3	3	1	0.360	0.4469	0.196614	0.032084	0.746224
m.29620	137	1	0	0	0	4	0	-0.304	-0.3026	1.000000	0.466357	0.700240
m.29673	125	1	2	3	3	1	3	-0.049	-0.0591	0.971324	0.297288	0.781492
m.297	271	7	10	7	10	12	10	0.362	0.7972	0.016695	0.002404	0.667547
m.2971	483	0	4	1	4	0	0	0.500	0.6588	0.049058	0.007430	0.696061
m.29775	144	0	0	1	2	0	4	0.155	0.1822	0.653902	0.128967	0.793652
m.29778	253	3	0	1	0	0	0	-0.469	-0.4598	1.000000	0.540192	0.599223
m.29805	227	2	0	3	0	2	1	-0.966	-0.9991	0.384498	0.609439	0.105104
m.29808	242	25	40	34	34	28	24	0.027	0.1147	0.780867	0.169986	0.796820
m.29813	455	4	8	6	4	9	4	-0.271	-0.4367	1.000000	0.531232	0.617052
m.29835	460	104	200	156	150	174	138	-0.019	-0.1666	0.998085	0.378212	0.754773
m.29841	260	0	0	0	0	0	3	-0.157	-0.1619	0.997704	0.374821	0.756222
m.29844	459	0	1	1	0	3	1	-0.452	-0.4943	1.000000	0.552444	0.570592
m.29861	185	39	56	54	59	50	39	0.113	0.5759	0.087718	0.013671	0.715193
m.29863	501	0	0	1	1	1	0	-0.534	-0.5243	1.000000	0.562048	0.543769
m.29873	128	0	1	0	3	2	1	0.680	0.8315	0.012512	0.001778	0.661248
m.29888	284	24	28	27	30	26	19	0.146	0.5824	0.083956	0.013056	0.713652
m.2989	1509	0	1	0	0	0	0	-0.283	-0.2759	0.999961	0.450750	0.713039
m.29890	126	2	0	0	0	1	0	-0.447	-0.4388	1.000000	0.532072	0.615475
m.29917	129	0	0	0	1	0	1	-0.293	-0.2784	0.999964	0.452248	0.711888
m.29952	124	6	4	1	6	7	12	1.108	1.4402	0.000018	0.000002	0.593185
m.29969	216	0	0	0	0	1	0	-0.482	-0.4407	1.000000	0.532828	0.614041
m.29972	1069	13	23	22	11	28	18	-0.668	-1.7954	0.000922	0.568657	0.000156
m.29981	276	5	0	0	0	1	0	-0.258	-0.2489	1.000000	0.434078	0.724872
m.30023	103	1	0	0	0	0	0	-0.269	-0.2520	1.000000	0.436036	0.723568
m.30038	189	0	0	0	1	1	0	-0.229	-0.2042	0.999805	0.404613	0.742202
m.3004	377	4	8	12	4	12	4	-1.012	-1.7751	0.001151	0.569200	0.000196
m.3005	453	3	6	7	5	11	7	-0.262	-0.4875	1.000000	0.550134	0.576424
m.30054	147	0	1	0	2	4	1	0.312	0.3393	0.348890	0.059869	0.770255
m.30091	627	2	0	0	0	1	1	-0.257	-0.2150	0.999975	0.411935	0.738260
m.30104	442	4	0	4	2	1	9	-0.701	-0.9380	0.499046	0.611883	0.142298
m.3013	523	2	2	0	4	0	0	0.775	0.9323	0.005096	0.000697	0.644508
m.30171	172	5	0	1	12	6	6	1.716	2.5094	0.000000	0.000000	0.562565
m.30190	252	0	0	0	2	0	1	0.217	0.2315	0.553772	0.103265	0.788444
m.30203	117	2	11	9	7	5	4	-0.203	-0.4564	1.000000	0.538912	0.601915
m.30240	180	0	1	0	0	0	0	-0.272	-0.2524	1.000000	0.436288	0.723398
m.30248	266	1	0	0	0	3	0	-0.288	-0.2690	0.999976	0.446573	0.716166
m.3027	702	0	2	0	0	2	1	-0.267	-0.2238	1.000000	0.417808	0.734935
m.3029	290	0	0	0	0	3	1	-0.371	-0.3318	1.000000	0.482404	0.684907
m.3030	150	5	3	3	4	6	6	0.265	0.3707	0.298218	0.050315	0.763658
m.3037	1596	4	5	1	2	9	1	0.256	0.2943	0.429624	0.075906	0.778813
m.30381	850	0	0	3	1	0	0	-0.934	-0.9949	0.391806	0.609648	0.107403
m.30396	488	50	89	99	97	84	90	-0.025	-0.1604	0.997571	0.373735	0.756679
m.304	134	6	5	6	8	8	7	0.308	0.5984	0.075275	0.011642	0.709884
m.30404	107	5	11	7	6	5	7	-0.243	-0.4365	1.000000	0.531152	0.617201
m.30405	235	55	131	90	85	95	75	-0.047	-0.3192	1.000000	0.475612	0.691700
m.30436	263	4	5	10	9	8	7	-0.130	-0.2895	0.999971	0.458810	0.706661
m.30492	247	8	15	16	12	13	12	-0.300	-0.7755	0.826591	0.608852	0.280952
m.30496	451	14	22	25	25	23	37	-0.007	-0.0249	0.951042	0.270934	0.787232
m.30517	248	2	7	3	9	10	7	1.189	1.8354	0.000000	0.000000	0.575811
m.3052	140	5	6	7	4	4	0	-0.569	-1.0344	0.326723	0.607501	0.087209
m.30536	122	0	0	0	0	0	6	-0.073	-0.0773	0.979301	0.311312	0.777897
m.3058	258	0	0	0	0	1	9	-0.163	-0.1386	0.995030	0.357751	0.763018
m.30602	306	6	8	4	14	11	13	1.132	1.9729	0.000000	0.000000	0.571720
m.3061	248	14	12	9	9	12	7	0.092	0.1860	0.646280	0.126854	0.793333
m.30649	133	7	10	9	3	11	0	-0.944	-1.4688	0.021377	0.580487	0.004064
m.30676	389	0	2	3	3	2	0	-0.103	-0.1286	0.993423	0.350306	0.765740
m.307	487	18	43	30	24	25	27	-0.184	-0.6513	0.974494	0.592961	0.413740
m.3079	696	13	26	40	44	21	40	0.102	0.4430	0.201083	0.032863	0.747150
m.308	201	0	19	10	22	11	10	0.726	2.0170	0.000000	0.000000	0.570576
m.3082	374	0	1	0	0	1	0	-0.392	-0.3594	1.000000	0.496580	0.669054
m.3088	506	8	4	3	4	6	0	0.213	0.3184	0.385286	0.066962	0.774377
m.3090	880	17	17	22	13	18	19	-0.567	-1.5794	0.008161	0.575663	0.001474
m.30917	239	3	5	3	3	5	1	-0.114	-0.1530	0.996838	0.368350	0.758894
m.30927	172	31	48	43	46	38	39	0.100	0.4610	0.181094	0.029392	0.742860
m.30955	229	23	29	25	21	28	25	-0.154	-0.5037	1.000000	0.555556	0.562377
m.30956	124	0	1	0	0	1	1	-0.135	-0.1353	0.994534	0.355301	0.763929
m.30965	169	11	10	12	10	18	6	-0.175	-0.4088	1.000000	0.519569	0.637160
m.30968	150	8	9	7	10	12	6	0.271	0.5931	0.078062	0.012095	0.711128
m.30969	340	1	1	0	1	0	0	-0.350	-0.3501	1.000000	0.491911	0.674548
m.30980	429	13	10	10	7	14	4	-0.403	-0.9286	0.518026	0.612127	0.148754
m.3100	352	8	10	6	5	3	6	-0.146	-0.2473	1.000000	0.433062	0.725540
m.31016	134	0	0	1	1	0	3	-0.433	-0.4549	1.000000	0.538343	0.603095
m.31093	201	3	2	1	3	4	1	0.546	0.6374	0.057260	0.008737	0.700878
m.31095	139	0	0	0	0	1	0	-0.309	-0.2855	0.999967	0.456463	0.708567
m.31110	276	0	0	0	1	0	3	-0.290	-0.2847	0.999968	0.455991	0.708945
m.31184	221	0	0	3	1	0	1	-1.008	-1.1405	0.191695	0.600499	0.047184
m.31187	410	0	0	0	1	0	1	-0.265	-0.2560	1.000000	0.438547	0.721864
m.3122	173	0	13	4	6	6	0	0.303	0.5460	0.106902	0.016833	0.722344
m.31247	245	0	1	0	0	0	4	-0.166	-0.1526	0.996796	0.368057	0.759012
m.3128	439	0	1	0	1	0	0	-0.226	-0.2026	0.999765	0.403518	0.742773
m.3130	1155	3	5	9	3	3	10	-0.925	-1.6167	0.005762	0.574241	0.001026
m.31300	423	10	13	7	18	12	7	0.915	2.0389	0.000000	0.000000	0.570036
m.31335	295	6	3	0	1	2	3	-0.183	-0.1688	0.998251	0.379793	0.754085
m.3140	708	0	0	0	0	1	0	-0.521	-0.4649	1.000000	0.542087	0.595142
m.31435	113	6	3	1	4	6	3	0.805	1.0964	0.001007	0.000129	0.622479
m.31437	438	9	11	13	11	13	9	-0.159	-0.4247	1.000000	0.526330	0.625890
m.31443	176	0	0	3	1	3	1	-0.780	-0.8547	0.672801	0.612442	0.206444
m.3153	509	13	14	21	17	9	18	-0.174	-0.5618	1.000000	0.572762	0.507843
m.31539	379	14	14	15	12	15	12	-0.165	-0.4170	1.000000	0.523094	0.631410
m.31542	149	3	4	3	3	5	0	-0.022	-0.0298	0.954409	0.274700	0.786491
m.31593	374	0	1	1	2	0	0	-0.070	-0.0800	0.980336	0.313387	0.777332
m.316	240	7	9	4	4	8	6	-0.100	-0.1569	0.997242	0.371193	0.757735
m.31603	496	6	7	7	2	5	1	-1.101	-1.6438	0.004441	0.573268	0.000783
m.31623	358	6	9	6	11	12	4	0.610	1.2450	0.000198	0.000023	0.607383
m.31625	195	2	1	1	3	2	3	0.465	0.5476	0.105793	0.016649	0.721959
m.31645	197	0	0	0	0	0	1	-0.146	-0.1280	0.993318	0.349857	0.765899
m.3167	409	2	0	0	1	0	1	-0.231	-0.2235	1.000000	0.417609	0.735050
m.31712	115	8	7	10	9	10	9	-0.089	-0.1958	0.999589	0.398834	0.745164
m.3172	280	5	8	9	5	11	6	-0.495	-0.9110	0.554261	0.612471	0.161379
m.31748	138	10	8	9	6	7	6	-0.362	-0.7302	0.896115	0.604609	0.328089
m.3177	109	2	0	0	0	4	0	-0.166	-0.1628	0.997775	0.375472	0.755947
m.31848	219	0	0	0	1	1	1	-0.230	-0.2345	1.000000	0.424832	0.730752
m.3187	131	0	0	0	3	0	1	0.534	0.6257	0.062227	0.009534	0.703551
m.31877	154	0	0	4	0	0	0	-1.238	-1.3367	0.058287	0.587551	0.012070
m.31932	104	3	3	1	0	3	0	-0.440	-0.4238	1.000000	0.525955	0.626541
m.31958	263	8	8	1	2	5	3	-0.010	-0.0101	0.939869	0.259600	0.789304
m.31989	241	22	27	22	26	21	30	0.193	0.6912	0.038584	0.005776	0.688961
m.32004	521	18	20	24	20	18	24	-0.111	-0.3729	1.000000	0.503164	0.660796
m.32045	172	0	2	1	1	0	0	-0.424	-0.3902	1.000000	0.511268	0.649715
m.32071	562	6	4	4	2	3	6	-0.663	-0.8585	0.664831	0.612503	0.203182
m.32074	263	0	1	3	0	0	0	-1.025	-1.1308	0.201809	0.601174	0.050081
m.32095	297	2	3	0	2	3	3	0.380	0.4076	0.245214	0.040666	0.755413
m.321	419	3	0	3	1	1	0	-1.060	-1.1212	0.212228	0.601840	0.053087
m.32107	309	6	8	7	5	8	6	-0.366	-0.6534	0.973094	0.593345	0.411453
m.32114	195	1	0	0	1	0	1	-0.443	-0.4079	1.000000	0.519177	0.637783
m.32194	430	3	0	4	0	1	1	-1.202	-1.4326	0.028615	0.582277	0.005550
m.3220	414	10	16	16	28	20	24	0.527	1.8766	0.000000	0.000000	0.574501
m.32200	195	4	0	0	0	0	0	-0.342	-0.3431	1.000000	0.488324	0.678580
m.3221	325	24	20	21	20	15	24	-0.020	-0.0646	0.973925	0.301530	0.780445
m.32224	134	0	0	0	2	1	1	0.241	0.2549	0.506469	0.092371	0.785214
m.32263	177	2	3	3	2	2	3	-0.295	-0.3523	1.000000	0.493025	0.673262
m.32275	204	3	1	1	3	4	3	0.464	0.5849	0.082546	0.012826	0.713061
m.32284	203	0	0	0	1	0	3	-0.281	-0.2512	1.000000	0.435532	0.723906
m.323	492	16	19	13	18	16	12	0.326	0.9238	0.005513	0.000756	0.645820
m.32319	119	3	5	1	2	4	0	0.103	0.1095	0.789711	0.173404	0.796860
m.32350	106	3	8	6	9	8	4	0.445	0.9097	0.006274	0.000866	0.648037
m.32357	153	7	9	9	5	8	3	-0.600	-1.1510	0.181200	0.599766	0.044201
m.32359	150	2	2	3	3	3	3	-0.019	-0.0276	0.952916	0.273008	0.786827
m.32372	367	6	5	9	4	2	13	-0.647	-1.1564	0.175981	0.599389	0.042727
m.32400	152	33	49	42	33	37	33	-0.226	-0.9374	0.500248	0.611899	0.142704
m.3241	263	4	0	6	0	2	0	-1.547	-1.8183	0.000715	0.568069	0.000121
m.32417	162	15	19	24	17	17	18	-0.314	-1.0206	0.348524	0.608295	0.093906
m.32424	125	0	0	0	0	1	0	-0.289	-0.2592	1.000000	0.440541	0.720485
m.32437	322	19	17	10	11	17	22	0.108	0.2612	0.493896	0.089581	0.784268
m.32472	518	3	5	3	2	7	0	-0.374	-0.4620	1.000000	0.541013	0.597469
m.32473	135	0	1	1	0	2	0	-0.463	-0.4886	1.000000	0.550511	0.575487
m.3249	378	0	0	0	0	0	1	-0.249	-0.2378	1.000000	0.426972	0.729430
m.32493	173	1	1	1	2	2	0	0.031	0.0316	0.899767	0.228211	0.793797
m.3251	282	1	1	3	1	3	3	-0.778	-0.8837	0.611629	0.612687	0.182348
m.32539	222	4	3	4	4	9	4	-0.070	-0.1116	0.989927	0.337513	0.770101
m.32541	130	0	1	0	0	0	0	-0.405	-0.4036	1.000000	0.517291	0.640738
m.3255	868	0	4	1	3	4	7	0.623	0.7311	0.028415	0.004193	0.680562
m.3257	309	0	1	1	1	0	0	-0.526	-0.5027	1.000000	0.555229	0.563259
m.32635	153	0	2	1	8	1	9	1.454	2.0302	0.000000	0.000000	0.570248
m.32645	340	3	6	1	4	3	4	0.685	0.8412	0.011513	0.001630	0.659523
m.3273	568	2	8	7	7	5	1	-0.116	-0.2303	1.000000	0.422090	0.732412
m.3276	306	8	7	13	12	14	15	-0.151	-0.3666	1.000000	0.500120	0.664692
m.32828	176	14	7	15	18	11	21	0.230	0.6637	0.047330	0.007156	0.694972
