Protein	Len	S0	S0	S0	S0	S0	S0	S0	S0	S1	S1	S1	S1	S1	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
m.26433	413	1	1	0	1	1	1	1	1	1	2	0	1	2	0	2	1	-0.378	-0.3503	0.951465	0.259039	0.990820
m.26466	184	2	1	2	1	2	2	1	3	1	2	3	1	2	1	2	3	-0.242	-0.2290	0.823732	0.159434	0.977399
m.26467	454	0	1	0	1	0	0	1	1	2	1	1	3	1	2	1	0	-0.282	-0.2759	0.885085	0.196135	0.984036
m.26519	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.808	-0.7108	0.988167	0.507150	0.990659
m.26522	211	3	3	3	3	5	7	2	3	3	3	3	3	4	3	4	3	0.197	0.1856	0.100834	0.008234	0.861931
m.2655	450	2	9	9	8	3	5	7	4	10	6	5	8	5	7	6	4	0.676	0.7024	0.000199	0.000012	0.732076
m.26602	100	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-0.760	-0.7489	0.985916	0.521503	0.991404
m.2661	154	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	-0.635	-0.5145	0.999850	0.394651	0.993245
m.26616	1020	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	-0.145	-0.1384	0.663586	0.099330	0.959387
m.26618	221	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	-0.669	-0.5987	0.997475	0.451075	0.991467
m.26680	176	2	0	1	1	1	2	1	0	1	2	0	0	1	0	1	0	-0.521	-0.4844	0.997810	0.371752	0.993669
m.26683	335	1	1	1	0	0	0	1	1	0	1	1	0	2	1	1	1	-0.410	-0.3210	0.929588	0.233831	0.988675
m.26704	140	1	1	0	1	0	1	1	0	1	1	0	0	1	0	1	0	-0.761	-0.6736	0.991128	0.490920	0.990501
m.26709	377	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	-0.697	-0.6714	0.991335	0.489889	0.990508
m.26727	287	1	2	0	2	1	0	2	0	3	1	1	1	1	2	1	1	-0.476	-0.3799	0.968554	0.284679	0.992348
m.26748	214	1	1	1	1	1	1	0	0	1	1	1	0	1	2	0	1	-0.878	-0.8033	0.984916	0.538392	0.993530
m.26751	180	1	4	0	2	1	2	4	1	2	1	4	3	2	2	1	2	-0.282	-0.2585	0.864154	0.182160	0.981792
m.26781	114	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	-0.563	-0.5245	1.000000	0.401963	0.993060
m.26788	760	5	5	9	5	4	4	8	4	5	7	4	5	7	3	6	2	0.729	0.8150	0.000032	0.000002	0.711711
m.26880	126	4	5	8	8	4	3	7	9	9	6	8	9	6	10	5	6	1.246	1.2952	0.000000	0.000000	0.649210
m.26896	558	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.735	-0.7150	0.987872	0.508842	0.990711
m.26905	195	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.668	-0.6055	0.996973	0.455099	0.991331
m.26906	143	1	2	5	3	2	2	1	3	1	2	2	2	2	0	3	1	-0.183	-0.1807	0.744535	0.125398	0.968618
m.26907	311	1	5	2	3	2	1	4	5	5	3	3	3	4	3	4	0	0.515	0.4300	0.008306	0.000557	0.791961
m.26926	313	0	3	2	3	0	0	2	2	0	2	0	1	2	0	3	1	-0.198	-0.1904	0.761665	0.131885	0.970537
m.26932	113	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.707	-0.6045	0.997035	0.454513	0.991351
m.26933	140	3	1	3	2	3	3	2	1	4	2	1	2	1	4	2	1	0.137	0.1277	0.160753	0.014069	0.880455
m.26935	282	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	-0.689	-0.6376	0.994306	0.472994	0.990797
m.26940	335	1	9	4	6	1	1	6	3	6	5	3	7	3	6	2	5	1.144	1.2717	0.000000	0.000000	0.651434
m.26941	195	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.762	-0.7216	0.987422	0.511444	0.990808
m.26952	376	24	35	36	31	27	26	31	34	36	33	34	37	33	34	31	30	1.526	2.4329	0.000000	0.000000	0.600738
m.26956	495	9	13	14	13	14	10	14	10	11	14	10	10	15	12	16	13	1.697	1.8539	0.000000	0.000000	0.615755
m.26981	281	2	5	3	4	3	2	4	2	1	4	2	2	3	1	3	1	0.346	0.2999	0.034764	0.002549	0.827217
m.2705	268	8	11	11	9	9	11	10	8	13	13	14	8	13	13	12	13	1.529	1.4503	0.000000	0.000000	0.636440
m.27078	180	0	6	7	5	0	0	6	5	3	7	5	3	6	3	7	4	1.026	0.8387	0.000022	0.000001	0.707712
m.27080	181	3	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	-0.556	-0.4887	0.998232	0.375100	0.993623
m.27104	291	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	-0.663	-0.6111	0.996539	0.458352	0.991224
m.27110	419	0	1	3	1	0	1	1	1	0	1	0	1	2	1	2	0	-0.304	-0.3251	0.932967	0.237335	0.989015
m.27111	329	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	-0.628	-0.5469	1.000000	0.417767	0.992603
m.27117	475	6	6	6	5	6	5	7	6	2	8	2	2	8	2	9	2	0.607	0.6595	0.000382	0.000023	0.740449
m.27125	414	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-0.449	-0.4493	0.992415	0.343569	0.993805
m.2713	305	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	-0.717	-0.6303	0.994927	0.469084	0.990900
m.27134	171	1	1	1	0	0	0	0	0	0	2	0	2	4	2	3	0	0.060	0.0550	0.267617	0.026077	0.903908
m.2715	610	8	4	13	5	7	6	5	5	12	4	13	12	5	11	5	13	1.080	1.0089	0.000001	0.000000	0.681894
m.27183	206	0	2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	-0.886	-0.7613	0.985427	0.525709	0.991781
m.2719	951	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	-0.836	-0.7765	0.985021	0.530571	0.992333
m.27220	121	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.719	-0.6701	0.991443	0.489275	0.990513
m.2723	969	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	-0.778	-0.6627	0.992095	0.485728	0.990549
m.27234	308	14	20	16	18	15	15	19	13	19	20	19	18	19	16	18	15	2.156	2.5657	0.000000	0.000000	0.598532
m.27245	439	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	-0.777	-0.7018	0.988836	0.503430	0.990572
m.27343	272	1	1	3	1	1	2	2	2	1	2	3	1	2	3	2	2	0.128	0.1283	0.160021	0.013994	0.880262
m.2736	403	0	2	0	0	1	0	1	0	0	0	0	1	0	2	0	0	-0.731	-0.7335	0.986688	0.515966	0.991028
m.2737	226	0	2	1	1	0	0	1	1	0	2	1	0	1	1	2	1	-0.333	-0.2868	0.897109	0.205071	0.985311
m.27407	217	0	1	2	2	0	0	3	2	2	3	2	1	2	2	2	0	-0.285	-0.2700	0.878227	0.191354	0.983304
m.2744	660	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	-0.615	-0.5211	1.000000	0.399494	0.993125
m.27472	139	4	2	2	2	3	3	2	2	4	1	2	3	2	3	1	2	0.181	0.1865	0.100066	0.008163	0.861647
m.27474	600	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	-0.595	-0.5790	0.998756	0.438956	0.991888
m.27519	235	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	-0.663	-0.6288	0.995070	0.468269	0.990922
m.2752	168	9	6	7	9	10	9	9	6	8	7	9	8	7	10	5	6	0.587	0.5789	0.001219	0.000077	0.757169
m.2758	817	2	0	1	0	2	1	0	1	0	1	2	0	0	0	1	1	-0.739	-0.6858	0.990097	0.496494	0.990496
m.27586	330	3	2	4	3	1	1	3	4	3	5	2	3	5	2	3	3	0.132	0.1362	0.150604	0.013037	0.877714
m.27591	172	1	0	0	0	1	2	0	0	1	0	1	1	0	0	0	1	-0.946	-0.8910	0.991223	0.558119	0.998493
m.27600	192	2	0	2	0	2	1	1	1	0	1	1	0	2	1	2	0	-0.408	-0.3907	0.973661	0.294009	0.992758
m.27603	105	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	-0.208	-0.1888	0.758886	0.130802	0.970226
m.27605	263	2	1	0	0	0	2	1	0	1	1	2	2	1	1	1	2	-0.317	-0.2794	0.889037	0.198990	0.984456
m.27606	280	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.683	-0.6807	0.990534	0.494194	0.990492
m.27613	234	4	3	3	2	4	3	2	2	2	5	3	5	5	2	6	3	0.816	0.9001	0.000007	0.000000	0.697813
m.27614	142	1	4	2	4	2	1	4	3	3	3	4	4	4	5	5	7	0.774	0.9311	0.000004	0.000000	0.693067
m.27625	216	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.499	-0.4510	0.992770	0.344965	0.993809
m.27628	467	0	1	1	1	0	0	0	1	1	0	0	1	1	1	0	0	-0.788	-0.6465	0.993519	0.477635	0.990689
m.27646	180	2	1	2	2	1	2	1	2	2	2	2	3	1	3	3	1	0.123	0.1090	0.184805	0.016587	0.886498
m.2765	1329	1	0	0	0	0	1	1	0	0	1	1	0	2	0	1	0	-0.433	-0.3966	0.976200	0.299091	0.992951
m.27658	363	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	-0.856	-0.7640	0.985327	0.526596	0.991872
m.27664	165	0	1	3	2	1	0	2	2	2	1	4	3	1	1	1	3	-0.379	-0.3481	0.949999	0.257136	0.990681
m.27687	497	2	3	3	5	4	3	1	3	1	5	2	0	5	3	4	3	0.296	0.2574	0.052779	0.004013	0.839757
m.27691	423	0	0	1	0	0	0	0	0	1	3	0	1	2	1	1	1	-0.330	-0.3234	0.931577	0.235881	0.988875
m.27700	104	2	5	6	6	3	3	6	4	7	6	5	5	3	3	4	5	0.952	0.9597	0.000003	0.000000	0.688837
m.27731	112	1	0	1	1	1	2	2	1	1	1	1	2	1	2	1	1	-0.484	-0.4412	0.990623	0.336875	0.993765
m.27736	105	0	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	-0.759	-0.6759	0.990946	0.491990	0.990496
m.27757	157	5	2	3	2	6	6	2	2	4	2	5	3	2	3	2	3	0.247	0.1900	0.097121	0.007893	0.860542
m.27772	428	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	2	-0.502	-0.4292	0.987530	0.326848	0.993650
m.27778	204	1	3	3	2	2	1	2	2	5	3	2	3	2	2	4	1	0.006	0.0047	0.361155	0.038537	0.919768
m.2778	160	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	-0.836	-0.7507	0.985826	0.522127	0.991455
m.27791	585	3	10	8	10	3	3	7	9	12	7	10	9	5	11	5	9	1.421	1.3074	0.000000	0.000000	0.648086
m.278	253	66	88	83	80	67	69	86	80	104	86	95	101	82	98	86	76	2.925	10.5290	0.000000	0.000000	0.582377
m.27802	451	1	2	2	0	2	1	0	3	0	2	0	0	2	0	2	0	-0.345	-0.3087	0.918803	0.223380	0.987575
m.27813	362	4	4	3	2	2	3	2	2	2	4	4	3	4	3	2	1	0.145	0.1175	0.173577	0.015399	0.883750
m.27819	169	1	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	-0.755	-0.7294	0.986924	0.514433	0.990945
m.27822	350	1	1	1	0	1	1	0	1	0	1	0	0	1	0	1	1	-0.812	-0.7847	0.984907	0.533063	0.992670
m.27879	255	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.668	-0.5659	0.999419	0.430522	0.992181
m.27902	108	1	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0	-0.644	-0.5810	0.998647	0.440217	0.991844
m.2792	427	0	17	0	9	2	2	14	0	5	6	6	4	8	2	8	4	0.983	0.8130	0.000033	0.000002	0.712053
m.2794	658	16	34	27	33	16	17	34	21	30	20	27	27	19	28	21	25	2.937	3.0432	0.000000	0.000000	0.592920
m.27948	285	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.641	-0.5802	0.998697	0.439714	0.991862
m.27954	454	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	-0.609	-0.5783	0.998783	0.438513	0.991904
m.27979	288	1	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	-0.397	-0.3316	0.938104	0.242909	0.989527
m.27998	400	6	4	4	6	6	6	7	2	3	7	2	5	9	4	7	1	0.982	1.0359	0.000001	0.000000	0.678260
m.2800	281	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	-0.702	-0.6336	0.994650	0.470863	0.990851
m.28013	833	5	3	3	4	3	4	6	3	4	4	4	4	4	3	4	1	0.358	0.3309	0.025238	0.001807	0.818381
m.28035	226	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	-0.476	-0.4267	0.986802	0.324744	0.993617
m.28068	132	2	3	3	3	3	3	2	2	5	2	2	6	2	4	3	2	0.328	0.2998	0.034800	0.002552	0.827246
m.28097	108	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	-0.477	-0.4533	0.993217	0.346850	0.993814
m.2811	300	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-0.746	-0.7717	0.985126	0.529070	0.992148
m.28137	274	4	4	5	3	4	3	5	1	4	7	4	4	6	5	6	3	0.475	0.4525	0.006335	0.000420	0.786343
m.28144	117	3	1	1	1	1	2	1	0	1	1	2	1	1	1	2	1	-0.675	-0.6224	0.995611	0.464747	0.991024
m.28151	99	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	-0.836	-0.7485	0.985933	0.521363	0.991393
m.28154	158	1	5	2	5	2	1	5	1	4	2	2	4	2	4	1	1	0.470	0.4726	0.004945	0.000324	0.781438
m.28159	179	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	-0.811	-0.7405	0.986321	0.518526	0.991186
m.2821	497	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	-0.501	-0.4246	0.986200	0.322973	0.993587
m.2824	459	3	9	4	7	4	4	8	5	6	7	5	6	8	5	7	4	0.725	0.7393	0.000111	0.000007	0.725150
m.28261	194	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.720	-0.6220	0.995638	0.464525	0.991031
m.28278	688	0	1	1	0	1	1	1	1	1	3	3	1	1	2	2	3	0.201	0.2043	0.085803	0.006868	0.856052
m.28289	123	1	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	-0.665	-0.5710	0.999190	0.433841	0.992066
m.28313	382	1	0	2	0	1	2	0	2	0	2	1	0	4	0	2	1	-0.304	-0.2801	0.889817	0.199563	0.984539
m.28364	198	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	-0.917	-0.7820	0.984936	0.532252	0.992556
m.284	444	4	3	3	5	2	4	3	4	2	3	5	1	4	3	4	4	0.164	0.1576	0.127160	0.010721	0.870840
m.2841	371	3	0	0	0	3	2	0	2	0	3	0	1	3	1	2	3	-0.002	-0.0022	0.375001	0.040563	0.921894
m.28410	144	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1	0	-0.440	-0.3821	0.969644	0.286582	0.992438
m.28413	203	1	1	2	1	1	2	0	1	1	2	2	1	0	2	0	0	-0.430	-0.3992	0.977283	0.301327	0.993029
m.28417	112	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	-0.765	-0.7303	0.986881	0.514772	0.990963
m.28419	437	1	1	0	1	0	0	1	0	2	2	2	4	2	2	2	3	0.272	0.2517	0.055712	0.004258	0.841475
m.28430	410	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	-0.418	-0.3948	0.975451	0.297542	0.992894
m.28435	230	3	4	2	1	2	3	3	2	2	5	2	2	3	3	3	1	0.167	0.1470	0.138400	0.011820	0.874240
m.28438	291	2	1	2	1	2	2	2	1	2	2	3	1	1	3	2	1	-0.074	-0.0646	0.506988	0.062844	0.940297
m.28444	404	3	2	4	2	0	6	2	3	3	6	1	2	3	2	3	2	0.161	0.1506	0.134501	0.011436	0.873084
m.2848	287	2	2	3	2	2	0	4	4	3	2	4	1	3	3	2	2	0.201	0.1885	0.098375	0.008008	0.861015
m.28480	131	1	6	4	4	0	1	4	4	5	5	0	5	5	6	5	0	0.515	0.6132	0.000751	0.000047	0.749889
m.28497	512	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	-0.509	-0.4539	0.993339	0.347341	0.993814
m.285	338	2	1	2	1	2	3	1	1	1	1	4	2	2	0	0	3	0.059	0.0585	0.261663	0.025349	0.902787
m.28515	510	2	4	2	3	2	2	3	1	2	3	1	3	3	2	4	1	-0.108	-0.1051	0.594369	0.081447	0.951201
m.28519	329	0	0	0	0	1	1	1	1	0	2	2	0	1	1	1	1	-0.431	-0.4226	0.985581	0.321284	0.993556
m.28520	237	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	-0.425	-0.3659	0.961058	0.272552	0.991701
m.2853	518	4	5	3	2	2	2	3	2	4	3	5	3	4	3	4	5	0.889	0.8845	0.000010	0.000001	0.700265
m.28534	505	3	2	2	3	4	4	3	2	4	1	6	6	2	5	4	5	0.819	0.8973	0.000008	0.000000	0.698250
m.28537	125	5	3	4	2	5	4	3	5	4	4	4	2	4	4	6	2	0.470	0.4197	0.009381	0.000633	0.794578
m.28546	235	13	15	15	15	15	20	16	15	14	9	13	17	12	16	10	10	1.447	1.6365	0.000000	0.000000	0.625093
m.2856	532	11	12	13	11	14	10	12	12	15	17	18	15	17	17	15	14	2.045	1.7887	0.000000	0.000000	0.618233
m.2860	768	5	12	15	14	5	7	11	18	16	16	10	14	10	12	12	14	1.443	1.4233	0.000000	0.000000	0.638431
m.28601	246	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	-0.846	-0.7593	0.985488	0.525045	0.991716
m.28662	374	1	0	1	0	1	2	0	0	2	0	1	0	1	2	0	0	-0.302	-0.2683	0.876205	0.189984	0.983088
m.28687	461	2	4	2	1	0	0	3	0	1	1	1	2	3	2	1	2	-0.291	-0.2888	0.899227	0.206725	0.985534
m.28742	295	3	3	3	4	5	4	5	5	4	5	4	3	5	3	4	7	0.656	0.5954	0.000968	0.000060	0.753636
m.2877	192	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	-0.692	-0.5944	0.997779	0.448488	0.991556
m.28770	229	4	4	4	4	4	5	4	3	4	3	4	4	4	4	5	2	0.587	0.5215	0.002646	0.000170	0.769937
m.28774	853	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	-0.470	-0.4646	0.995219	0.356029	0.993803
m.2878	281	4	2	4	4	3	4	4	5	5	5	4	5	5	5	4	4	0.567	0.6192	0.000689	0.000043	0.748641
m.288	547	0	1	1	1	0	0	1	2	1	0	1	1	1	1	1	1	-0.684	-0.6421	0.993908	0.475358	0.990740
m.28820	245	6	8	9	9	5	8	8	7	10	8	5	10	8	7	8	5	1.709	1.5892	0.000000	0.000000	0.627618
m.28880	200	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	-0.515	-0.4589	0.994267	0.351417	0.993815
m.28920	220	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	-0.643	-0.5950	0.997727	0.448851	0.991543
m.28999	107	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.556	-0.5341	1.000000	0.408835	0.992872
m.29	104	6	4	4	3	6	6	5	2	5	4	3	4	4	4	5	3	0.790	0.6348	0.000550	0.000034	0.745431
m.2905	396	3	3	3	3	3	3	4	3	2	2	3	3	2	3	2	3	0.064	0.0572	0.263867	0.025617	0.903204
m.29084	160	1	5	4	4	1	1	5	3	3	3	6	4	3	3	3	5	0.932	0.9026	0.000007	0.000000	0.697424
m.29115	136	3	1	2	1	3	3	2	1	3	2	2	1	2	2	2	1	0.046	0.0446	0.285769	0.028339	0.907229
m.29137	625	0	0	0	1	0	1	1	2	1	1	1	1	1	1	0	3	-0.619	-0.6080	0.996765	0.456558	0.991283
m.29142	223	2	2	4	3	1	2	2	3	2	3	3	4	2	3	4	2	0.622	0.6018	0.000884	0.000055	0.752281
m.29147	109	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.681	-0.6124	0.996417	0.459100	0.991200
m.29183	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.672	-0.5855	0.998371	0.443030	0.991746
m.29192	208	2	0	1	0	1	3	0	0	1	0	1	1	1	0	0	1	-0.822	-0.7270	0.987087	0.513523	0.990900
m.29199	285	2	2	2	2	2	3	2	1	0	1	1	0	1	1	2	1	-0.597	-0.4738	0.996551	0.363395	0.993758
m.29219	277	14	22	20	22	12	14	20	18	21	18	17	23	15	22	19	18	1.909	2.3270	0.000000	0.000000	0.602758
m.29240	253	5	1	4	0	6	7	1	5	6	5	7	6	6	6	6	5	0.866	0.8060	0.000037	0.000002	0.713255
m.29249	121	0	1	1	1	0	0	1	0	0	0	1	0	0	1	0	1	-0.735	-0.6858	0.990097	0.496494	0.990496
m.29291	227	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	-0.686	-0.5255	1.000000	0.402686	0.993041
m.29299	328	1	2	0	1	1	1	1	0	2	1	0	1	1	1	1	0	-0.667	-0.6438	0.993758	0.476241	0.990719
m.29343	368	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	-0.917	-0.9660	0.999968	0.569267	1.000000
m.2935	127	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-0.512	-0.4279	0.987159	0.325755	0.993633
m.29350	356	0	2	0	1	0	1	1	0	0	1	0	1	0	0	0	0	-0.619	-0.5371	1.000000	0.410953	0.992811
m.2936	227	1	2	0	0	1	1	0	0	1	1	2	1	1	0	0	1	-0.494	-0.4245	0.986170	0.322889	0.993585
m.2937	301	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	-0.844	-0.7752	0.985053	0.530167	0.992282
m.29378	194	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	-0.585	-0.5145	0.999850	0.394651	0.993245
m.29414	119	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	-0.874	-0.7443	0.986131	0.519886	0.991281
m.29428	193	10	7	11	7	12	14	10	10	12	12	12	11	12	12	12	11	1.789	1.9514	0.000000	0.000000	0.612434
m.29444	108	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	-0.740	-0.7114	0.988119	0.507393	0.990666
m.29450	117	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	-0.724	-0.6749	0.991032	0.491526	0.990498
m.29488	137	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-0.630	-0.5888	0.998165	0.445070	0.991675
m.295	166	2	2	2	1	3	1	1	2	3	2	6	2	3	2	3	3	0.471	0.4757	0.004758	0.000311	0.780691
m.29523	191	4	7	6	8	5	4	7	8	8	7	6	6	10	7	7	3	1.043	0.8555	0.000016	0.000001	0.704937
m.29527	167	1	1	2	1	1	2	0	0	1	0	1	2	0	2	0	0	-0.464	-0.4312	0.988067	0.328528	0.993674
m.29546	408	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	-0.553	-0.4768	0.996948	0.365774	0.993736
m.29572	122	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	-0.820	-0.7900	0.984864	0.534627	0.992902
m.29582	292	0	1	1	1	1	1	1	1	0	1	2	0	1	0	1	1	-0.641	-0.5638	0.999516	0.429142	0.992228
m.29599	227	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	-0.858	-0.8846	0.990373	0.556948	0.998152
m.29601	249	0	1	1	1	0	0	1	1	0	0	1	0	1	0	1	0	-0.838	-0.7986	0.984873	0.537087	0.993301
m.29602	100	1	2	1	2	0	0	1	1	0	2	1	1	2	1	1	2	-0.378	-0.3094	0.919442	0.223972	0.987641
m.29606	138	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	-0.635	-0.5780	0.998798	0.438322	0.991910
m.29620	137	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	-0.664	-0.6772	0.990820	0.492591	0.990494
m.29673	125	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	-0.736	-0.6861	0.990067	0.496628	0.990497
m.297	271	2	3	3	3	3	2	4	2	3	4	3	3	5	4	3	4	0.527	0.4931	0.003820	0.000248	0.776544
m.2971	483	0	1	1	1	0	0	2	0	2	0	0	1	0	1	0	0	-0.852	-0.7657	0.985288	0.527149	0.991931
m.29775	144	0	0	1	0	0	0	0	0	0	0	2	1	0	1	0	1	-0.793	-0.6620	0.992156	0.485388	0.990554
m.29778	253	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	-0.924	-0.8084	0.984994	0.539776	0.993787
m.29805	227	2	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	-0.705	-0.6509	0.993128	0.479878	0.990643
m.29808	242	8	13	11	14	9	8	13	12	12	9	11	11	9	11	10	5	1.639	1.4538	0.000000	0.000000	0.636189
m.29813	455	2	2	2	2	2	0	4	2	1	3	1	1	3	2	3	2	-0.009	-0.0081	0.387000	0.042361	0.923700
m.29835	460	36	68	54	66	30	38	66	50	50	59	48	54	53	46	62	44	2.276	2.2725	0.000000	0.000000	0.603904
m.29841	260	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-0.718	-0.6856	0.990117	0.496405	0.990496
m.29844	459	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	-0.551	-0.5087	0.999598	0.390340	0.993343
m.29861	185	13	20	20	17	12	14	19	16	20	16	14	19	16	20	18	12	1.780	1.4187	0.000000	0.000000	0.638779
m.29863	501	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	-0.681	-0.5983	0.997508	0.450836	0.991475
m.29873	128	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	0	-0.567	-0.5605	0.999631	0.426959	0.992302
m.29888	284	8	10	9	9	6	10	9	9	9	8	7	10	9	11	9	6	1.125	1.2386	0.000000	0.000000	0.654699
m.2989	1509	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.589	-0.5559	0.999797	0.423885	0.992405
m.29890	126	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	-0.661	-0.5457	1.000000	0.416941	0.992629
m.29917	129	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	-0.616	-0.5953	0.997700	0.449032	0.991537
m.29952	124	2	1	1	2	2	2	1	0	2	3	5	2	2	2	2	3	0.315	0.3098	0.031430	0.002287	0.824366
m.29969	216	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.823	-0.7284	0.986997	0.514055	0.990926
m.29972	1069	6	8	7	7	5	2	8	8	3	10	8	5	10	3	8	4	0.575	0.5479	0.001863	0.000118	0.763971
m.29981	276	2	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	-0.518	-0.4853	0.997905	0.372455	0.993660
m.30023	103	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.816	-0.7571	0.985577	0.524309	0.991646
m.30038	189	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-0.518	-0.4642	0.995158	0.355707	0.993804
m.3004	377	1	3	4	2	1	2	3	4	2	4	2	2	3	0	5	1	0.174	0.1995	0.089477	0.007198	0.857555
m.3005	453	2	2	4	2	0	1	2	1	2	3	4	1	5	2	3	1	0.074	0.0683	0.245409	0.023401	0.899640
m.30054	147	0	0	0	1	0	0	0	0	0	2	1	1	1	1	1	0	-0.591	-0.5625	0.999572	0.428284	0.992257
m.30091	627	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	-0.857	-0.8317	0.985757	0.545704	0.995058
