Protein	Len	S0	S0	S0	S0	S0	S0	S0	S0	S1	S1	S1	S1	S1	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
m.29147	109	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.796	-0.6425	1	0.521143	1
m.29183	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.664	-0.5716	0.999896	0.478689	0.999987
m.29192	208	2	0	1	0	1	3	0	0	1	0	1	1	1	0	0	1	-0.819	-0.6959	1	0.547288	1
m.29199	285	2	2	2	2	2	3	2	1	0	1	1	0	1	1	2	1	-0.687	-0.5955	0.999874	0.494012	0.999997
m.29219	277	14	22	20	22	12	14	20	18	21	18	17	23	15	22	19	18	2.781	2.6305	0	0	0.647389
m.29240	253	5	1	4	0	6	7	1	5	6	5	7	6	6	6	6	5	1.459	1.4606	0	0	0.68124
m.29249	121	0	1	1	1	0	0	1	0	0	0	1	0	0	1	0	1	-0.59	-0.5471	1	0.461909	0.999986
m.29291	227	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	-0.744	-0.7444	1	0.567012	1
m.29299	328	1	2	0	1	1	1	1	0	2	1	0	1	1	1	1	0	-0.672	-0.6309	1	0.514814	1
m.29343	368	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	-0.668	-0.6047	0.999968	0.499635	1
m.2935	127	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-0.846	-0.7964	1	0.584327	1
m.29350	356	0	2	0	1	0	1	1	0	0	1	0	1	0	0	0	0	-0.795	-0.7499	1	0.569024	1
m.2936	227	1	2	0	0	1	1	0	0	1	1	2	1	1	0	0	1	-0.358	-0.3514	0.974107	0.296062	0.99828
m.2937	301	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	-0.775	-0.6785	1	0.539298	1
m.29378	194	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	-0.928	-0.8282	1	0.593164	1
m.29414	119	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	-0.834	-0.7724	1	0.576799	1
m.29428	193	10	7	11	7	12	14	10	10	12	12	12	11	12	12	12	11	1.299	1.1118	0	0	0.709874
m.29444	108	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	-0.537	-0.4518	0.998344	0.386938	0.999945
m.29450	117	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	-0.679	-0.6242	1	0.511049	1
m.29488	137	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-0.636	-0.5586	1	0.46992	0.999985
m.295	166	2	2	2	1	3	1	1	2	3	2	6	2	3	2	3	3	0.214	0.214	0.093441	0.008434	0.88204
m.29523	191	4	7	6	8	5	4	7	8	8	7	6	6	10	7	7	3	1.074	0.9419	0.000007	0	0.730528
m.29527	167	1	1	2	1	1	2	0	0	1	0	1	2	0	2	0	0	-0.398	-0.3305	0.963418	0.276612	0.997424
m.29546	408	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	-1.139	-1.1091	0.999964	0.631428	1
m.29572	122	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	-0.681	-0.6987	1	0.548527	1
m.29582	292	0	1	1	1	1	1	1	1	0	1	2	0	1	0	1	1	-0.642	-0.5418	1	0.458137	0.999986
m.29599	227	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	-0.339	-0.339	0.968065	0.284518	0.9978
m.29601	249	0	1	1	1	0	0	1	1	0	0	1	0	1	0	1	0	-0.873	-0.8023	1	0.586062	1
m.29602	100	1	2	1	2	0	0	1	1	0	2	1	1	2	1	1	2	-0.171	-0.1426	0.726464	0.121149	0.97657
m.29606	138	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	-0.637	-0.5444	1	0.459994	0.999986
m.29620	137	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	-0.747	-0.6155	1	0.506041	1
m.29673	125	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	-0.757	-0.7412	1	0.565822	1
m.297	271	2	3	3	3	3	2	4	2	3	4	3	3	5	4	3	4	0.263	0.2636	0.060207	0.00521	0.867813
m.2971	483	0	1	1	1	0	0	2	0	2	0	0	1	0	1	0	0	-0.645	-0.5597	1	0.470674	0.999985
m.29775	144	0	0	1	0	0	0	0	0	0	0	2	1	0	1	0	1	-0.61	-0.572	0.999897	0.478954	0.999987
m.29778	253	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	-0.77	-0.7373	1	0.56435	1
m.29805	227	2	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	-0.696	-0.6145	1	0.505456	1
m.29808	242	8	13	11	14	9	8	13	12	12	9	11	11	9	11	10	5	1.429	1.6349	0	0	0.671895
m.29813	455	2	2	2	2	2	0	4	2	1	3	1	1	3	2	3	2	0.087	0.0667	0.282087	0.030092	0.92535
m.29835	460	36	68	54	66	30	38	66	50	50	59	48	54	53	46	62	44	1.989	2.3324	0	0	0.651243
m.29841	260	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-0.46	-0.418	0.994126	0.357243	0.999724
m.29844	459	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	-0.629	-0.534	1	0.452497	0.999986
m.29861	185	13	20	20	17	12	14	19	16	20	16	14	19	16	20	18	12	1.796	1.9888	0	0	0.658869
m.29863	501	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	-0.654	-0.518	1	0.440594	0.999987
m.29873	128	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	0	-0.686	-0.5922	0.999852	0.491958	0.999996
m.29888	284	8	10	9	9	6	10	9	9	9	8	7	10	9	11	9	6	1.096	1.2081	0	0	0.70032
m.2989	1509	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.728	-0.615	1	0.505749	1
m.29890	126	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	-0.869	-0.8542	1	0.599498	1
m.29917	129	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	-0.478	-0.4207	0.994581	0.35966	0.999751
m.29952	124	2	1	1	2	2	2	1	0	2	3	5	2	2	2	2	3	-0.073	-0.071	0.573603	0.079553	0.961745
m.29969	216	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.779	-0.6418	1	0.520768	1
m.29972	1069	6	8	7	7	5	2	8	8	3	10	8	5	10	3	8	4	1.237	1.0972	0	0	0.711452
m.29981	276	2	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	-0.838	-0.7033	1	0.550536	1
m.30023	103	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.668	-0.6008	0.999912	0.49727	0.999999
m.30038	189	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-1.035	-0.9655	0.999989	0.619041	1
m.3004	377	1	3	4	2	1	2	3	4	2	4	2	2	3	0	5	1	-0.078	-0.0723	0.576523	0.080205	0.962045
m.3005	453	2	2	4	2	0	1	2	1	2	3	4	1	5	2	3	1	0.417	0.3732	0.020483	0.001633	0.838351
m.30054	147	0	0	0	1	0	0	0	0	0	2	1	1	1	1	1	0	-0.692	-0.6561	1	0.528264	1
m.30091	627	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	-0.562	-0.4978	1	0.424947	0.999987
m.30104	442	1	0	2	0	1	2	0	1	1	0	3	0	1	1	0	3	-0.806	-0.8115	1	0.588679	1
m.3013	523	1	1	0	0	0	1	1	0	4	0	0	0	0	0	0	0	-0.261	-0.2351	0.877356	0.191161	0.990088
m.30171	172	1	0	1	0	3	1	0	0	4	2	2	2	2	6	2	2	0.147	0.14	0.169439	0.016461	0.903836
m.30190	252	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	-0.822	-0.704	1	0.550839	1
m.30203	117	0	2	3	4	1	1	5	3	3	2	2	3	1	1	2	1	-0.254	-0.2117	0.845489	0.171915	0.987294
m.30240	180	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.786	-0.7119	1	0.554201	1
m.30248	266	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	-0.736	-0.6479	1	0.524009	1
m.3027	702	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	-0.44	-0.3801	0.985051	0.322701	0.999111
m.3029	290	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	-0.715	-0.6605	1	0.530499	1
m.3030	150	2	1	1	1	2	1	1	1	1	2	2	1	2	2	2	2	0.123	0.0967	0.231338	0.023676	0.916618
m.3037	1596	1	2	1	2	1	2	1	0	1	2	0	1	4	0	3	1	-0.058	-0.0471	0.519662	0.068236	0.956058
m.30381	850	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	-0.64	-0.5795	0.999855	0.483869	0.99999
m.30396	488	15	33	33	30	15	20	26	33	30	28	29	34	27	33	29	31	1.928	3.9291	0	0	0.639131
m.304	134	2	2	2	2	2	2	1	2	2	3	3	4	3	2	2	2	0.361	0.3032	0.041469	0.003479	0.856818
m.30404	107	2	4	3	3	1	2	4	2	2	2	3	1	1	3	2	2	-0.082	-0.0708	0.573154	0.079453	0.961699
m.30405	235	20	44	31	43	15	20	44	29	33	32	26	26	29	26	34	24	2.542	4.0144	0	0	0.638803
m.30436	263	1	2	4	2	1	2	1	3	3	2	3	3	3	3	3	2	0.05	0.0518	0.309564	0.033773	0.929622
m.30492	247	3	4	5	6	2	3	5	6	4	4	3	5	5	3	4	5	0.342	0.3086	0.039356	0.003288	0.855348
m.30496	451	4	11	9	5	5	5	6	8	9	8	13	8	7	8	8	12	1.681	1.9412	0	0	0.660266
m.30517	248	1	3	1	2	0	1	2	1	3	3	3	3	3	3	4	2	0.466	0.426	0.011568	0.00089	0.825312
m.3052	140	1	2	3	2	2	2	2	2	2	1	0	2	1	0	2	0	-0.449	-0.389	0.987678	0.330898	0.999299
m.30536	122	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	-0.495	-0.4814	0.999987	0.411756	0.999988
m.3058	258	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	3	-0.413	-0.3838	0.986185	0.326114	0.999193
m.30602	306	1	2	2	3	2	3	3	1	6	2	5	3	3	5	6	4	0.421	0.3706	0.021049	0.001681	0.839013
m.3061	248	4	4	3	2	5	5	6	3	3	3	2	3	4	3	5	3	0.675	0.5891	0.001582	0.000112	0.78966
m.30649	133	2	3	4	4	1	4	3	2	0	4	0	2	1	1	6	0	-0.068	-0.0596	0.547909	0.073998	0.959074
m.30676	389	0	0	2	2	0	0	0	0	2	0	0	1	2	0	0	0	-0.545	-0.5313	1	0.450519	0.999986
m.307	487	6	12	10	17	5	7	14	10	9	8	11	6	8	9	9	7	1.205	1.3956	0	0	0.685436
m.3079	696	5	8	13	8	5	3	10	14	15	6	13	15	9	14	6	14	1.785	1.2618	0	0	0.69559
m.308	201	0	6	4	8	0	0	5	3	9	4	5	6	3	7	4	2	0.758	0.7793	0.000101	0.000007	0.755107
m.3082	374	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	-0.568	-0.4881	1	0.417196	0.999988
m.3088	506	2	1	1	2	3	3	1	1	1	2	0	1	3	2	1	0	-0.184	-0.1724	0.782116	0.141839	0.981647
m.3090	880	4	7	6	6	5	8	4	9	3	6	5	5	5	5	7	8	0.587	0.4941	0.005257	0.000389	0.80962
m.30917	239	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	0	-0.531	-0.4848	1	0.414526	0.999988
m.30927	172	10	18	18	16	11	10	14	11	16	12	14	13	14	17	12	12	1.718	1.516	0	0	0.677993
m.30955	229	7	9	10	10	10	6	10	7	9	8	9	5	8	7	12	8	1.154	0.9054	0.000013	0.000001	0.73564
m.30956	124	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	-0.793	-0.8259	1	0.592566	1
m.30965	169	4	3	5	4	3	4	3	3	4	6	3	3	6	3	6	1	0.532	0.4065	0.014343	0.001118	0.830037
m.30968	150	3	3	3	3	2	3	3	2	4	4	2	3	4	3	4	2	0.696	0.6756	0.000478	0.000033	0.773144
m.30969	340	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	-0.678	-0.5855	0.999843	0.487727	0.999992
m.30980	429	5	1	4	5	4	4	4	3	2	6	2	1	6	4	2	1	0.229	0.2223	0.087005	0.007796	0.87963
m.3100	352	3	2	2	4	3	2	4	2	2	1	3	1	1	2	1	1	-0.224	-0.1984	0.825406	0.161403	0.985517
m.31016	134	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	-0.486	-0.471	0.999588	0.403178	0.999983
m.31093	201	1	1	1	1	1	1	0	0	1	1	1	1	1	1	2	0	-0.535	-0.4695	0.999509	0.401927	0.999982
m.31095	139	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.716	-0.7107	1	0.553696	1
m.31110	276	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	-0.79	-0.7085	1	0.552766	1
m.31184	221	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	-0.637	-0.5193	1	0.441578	0.999987
m.31187	410	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	-0.881	-0.7869	1	0.581439	1
m.3122	173	0	4	2	4	0	0	5	1	2	2	0	2	2	2	2	0	-0.232	-0.2095	0.842265	0.170154	0.987009
m.31247	245	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	-0.566	-0.4771	0.999846	0.408229	0.999987
m.3128	439	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.786	-0.6931	1	0.546036	1
m.3130	1155	1	2	4	2	1	1	1	2	3	1	5	0	0	0	2	2	-0.412	-0.3228	0.958833	0.269466	0.99705
m.31300	423	3	3	2	6	4	3	4	3	7	4	3	7	5	4	3	2	0.607	0.4424	0.009619	0.000733	0.821419
m.31335	295	2	1	0	1	2	2	1	0	0	1	1	0	0	1	1	1	-0.842	-0.7825	1	0.580061	1
m.3140	708	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-0.96	-0.9621	0.999993	0.618599	1
m.31435	113	2	1	1	1	2	2	1	0	1	2	2	1	2	2	2	0	-0.131	-0.1149	0.669858	0.103677	0.971257
m.31437	438	2	3	3	4	4	3	4	6	4	5	4	5	4	2	4	2	0.17	0.1451	0.163033	0.01575	0.902325
m.31443	176	0	0	2	0	0	0	0	0	1	1	1	0	1	0	1	0	-0.539	-0.4704	0.999557	0.402678	0.999983
m.3153	509	6	6	8	4	3	4	4	6	6	4	6	5	3	6	2	6	0.613	0.4879	0.005663	0.00042	0.810998
m.31539	379	5	5	5	3	3	6	6	5	3	4	6	5	5	4	6	2	0.558	0.5463	0.002758	0.000199	0.798394
m.31542	149	1	2	1	0	1	1	2	1	1	2	0	1	1	1	2	0	-0.2	-0.1936	0.817804	0.15769	0.984842
m.31593	374	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	-0.729	-0.6542	1	0.527288	1
m.316	240	2	4	1	3	2	3	2	2	1	3	1	2	2	1	3	3	-0.092	-0.0724	0.576748	0.080255	0.962068
m.31603	496	2	1	3	4	2	2	2	2	1	1	1	0	2	1	2	0	-0.455	-0.4035	0.991281	0.344151	0.999545
m.31623	358	2	2	1	3	2	2	4	3	2	4	1	5	4	4	4	2	0.195	0.1771	0.126923	0.011861	0.892859
m.31625	195	1	0	0	1	0	1	0	1	1	1	0	1	0	1	1	2	-0.866	-0.7539	1	0.570459	1
m.31645	197	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.729	-0.6165	1	0.506623	1
m.3167	409	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	-0.559	-0.4963	1	0.423758	0.999987
m.31712	115	3	3	3	2	3	2	2	4	3	4	3	3	3	3	3	3	0.262	0.2268	0.083671	0.007468	0.878327
m.3172	280	2	2	4	3	2	1	3	2	2	4	2	2	3	1	4	2	-0.185	-0.1745	0.785807	0.143368	0.981979
m.31748	138	3	3	3	2	3	4	3	3	2	3	2	2	2	2	2	2	0.127	0.1288	0.184155	0.018119	0.907152
m.3177	109	0	0	0	0	1	1	0	0	0	1	0	0	2	0	1	0	-0.551	-0.5335	1	0.452131	0.999986
m.31848	219	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	-0.516	-0.4001	0.990509	0.341057	0.999493
m.3187	131	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	-0.492	-0.4611	0.999032	0.394867	0.999969
m.31877	154	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.823	-0.6988	1	0.548571	1
m.31932	104	1	1	1	1	1	1	1	0	0	1	0	0	2	0	0	0	-0.629	-0.584	0.999848	0.486768	0.999992
m.31958	263	3	3	0	2	3	2	3	1	1	2	1	0	2	1	1	1	-0.271	-0.2647	0.91133	0.216692	0.993034
m.31989	241	7	8	8	10	9	6	9	7	8	7	10	9	6	9	8	10	1.277	1.3438	0	0	0.689109
m.32004	521	5	6	9	7	6	7	7	7	8	7	7	7	4	5	7	9	1.036	0.8041	0.000069	0.000005	0.751062
m.32045	172	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	-0.842	-0.7375	1	0.564426	1
m.32071	562	2	1	2	1	2	2	2	1	0	1	2	1	1	1	1	2	-0.36	-0.3062	0.947667	0.25414	0.996124
m.32074	263	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	-0.879	-0.7901	1	0.582425	1
m.32095	297	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	1	-0.694	-0.6277	1	0.513026	1
m.321	419	1	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	-0.712	-0.6461	1	0.52306	1
m.32107	309	2	4	2	2	1	3	2	3	1	3	2	2	2	2	3	2	0.035	0.0297	0.352838	0.039896	0.93585
m.32114	195	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	-0.665	-0.5548	1	0.467299	0.999985
m.32194	430	1	0	2	0	2	0	0	1	0	0	0	0	1	0	0	1	-0.812	-0.6861	1	0.542849	1
m.3220	414	2	5	6	5	3	5	6	5	10	8	8	7	5	11	7	8	1.456	1.1565	0	0	0.70526
m.32200	195	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-0.723	-0.636	1	0.517626	1
m.3221	325	9	7	9	8	8	7	5	5	6	6	8	7	4	7	5	8	1.161	1.0297	0.000002	0	0.719217
m.32224	134	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	-0.8	-0.7308	1	0.561847	1
m.32263	177	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	-0.607	-0.5217	1	0.443386	0.999987
m.32275	204	1	0	1	0	1	1	1	0	1	1	1	1	1	1	2	1	-0.752	-0.6335	1	0.516253	1
m.32284	203	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	-0.656	-0.6005	0.999914	0.497087	0.999999
m.323	492	5	7	6	6	5	6	6	3	5	5	3	7	6	6	5	5	0.897	0.8404	0.000038	0.000003	0.745331
m.32319	119	1	2	1	2	1	1	1	0	0	1	0	0	1	2	2	0	-0.563	-0.5442	1	0.459851	0.999986
m.32350	106	1	2	2	3	0	2	3	2	2	2	1	3	3	4	3	2	0.036	0.0283	0.355675	0.040312	0.93624
m.32357	153	3	4	3	3	2	2	2	3	3	3	1	1	2	1	3	1	-0.214	-0.1912	0.813937	0.155851	0.984498
m.32359	150	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	-0.977	-0.9014	0.999996	0.609161	1
m.32372	367	3	1	4	2	2	1	2	2	2	1	5	2	0	0	1	4	-0.024	-0.0212	0.46151	0.057362	0.949541
m.32400	152	10	18	13	15	12	11	16	15	12	11	12	11	13	10	13	10	1.556	1.1834	0	0	0.702635
m.3241	263	1	0	2	0	1	2	0	2	0	1	0	0	0	0	1	0	-0.858	-0.8209	1	0.591245	1
m.32417	162	5	5	7	8	5	5	6	9	5	6	5	6	5	6	6	7	0.459	0.4062	0.01439	0.001122	0.830111
m.32424	125	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.719	-0.6689	1	0.534674	1
m.32437	322	7	7	3	5	5	7	5	4	3	5	8	4	5	4	7	7	0.837	0.6831	0.000429	0.00003	0.771777
m.32472	518	1	1	2	3	1	1	1	0	1	2	0	0	1	1	4	0	-0.371	-0.3262	0.960902	0.272619	0.997219
m.32473	135	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	-0.832	-0.8957	0.999998	0.60811	1
m.3249	378	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.884	-0.733	1	0.562701	1
m.32493	173	0	1	1	0	1	0	0	0	1	1	0	1	1	0	0	0	-1.117	-1.0649	0.999973	0.628729	1
m.3251	282	1	1	1	0	0	0	0	1	1	1	1	0	0	0	2	1	-0.707	-0.5924	0.999856	0.492083	0.999996
m.32539	222	1	0	2	2	2	1	1	1	1	3	2	2	3	1	3	1	-0.341	-0.2595	0.905864	0.212122	0.992563
m.32541	130	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.885	-0.8029	1	0.586236	1
m.3255	868	0	2	0	1	0	0	1	1	2	2	3	1	1	0	1	2	-0.456	-0.4712	0.999598	0.403344	0.999983
m.3257	309	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.62	-0.5409	1	0.457492	0.999986
m.32635	153	0	1	0	0	0	0	1	1	3	0	4	3	1	2	0	2	-0.251	-0.2226	0.86089	0.180766	0.988648
m.32645	340	1	3	1	1	1	1	2	0	2	2	2	2	0	0	1	1	-0.493	-0.441	0.997321	0.377591	0.999899
m.3273	568	0	2	4	3	1	1	3	1	3	2	1	1	1	3	2	0	-0.426	-0.3788	0.984642	0.3215	0.999081
m.3276	306	2	2	5	1	2	4	4	4	4	6	6	5	4	3	4	4	0.938	0.9095	0.000012	0.000001	0.735054
m.32828	176	6	2	6	2	5	3	3	4	7	3	7	5	4	6	4	7	0.848	0.7854	0.000092	0.000006	0.754102
m.32831	225	7	6	6	6	6	6	6	5	5	5	4	5	6	5	5	5	0.757	0.7387	0.000188	0.000013	0.761951
m.32846	176	1	1	2	1	1	1	1	1	0	1	1	0	2	0	2	0	-0.246	-0.2014	0.830062	0.163745	0.98593
m.32852	395	0	2	1	2	0	0	0	1	1	0	1	0	0	0	0	1	-0.757	-0.6192	1	0.508187	1
m.33004	467	2	1	1	1	1	2	2	0	1	0	1	1	2	1	2	0	-0.512	-0.4402	0.997229	0.376893	0.999895
m.33026	112	7	7	5	6	7	7	6	6	7	6	6	7	7	7	6	5	0.777	0.8342	0.000042	0.000003	0.746294
m.33051	377	2	0	1	0	2	2	1	0	3	0	0	1	3	1	2	1	-0.194	-0.2142	0.849107	0.173927	0.987612
m.33059	120	0	1	0	2	1	0	1	1	1	1	2	1	0	1	0	1	-0.714	-0.6888	1	0.544088	1
m.33135	103	10	20	24	21	12	13	21	22	30	22	23	30	24	31	25	26	2.639	2.6543	0	0	0.647154
m.33136	368	1	1	1	1	1	1	2	1	2	4	1	2	3	4	3	1	-0.18	-0.1602	0.760068	0.133137	0.97965
m.33150	205	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.817	-0.684	1	0.541878	1
m.332	282	13	10	19	9	11	12	9	19	24	14	49	29	11	22	12	43	2.183	1.7023	0	0	0.668886
m.33203	178	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	-0.597	-0.5772	0.999858	0.482372	0.999989
m.33261	166	2	0	1	1	2	1	2	0	0	1	1	0	2	0	1	0	-0.428	-0.4148	0.993559	0.35437	0.99969
m.33265	255	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.998	-0.9003	0.999994	0.60896	1
m.33343	126	1	0	1	0	1	1	0	0	0	2	0	1	0	0	0	0	-0.497	-0.4149	0.993577	0.35446	0.999691
m.3341	135	1	0	0	0	1	2	0	1	0	1	0	0	1	1	1	0	-0.718	-0.6564	1	0.528417	1
m.33410	147	2	2	1	2	2	3	2	1	1	2	2	1	1	2	2	1	-0.555	-0.4745	0.999743	0.406082	0.999986
m.33455	109	1	3	3	5	1	2	1	3	2	4	2	2	2	3	3	2	0.368	0.3006	0.042522	0.003574	0.857528
m.3347	452	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	-0.693	-0.6091	1	0.50227	1
m.33471	155	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	-0.961	-0.8568	0.999999	0.60009	1
m.33472	425	2	1	2	3	1	1	3	1	3	2	5	3	1	2	1	3	0.017	0.0142	0.384782	0.044698	0.940127
m.3348	683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.809	-0.8178	1	0.59041	1
m.33492	113	1	0	0	0	1	0	0	0	1	0	0	1	0	2	0	1	-0.458	-0.375	0.983393	0.317986	0.998989
m.33497	112	1	1	2	0	1	1	1	1	1	1	1	1	2	0	1	0	-0.683	-0.5985	0.999897	0.495862	0.999998
m.33500	300	5	13	11	12	9	7	13	15	8	15	7	12	12	11	13	7	1.406	1.3582	0	0	0.688057
m.33503	162	2	3	2	3	2	2	5	2	5	3	3	3	7	3	3	2	0.285	0.2305	0.081011	0.007207	0.877259
m.33514	310	5	3	5	4	5	7	4	2	3	7	3	4	5	3	7	3	0.182	0.2006	0.104653	0.009562	0.885951
m.33520	102	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	-0.83	-0.7376	1	0.564464	1
m.3353	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-0.517	-0.4518	0.998344	0.386938	0.999945
m.33573	158	1	1	2	1	0	0	0	0	0	0	1	0	1	0	3	0	-0.788	-0.6803	1	0.540148	1
m.33579	108	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	-0.695	-0.5679	0.99992	0.476224	0.999986
m.33585	222	1	4	3	3	3	2	4	1	3	4	2	2	3	2	4	2	0.21	0.1672	0.137358	0.012964	0.895783
m.33619	266	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	-0.543	-0.5618	0.999979	0.472107	0.999985
m.33735	105	0	0	0	0	1	0	0	0	1	1	0	2	0	0	1	0	-0.929	-0.7987	1	0.585009	1
m.3377	199	3	6	5	8	4	4	7	6	5	3	5	6	5	5	5	5	1.277	1.1926	0	0	0.701762
m.338	206	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	-0.735	-0.6202	1	0.508763	1
m.3381	122	0	1	0	1	2	0	0	1	1	0	1	0	0	1	1	1	-0.788	-0.6565	1	0.528468	1
m.33823	263	1	1	2	2	1	0	1	0	1	1	1	1	0	0	0	1	-0.595	-0.5708	0.999899	0.478158	0.999986
m.33827	165	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	-0.697	-0.5883	0.999847	0.489505	0.999994
m.33839	126	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	-0.643	-0.6769	1	0.538538	1
m.33846	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.809	-0.709	1	0.552978	1
m.33851	449	1	3	1	3	1	0	2	1	1	0	2	2	0	1	0	1	-0.64	-0.6223	1	0.509967	1
m.33873	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.852	-0.7637	1	0.573877	1
m.33885	143	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	1	-0.857	-0.7298	1	0.561456	1
m.33899	140	2	1	1	1	1	2	1	0	1	1	2	1	1	1	1	0	-0.631	-0.5565	1	0.468475	0.999985
m.33904	946	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.728	-0.7117	1	0.554117	1
m.33912	110	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	-0.755	-0.5669	0.999938	0.475554	0.999986
