Protein	Len	S0	S0	S0	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
m.17599	105	1	1	1	0	0	0	-0.368	-0.3267	1.000000	0.782919	0.753774
m.17609	155	1	1	0	1	1	0	-0.261	-0.2537	1.000000	0.737048	0.780401
m.1761	2437	9	7	10	0	1	3	-1.740	-2.2431	0.000000	0.769255	0.000000
m.17615	183	0	1	0	0	0	0	-0.355	-0.3497	1.000000	0.794689	0.743556
m.17634	303	1	0	1	1	0	0	-0.312	-0.2937	1.000000	0.763891	0.766835
m.17642	405	3	3	4	2	4	2	-0.520	-0.7555	0.862962	0.877544	0.368076
m.17646	144	1	0	1	0	0	0	-0.483	-0.4210	1.000000	0.824520	0.705197
m.17653	215	5	4	3	4	3	3	0.245	0.3597	0.240682	0.072990	0.809512
m.17655	964	4	4	4	3	2	3	-0.212	-0.2896	1.000000	0.761338	0.768335
m.17662	137	2	2	2	1	1	1	-0.639	-0.6417	0.967569	0.872623	0.506998
m.17682	122	0	1	0	2	1	1	0.163	0.1773	0.627363	0.216194	0.825846
m.17683	465	3	3	2	1	0	0	-0.703	-0.7257	0.899204	0.877448	0.405096
m.17685	206	1	0	0	0	0	0	-0.289	-0.2835	1.000000	0.757458	0.770518
m.17686	418	0	0	0	2	2	2	0.251	0.2654	0.419408	0.132793	0.819033
m.17700	509	1	1	1	1	0	0	-0.362	-0.3573	1.000000	0.798329	0.739964
m.17718	670	8	10	9	2	3	3	-1.308	-2.0621	0.000004	0.771850	0.000001
m.17739	255	8	3	12	9	10	9	-0.203	-0.5009	1.000000	0.848422	0.648065
m.17758	659	0	1	1	1	1	1	-0.260	-0.2471	1.000000	0.732186	0.782422
m.17769	574	1	3	3	0	0	0	-1.046	-1.2051	0.119641	0.823751	0.028866
m.17776	322	5	5	3	1	1	1	-0.952	-1.0657	0.291673	0.844585	0.079067
m.17784	409	1	0	0	1	2	1	-0.301	-0.2687	1.000000	0.747630	0.775585
m.17789	102	1	0	0	0	0	0	-0.207	-0.2122	1.000000	0.704282	0.792185
m.17794	846	17	20	17	12	10	8	-0.253	-0.7208	0.904544	0.877354	0.411186
m.17804	580	15	12	12	11	9	8	-0.022	-0.0507	0.986738	0.522660	0.821359
m.17812	263	0	1	1	0	0	0	-0.435	-0.4027	1.000000	0.817732	0.716082
m.17821	322	28	26	24	24	20	25	0.064	0.2310	0.498284	0.162033	0.822045
m.17857	135	0	1	0	0	1	1	-0.537	-0.5028	1.000000	0.848891	0.646503
m.17859	221	3	1	1	1	1	1	-0.363	-0.3384	1.000000	0.789051	0.748696
m.17885	208	6	2	4	3	3	4	-0.204	-0.3108	1.000000	0.774081	0.760292
m.17886	251	1	1	1	0	0	0	-0.378	-0.3572	1.000000	0.798282	0.740012
m.17895	500	4	6	6	3	3	2	-0.595	-0.9396	0.529117	0.863056	0.166460
m.17897	385	4	3	3	3	1	2	0.011	0.0148	0.933102	0.430305	0.826798
m.17910	625	2	3	3	1	1	1	-1.039	-1.1501	0.174707	0.831698	0.043954
m.1793	310	3	3	2	1	1	1	-0.679	-0.6577	0.958147	0.874077	0.488215
m.17930	292	1	1	0	1	1	1	-0.437	-0.4280	1.000000	0.826974	0.700828
m.17939	224	0	0	0	0	1	0	-0.344	-0.3260	1.000000	0.782542	0.754070
m.1796	557	12	14	12	10	7	10	-0.111	-0.2729	1.000000	0.750480	0.774180
m.17962	105	0	1	1	0	0	0	-0.449	-0.4185	1.000000	0.823625	0.706729
m.17967	175	3	3	3	1	1	1	-1.079	-1.1134	0.220645	0.837240	0.057232
m.17970	233	1	2	2	1	0	0	-0.694	-0.7104	0.915297	0.877078	0.424086
m.17984	639	9	10	11	10	6	10	0.018	0.0406	0.900578	0.393389	0.827948
m.17992	724	11	13	12	9	9	9	-0.192	-0.4483	1.000000	0.833672	0.687496
m.18002	175	0	0	0	0	0	1	-0.298	-0.2791	1.000000	0.754598	0.772058
m.18003	350	1	1	1	0	0	0	-0.437	-0.4188	1.000000	0.823733	0.706546
m.18009	870	2	0	0	1	1	0	-0.293	-0.2840	1.000000	0.757780	0.770341
m.1802	545	1	2	1	1	1	1	-0.451	-0.4330	1.000000	0.828681	0.697637
m.18040	327	8	8	9	5	6	6	-0.460	-0.8687	0.672855	0.871208	0.235542
m.18048	376	10	9	9	6	8	7	-0.276	-0.5374	0.998169	0.856734	0.616321
m.1806	594	3	1	1	0	0	0	-0.465	-0.4145	1.000000	0.822172	0.709150
m.18060	194	3	3	1	2	1	0	0.156	0.1647	0.657437	0.230377	0.826539
m.18062	181	3	4	5	3	3	3	-0.461	-0.6855	0.937908	0.875998	0.454725
m.18064	292	0	0	1	0	0	0	-0.417	-0.3926	1.000000	0.813743	0.721770
m.18070	421	2	1	1	2	3	1	0.260	0.3043	0.338060	0.104696	0.815259
m.1809	261	0	0	0	1	0	0	-0.385	-0.3962	1.000000	0.815185	0.719768
m.18090	289	1	1	0	1	1	1	-0.334	-0.3192	1.000000	0.778824	0.756902
m.1811	272	6	4	10	1	3	2	-1.834	-2.3476	0.000000	0.768264	0.000000
m.18144	177	2	1	0	2	1	1	-0.019	-0.0220	0.967996	0.482759	0.824197
m.18155	470	6	6	5	3	3	3	-0.424	-0.5791	0.991259	0.864444	0.575716
m.1816	454	1	1	0	1	0	0	-0.287	-0.2627	1.000000	0.743474	0.777549
m.18174	206	0	0	1	0	0	0	-0.459	-0.4163	1.000000	0.822829	0.708065
m.18183	178	1	1	1	0	0	0	-0.502	-0.4416	1.000000	0.831528	0.692007
m.18216	767	2	1	1	0	0	0	-0.513	-0.4968	1.000000	0.847395	0.651404
m.18280	786	1	3	1	1	2	2	-0.167	-0.1516	1.000000	0.646392	0.805871
m.18288	378	1	2	2	0	0	0	-0.712	-0.7232	0.901952	0.877403	0.408204
m.18294	121	1	1	1	1	1	1	-0.425	-0.4164	1.000000	0.822865	0.708005
m.18326	402	0	2	1	0	0	0	-0.323	-0.3302	1.000000	0.784786	0.752281
m.18336	196	3	3	4	3	2	1	-0.295	-0.4142	1.000000	0.822062	0.709331
m.1834	596	9	6	7	5	2	5	-0.333	-0.6041	0.984055	0.868191	0.549294
m.18355	140	1	1	0	0	1	0	-0.497	-0.5218	0.999501	0.853364	0.630331
m.18362	249	5	5	6	2	2	4	-0.910	-1.2529	0.083850	0.817318	0.019549
m.18366	538	8	6	6	8	7	7	0.274	0.5292	0.071589	0.020680	0.792718
m.18370	247	1	1	1	0	0	0	-0.479	-0.5187	0.999706	0.852662	0.633037
m.18373	191	0	1	2	0	0	0	-0.784	-0.8188	0.765551	0.875197	0.291473
m.18387	243	3	3	1	1	1	3	-0.142	-0.1360	1.000000	0.629450	0.808812
m.1839	150	0	0	0	1	1	2	-0.263	-0.2562	1.000000	0.738856	0.779620
m.184	376	105	26	121	99	101	101	-0.204	-1.4399	0.016822	0.797312	0.003403
m.18406	213	2	2	2	0	0	0	-0.759	-0.7648	0.850343	0.877411	0.356582
m.1846	234	1	1	0	0	0	0	-0.362	-0.3455	1.000000	0.792625	0.745494
m.18462	162	1	0	0	0	0	0	-0.434	-0.4246	1.000000	0.825792	0.702964
m.18470	326	6	8	9	4	4	4	-0.697	-1.1443	0.181463	0.832563	0.045867
m.18491	290	0	0	0	1	0	1	-0.402	-0.3909	1.000000	0.813054	0.722705
m.18493	251	0	1	1	0	1	0	-0.343	-0.3326	1.000000	0.786050	0.751244
m.1850	391	2	3	2	2	1	0	-0.212	-0.2482	1.000000	0.733006	0.782089
m.18511	317	0	1	0	0	0	0	-0.241	-0.2453	1.000000	0.730838	0.782963
m.18531	393	2	1	0	1	0	0	-0.265	-0.2552	1.000000	0.738135	0.779933
m.18533	634	1	1	0	0	0	0	-0.378	-0.3639	1.000000	0.801394	0.736753
m.18543	325	1	0	1	0	0	0	-0.327	-0.3228	1.000000	0.780806	0.755413
m.18550	321	2	1	2	2	2	2	-0.275	-0.3164	1.000000	0.777262	0.758046
m.18553	252	5	4	4	2	3	2	-0.677	-0.9028	0.604536	0.867596	0.200623
m.18556	357	10	10	9	7	6	8	-0.171	-0.3685	1.000000	0.803479	0.734465
m.18584	365	0	0	0	1	0	0	-0.340	-0.3180	1.000000	0.778157	0.757394
m.18614	518	0	1	1	0	0	0	-0.437	-0.4193	1.000000	0.823913	0.706240
m.18619	214	0	1	1	0	0	0	-0.564	-0.5736	0.992502	0.863533	0.581327
m.1862	270	0	2	1	0	0	0	-0.410	-0.3902	1.000000	0.812769	0.723089
m.1866	1135	6	5	4	3	3	2	-0.261	-0.3617	1.000000	0.800382	0.737833
m.18667	123	1	0	0	0	1	0	-0.440	-0.4295	1.000000	0.827490	0.699877
m.18729	206	1	1	1	0	0	0	-0.279	-0.2483	1.000000	0.733080	0.782059
m.1874	125	0	0	1	0	0	0	-0.275	-0.2562	1.000000	0.738856	0.779620
m.18748	201	6	1	6	4	4	4	-0.324	-0.5200	0.999626	0.852958	0.631905
m.18767	961	5	7	5	1	0	3	-1.273	-1.5864	0.003764	0.787100	0.000664
m.1881	292	17	7	21	8	12	7	-0.845	-2.1002	0.000002	0.771205	0.000000
m.18818	131	1	1	0	0	0	0	-0.379	-0.3507	1.000000	0.795175	0.743090
m.18819	1444	23	18	18	15	13	12	-0.103	-0.2941	1.000000	0.764138	0.766687
m.18825	839	25	22	22	28	23	21	0.273	1.0322	0.000481	0.000086	0.770785
m.18832	554	1	1	2	0	0	0	-0.778	-0.8329	0.740530	0.874244	0.275163
m.18834	354	5	1	4	3	2	2	-0.232	-0.3316	1.000000	0.785524	0.751677
m.1884	645	4	5	4	1	0	0	-1.205	-1.2919	0.061668	0.812449	0.013986
m.18862	137	5	3	5	0	1	0	-1.443	-1.6845	0.001204	0.782295	0.000194
m.1889	383	1	2	1	0	0	0	-0.345	-0.3810	0.999992	0.808938	0.728031
m.18898	207	9	0	8	6	6	6	-0.159	-0.3043	1.000000	0.770293	0.762835
m.18940	324	0	0	1	0	0	0	-0.372	-0.3791	0.999999	0.808127	0.729030
m.18969	102	2	3	2	0	1	0	-0.743	-0.7846	0.821454	0.876877	0.332321
m.1897	265	2	1	2	0	0	1	-0.701	-0.7022	0.923228	0.876789	0.434224
m.190	135	0	0	1	1	0	0	-0.242	-0.2231	1.000000	0.713404	0.789297
m.1903	378	3	3	3	1	1	2	-0.946	-1.0577	0.304797	0.845820	0.083286
m.19033	252	20	6	19	14	18	16	-0.207	-0.6176	0.978984	0.869947	0.534437
m.19068	541	1	1	0	0	0	0	-0.397	-0.3730	1.000000	0.805479	0.732186
m.19079	424	1	1	1	1	2	1	-0.234	-0.2352	1.000000	0.723093	0.785922
m.19080	266	1	1	1	1	0	0	-0.247	-0.2306	1.000000	0.719463	0.787226
m.19105	387	1	1	0	0	0	1	-0.437	-0.4291	1.000000	0.827353	0.700131
m.19106	321	1	0	1	0	0	0	-0.327	-0.3050	1.000000	0.770706	0.762564
m.1911	462	0	0	1	0	0	0	-0.448	-0.4301	1.000000	0.827696	0.699495
m.19151	186	4	4	3	3	6	5	0.034	0.0475	0.890698	0.383575	0.828165
m.19195	126	3	1	1	2	2	2	0.231	0.2406	0.475764	0.153446	0.821242
m.19225	469	5	5	5	3	3	3	-0.380	-0.5888	0.988778	0.865975	0.565639
m.19242	719	9	10	11	6	7	7	-0.526	-1.0605	0.300166	0.845388	0.081790
m.1925	184	1	1	0	0	0	0	-0.326	-0.2981	1.000000	0.766583	0.765196
m.19267	130	1	0	0	0	0	0	-0.357	-0.3539	1.000000	0.796715	0.741584
m.1931	256	1	0	0	0	0	0	-0.312	-0.3159	1.000000	0.776981	0.758248
m.1936	223	2	3	4	2	2	2	-0.646	-0.8649	0.680275	0.871570	0.239612
m.19360	173	4	1	3	2	3	3	-0.336	-0.4153	1.000000	0.822465	0.708669
m.19365	277	7	5	7	5	3	4	-0.239	-0.4308	1.000000	0.827935	0.699048
m.19391	189	1	1	1	0	0	0	-0.340	-0.3517	1.000000	0.795658	0.742621
m.19416	143	3	2	4	5	5	4	0.274	0.4482	0.131350	0.038928	0.800316
m.19423	152	1	2	1	1	1	0	-0.297	-0.2774	1.000000	0.753479	0.772646
m.19446	282	2	3	1	2	0	3	0.325	0.3602	0.239909	0.072744	0.809459
m.19454	152	1	1	2	1	1	2	-0.648	-0.6652	0.953186	0.874670	0.479276
m.19455	354	1	0	1	0	0	0	-0.382	-0.3966	1.000000	0.815344	0.719544
m.19460	144	4	4	4	3	3	2	-0.282	-0.4055	1.000000	0.818807	0.714466
m.19463	429	0	1	0	0	0	0	-0.356	-0.3431	1.000000	0.791429	0.746587
m.19469	629	1	1	0	0	1	1	-0.413	-0.3951	1.000000	0.814747	0.720383
m.19483	336	0	1	1	0	0	0	-0.406	-0.3652	1.000000	0.801987	0.736111
m.19487	501	2	2	1	3	3	3	0.643	0.7883	0.007508	0.001784	0.776897
m.19494	241	1	1	1	1	1	2	-0.272	-0.2585	1.000000	0.740504	0.778894
m.19495	508	9	8	9	6	6	8	-0.256	-0.4938	1.000000	0.846631	0.653817
m.19496	684	0	0	1	0	0	0	-0.248	-0.2484	1.000000	0.733154	0.782028
m.195	212	0	1	1	1	1	1	-0.583	-0.5662	0.993999	0.862257	0.588756
m.1950	311	2	4	2	1	1	1	-0.757	-0.7812	0.826609	0.876992	0.336462
m.19503	183	0	1	0	0	0	0	-0.440	-0.4210	1.000000	0.824520	0.705197
m.19510	516	14	4	13	11	15	17	-0.094	-0.2385	1.000000	0.725658	0.784970
m.19514	1648	3	3	4	5	4	3	0.272	0.4307	0.148834	0.044305	0.802087
m.19535	181	1	1	1	0	0	0	-0.464	-0.4539	1.000000	0.835414	0.683639
m.19543	104	1	1	1	0	1	1	-0.522	-0.5027	1.000000	0.848867	0.646585
m.19558	268	4	3	5	2	1	1	-0.878	-1.1753	0.147498	0.827994	0.036386
m.19561	251	2	1	1	3	3	4	0.905	1.0299	0.000496	0.000089	0.770821
m.19580	222	1	2	1	0	0	0	-0.299	-0.2831	1.000000	0.757200	0.770659
m.19587	374	0	0	0	0	1	0	-0.481	-0.4396	1.000000	0.830876	0.693332
m.19597	531	13	11	9	10	9	9	0.157	0.3668	0.229870	0.069564	0.808763
m.19598	1537	1	1	1	1	3	2	-0.098	-0.1028	1.000000	0.590592	0.814382
m.196	258	3	3	4	4	4	3	0.077	0.1178	0.763456	0.287636	0.828309
m.19610	677	3	3	2	2	2	3	0.008	0.0094	0.939049	0.438044	0.826488
m.19647	482	0	0	0	0	1	0	-0.417	-0.4360	1.000000	0.829687	0.695693
m.19657	547	2	2	2	3	1	2	0.212	0.2625	0.425841	0.135095	0.819300
m.19661	333	11	11	11	4	6	7	-0.868	-1.7570	0.000478	0.779497	0.000073
m.19674	317	7	2	4	4	3	3	-0.021	-0.0303	0.974126	0.494425	0.823450
m.19685	242	3	2	4	1	0	1	-1.263	-1.4795	0.011470	0.794128	0.002241
m.19688	311	2	2	1	0	0	0	-0.463	-0.4557	1.000000	0.835965	0.682383
m.19700	101	1	1	1	1	1	1	-0.379	-0.3993	1.000000	0.816409	0.718022
m.19704	127	1	1	2	1	1	0	-0.762	-0.7564	0.861771	0.877535	0.366961
m.19708	361	4	3	7	5	2	3	-0.312	-0.5506	0.996564	0.859376	0.603957
m.19722	109	0	0	0	1	1	1	-0.448	-0.4404	1.000000	0.831137	0.692804
m.19726	448	1	1	1	1	1	1	-0.298	-0.2884	1.000000	0.760582	0.768769
m.1973	357	1	0	0	0	1	0	-0.318	-0.2904	1.000000	0.761839	0.768044
m.19751	156	0	0	1	0	0	0	-0.374	-0.3796	1.000000	0.808341	0.728768
m.19764	354	4	1	3	3	3	3	-0.022	-0.0291	0.973276	0.492744	0.823562
m.19768	178	1	3	2	1	2	1	-0.623	-0.6536	0.960710	0.873728	0.493067
m.19801	196	1	1	1	0	1	0	-0.505	-0.4485	1.000000	0.833735	0.687359
m.19805	110	4	4	4	5	5	5	0.257	0.4194	0.161136	0.048102	0.803248
m.19807	203	1	0	1	0	0	0	-0.347	-0.3090	1.000000	0.773042	0.761003
m.19866	117	1	0	0	0	0	0	-0.513	-0.4946	1.000000	0.846836	0.653176
m.19870	153	0	0	2	0	0	1	-0.707	-0.7911	0.811393	0.876630	0.324440
m.19899	782	2	2	2	1	1	2	-0.772	-0.8375	0.732145	0.873902	0.269921
m.19914	123	1	1	1	0	0	0	-0.163	-0.1556	1.000000	0.650600	0.805081
m.19922	158	0	0	0	0	1	0	-0.381	-0.3591	1.000000	0.799173	0.739096
m.19927	386	3	2	0	0	1	0	-0.483	-0.4667	1.000000	0.839236	0.674525
m.19949	302	0	0	0	0	0	1	-0.258	-0.2686	1.000000	0.747562	0.775618
m.1996	868	17	14	13	8	5	7	-0.398	-0.9339	0.540805	0.863797	0.171500
m.19966	302	3	5	5	6	6	6	0.255	0.4545	0.125501	0.037133	0.799688
m.19978	746	6	6	6	6	4	6	0.077	0.1443	0.704970	0.254454	0.827473
m.19983	183	2	4	4	3	2	2	-0.233	-0.3452	1.000000	0.792476	0.745631
m.19991	861	9	8	9	8	6	5	-0.016	-0.0364	0.978258	0.502939	0.822863
m.19993	588	4	3	2	2	3	2	0.013	0.0146	0.933327	0.430592	0.826787
m.2	157	5	5	5	4	6	3	-0.122	-0.1924	1.000000	0.686727	0.797081
m.20	400	2	0	2	0	1	0	-0.748	-0.7956	0.804269	0.876438	0.319012
m.200	1142	24	25	25	22	20	18	-0.057	-0.2038	1.000000	0.696992	0.794316
m.20013	565	10	7	10	6	8	10	-0.371	-0.8040	0.790624	0.876038	0.308951
m.20041	230	17	4	19	9	12	6	-0.670	-1.7859	0.000324	0.778523	0.000048
m.20062	124	0	0	1	0	0	1	-0.263	-0.2639	1.000000	0.744313	0.777160
m.20081	531	2	3	3	2	3	4	-0.314	-0.3991	1.000000	0.816331	0.718135
m.20093	192	0	0	1	0	0	0	-0.469	-0.4482	1.000000	0.833640	0.687564
m.2011	367	1	1	0	0	0	0	-0.270	-0.2855	1.000000	0.758741	0.769809
m.20145	264	2	1	1	1	0	0	-0.342	-0.3271	1.000000	0.783134	0.753605
m.20175	165	3	3	2	2	1	1	-0.255	-0.3189	1.000000	0.778657	0.757026
m.202	101	2	2	2	1	1	2	-0.639	-0.6224	0.976961	0.870527	0.529062
m.2022	539	1	3	3	2	1	2	-0.449	-0.5621	0.994751	0.861525	0.592812
m.20248	122	0	0	1	0	1	1	-0.444	-0.4407	1.000000	0.831235	0.692605
m.20249	222	0	0	1	0	0	0	-0.379	-0.3453	1.000000	0.792526	0.745586
m.20253	281	3	1	3	2	2	2	-0.333	-0.4165	1.000000	0.822902	0.707944
m.2030	436	3	0	4	2	1	1	-0.633	-0.8356	0.735621	0.874045	0.272081
m.20317	123	2	0	0	0	0	0	-0.276	-0.2636	1.000000	0.744104	0.777258
m.2032	373	5	6	7	5	5	4	-0.265	-0.4938	1.000000	0.846631	0.653817
m.20374	285	5	5	4	4	5	5	0.108	0.1667	0.652687	0.228089	0.826434
m.20468	481	0	0	1	0	0	0	-0.458	-0.4418	1.000000	0.831593	0.691874
m.2050	233	2	2	2	1	0	0	-0.693	-0.7492	0.871160	0.877591	0.375886
m.20506	179	2	2	2	2	2	2	-0.128	-0.1539	1.000000	0.648818	0.805419
m.20509	361	2	2	3	2	2	3	-0.336	-0.4163	1.000000	0.822829	0.708065
m.20599	102	1	0	1	0	0	1	-0.278	-0.2983	1.000000	0.766704	0.765121
m.20617	373	1	1	1	0	1	0	-0.351	-0.3357	1.000000	0.787663	0.749890
m.20656	236	1	0	1	2	0	2	0.306	0.3637	0.234545	0.071043	0.809090
m.20660	110	1	0	0	0	0	0	-0.387	-0.3840	0.999988	0.810204	0.726439
m.2067	217	5	4	3	1	2	1	-0.933	-1.0401	0.334818	0.848526	0.093168
m.20683	314	1	1	2	0	0	0	-0.644	-0.6560	0.959222	0.873934	0.490229
m.207	457	0	1	1	0	0	1	-0.443	-0.4054	1.000000	0.818768	0.714524
m.20784	421	1	1	1	0	0	0	-0.411	-0.4224	1.000000	0.825017	0.704332
m.20818	279	1	1	1	0	0	0	-0.471	-0.4860	1.000000	0.844595	0.659978
m.20823	136	1	0	0	1	1	1	-0.375	-0.3531	1.000000	0.796332	0.741963
m.20828	231	3	4	3	0	2	1	-0.893	-1.0233	0.364852	0.851086	0.103393
m.20898	435	3	5	5	1	1	3	-1.162	-1.4349	0.017637	0.797739	0.003583
m.20912	285	0	1	0	0	1	0	-0.536	-0.5379	0.998115	0.856837	0.615861
m.20916	317	8	9	10	6	6	7	-0.431	-0.8747	0.661047	0.870620	0.229185
m.20918	315	2	3	3	1	1	3	-0.810	-0.8357	0.735439	0.874038	0.271967
m.20924	380	3	3	5	2	2	2	-0.743	-1.0075	0.394213	0.853463	0.113736
m.20930	647	28	16	31	25	24	23	-0.174	-0.6842	0.938970	0.875925	0.456311
m.20941	628	4	8	8	3	4	1	-0.906	-1.4554	0.014507	0.796025	0.002895
m.20945	770	5	5	6	4	1	3	-0.324	-0.5412	0.997750	0.857514	0.612809
m.20957	639	11	8	12	13	13	10	0.122	0.3341	0.282825	0.086505	0.812199
m.20959	229	8	6	7	4	4	3	-0.508	-0.9243	0.560517	0.865015	0.180199
m.20967	304	0	1	0	1	0	1	-0.355	-0.3640	1.000000	0.801440	0.736704
m.20970	243	1	2	2	0	0	0	-0.587	-0.6120	0.981196	0.869241	0.540647
m.20978	138	5	5	5	5	4	5	0.070	0.1144	0.770610	0.292036	0.828383
m.20979	350	0	1	1	0	0	0	-0.451	-0.4294	1.000000	0.827456	0.699941
m.20992	502	1	1	0	1	1	0	-0.337	-0.3195	1.000000	0.778990	0.756779
m.21	461	21	24	24	24	25	20	0.053	0.1881	0.601347	0.204475	0.825187
m.21000	372	4	3	3	3	4	2	-0.020	-0.0265	0.971393	0.489095	0.823799
m.21001	182	1	1	0	0	0	0	-0.318	-0.3254	1.000000	0.782218	0.754323
m.21002	259	2	2	0	1	1	1	-0.342	-0.3465	1.000000	0.793120	0.745036
m.21013	777	2	2	1	1	0	1	-0.444	-0.4247	1.000000	0.825827	0.702902
m.21018	369	2	0	1	2	2	2	0.406	0.4459	0.133543	0.039602	0.800547
m.21023	149	1	1	1	1	0	0	-0.381	-0.3916	1.000000	0.813338	0.722321
m.21024	188	1	2	2	0	1	1	-0.766	-0.7897	0.813587	0.876686	0.326133
m.21046	141	1	1	2	0	0	1	-0.776	-0.7932	0.808084	0.876543	0.321904
m.21047	294	5	5	4	2	3	3	-0.594	-0.7700	0.843019	0.877303	0.350179
m.21052	665	1	0	2	2	0	1	-0.114	-0.1398	1.000000	0.633655	0.808115
m.2107	529	9	7	8	5	6	4	-0.355	-0.6464	0.964962	0.873076	0.501524
m.21074	449	2	2	2	0	1	1	-0.786	-0.8112	0.778589	0.875650	0.300406
m.21076	409	1	0	0	0	0	0	-0.415	-0.3972	1.000000	0.815582	0.719207
m.21131	238	1	1	0	1	0	1	-0.482	-0.5292	0.998941	0.854996	0.623767
m.21152	377	2	2	1	2	1	2	0.268	0.2935	0.359656	0.111987	0.816337
m.21153	225	2	3	4	2	0	0	-0.593	-0.7430	0.878951	0.877603	0.383585
m.21179	265	10	11	10	8	9	9	-0.184	-0.3879	1.000000	0.811826	0.724341
m.212	347	3	0	2	0	1	2	-0.630	-0.5764	0.991883	0.864001	0.578479
m.21217	277	1	0	0	0	0	0	-0.327	-0.3166	1.000000	0.777374	0.757964
m.21223	127	1	1	1	0	0	0	-0.401	-0.3786	0.999994	0.807913	0.729291
m.21227	279	1	1	1	0	0	0	-0.494	-0.4757	1.000000	0.841794	0.667864
m.21268	784	1	2	3	1	1	2	-0.944	-1.0363	0.341497	0.849107	0.095412
m.21281	322	1	0	1	0	0	0	-0.470	-0.4326	1.000000	0.828546	0.697895
m.21313	552	7	10	7	4	6	5	-0.363	-0.6119	0.981234	0.869228	0.540757
m.21346	340	2	0	2	2	2	3	0.070	0.0871	0.824685	0.328378	0.828691
m.2136	361	1	0	1	1	0	0	-0.345	-0.3134	1.000000	0.775567	0.759256
m.21375	111	0	0	1	0	0	0	-0.331	-0.3298	1.000000	0.784574	0.752453
m.21376	204	0	1	2	0	1	0	-0.761	-0.7448	0.876718	0.877603	0.381349
m.21379	246	8	8	11	8	7	5	-0.214	-0.4964	1.000000	0.847294	0.651727
m.21388	376	1	1	1	0	1	0	-0.449	-0.4109	1.000000	0.820842	0.711299
m.21390	125	7	2	8	8	8	6	0.061	0.1245	0.749093	0.279057	0.828140
m.21416	355	1	1	1	0	1	0	-0.210	-0.2244	1.000000	0.714467	0.788943
m.21438	701	7	7	8	6	9	8	-0.190	-0.3257	1.000000	0.782380	0.754197
m.21457	115	3	4	2	2	1	2	-0.172	-0.1993	1.000000	0.692991	0.795425
m.2146	314	0	1	2	0	1	0	-0.849	-0.8413	0.725145	0.873609	0.265623
m.2147	314	3	4	7	2	2	3	-1.030	-1.5233	0.007373	0.790988	0.001383
m.21474	364	0	1	2	2	1	1	-0.218	-0.2568	1.000000	0.739288	0.779431
m.21495	148	1	1	1	1	0	1	-0.319	-0.3036	1.000000	0.769879	0.763105
m.215	195	10	5	11	12	9	8	0.141	0.3620	0.237138	0.071865	0.809269
m.2150	326	2	0	3	2	3	3	-0.322	-0.3888	1.000000	0.812196	0.723852
m.21525	176	1	0	1	0	1	0	-0.578	-0.5723	0.992780	0.863313	0.582642
m.21528	104	1	0	0	0	0	0	-0.278	-0.2683	1.000000	0.747356	0.775718
m.21529	322	1	1	2	0	0	0	-0.712	-0.7657	0.849085	0.877394	0.355472
m.21538	175	3	3	2	1	2	1	-0.595	-0.5981	0.986031	0.867351	0.555768
m.21596	525	7	9	8	6	6	5	-0.225	-0.4379	1.000000	0.830317	0.694451
m.2164	240	1	1	1	1	0	1	-0.618	-0.6328	0.972157	0.871703	0.517259
m.21654	118	1	0	1	0	0	0	-0.332	-0.3148	1.000000	0.776360	0.758693
m.21665	130	1	0	0	1	1	2	-0.244	-0.2378	1.000000	0.725117	0.785173
m.21674	280	1	3	2	2	2	1	-0.062	-0.0728	0.996845	0.552341	0.818680
m.21690	240	2	3	3	1	2	1	-0.935	-1.0274	0.357405	0.850464	0.100825
m.217	121	4	4	5	3	2	3	-0.484	-0.7137	0.911969	0.877177	0.419997
m.21702	178	1	1	1	1	0	1	-0.390	-0.3804	0.999999	0.808683	0.728347
m.2171	309	2	1	2	0	1	0	-0.661	-0.6653	0.953117	0.874678	0.479156
m.21710	219	1	1	0	0	0	0	-0.374	-0.3873	1.000000	0.811578	0.724666
m.21736	444	3	4	4	1	0	1	-1.159	-1.3336	0.043675	0.807647	0.009611
m.21772	262	0	0	0	1	0	1	-0.355	-0.3440	1.000000	0.791879	0.746179
m.21798	281	3	2	4	3	4	2	-0.171	-0.2441	1.000000	0.729934	0.783322
m.218	310	15	12	12	12	12	8	0.081	0.1993	0.574272	0.192756	0.824444
m.21819	1189	3	2	3	3	3	3	0.013	0.0188	0.928516	0.424572	0.827012
m.21828	279	0	0	0	0	0	1	-0.287	-0.2931	1.000000	0.763520	0.767056
m.21832	170	0	0	0	0	1	0	-0.350	-0.3520	1.000000	0.795803	0.742480
m.21842	395	8	11	8	9	12	9	0.152	0.2949	0.356812	0.111020	0.816198
m.2185	737	2	1	1	4	6	4	0.909	1.1051	0.000181	0.000030	0.769783
m.21863	436	1	1	1	0	1	0	-0.301	-0.3031	1.000000	0.769582	0.763297
m.21864	258	1	3	1	0	0	0	-0.300	-0.2799	1.000000	0.755122	0.771780
m.21876	142	1	1	1	1	1	0	-0.362	-0.3598	1.000000	0.799500	0.738758
m.21911	295	1	0	1	0	0	0	-0.262	-0.2647	1.000000	0.744871	0.776900
m.21939	120	1	1	1	0	0	1	-0.171	-0.1667	1.000000	0.661986	0.802810
