Protein	Len	S0	S0	S0	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
m.16994	221	12	10	6	11	14	8	0.610	1.2373	0.000095	0.000006	0.612561
m.16997	579	22	45	32	42	70	34	0.291	1.3491	0.000019	0.000001	0.592364
m.17002	969	4	5	3	2	7	2	-0.326	-0.4172	1.000000	0.429676	0.672457
m.17007	211	6	4	1	0	2	0	0.035	0.0325	0.987428	0.205977	0.886050
m.17032	119	0	0	0	0	1	1	-0.335	-0.3215	1.000000	0.399237	0.755412
m.1706	388	1	0	4	3	6	2	-0.150	-0.2128	1.000000	0.352066	0.818215
m.17099	205	0	5	2	2	8	3	0.244	0.2685	0.688631	0.076991	0.886504
m.171	2522	4	4	0	2	10	2	0.640	0.6702	0.059679	0.004423	0.768610
m.17101	439	7	11	12	11	10	13	-0.016	-0.0377	0.999197	0.250992	0.873862
m.17110	253	0	0	1	0	0	0	-0.271	-0.2586	1.000000	0.373600	0.795190
m.17128	1219	4	2	3	7	8	5	0.824	1.3072	0.000035	0.000002	0.599588
m.1714	264	2	3	4	7	5	2	0.568	0.9489	0.003619	0.000253	0.680625
m.17144	187	2	0	2	0	0	0	-0.547	-0.5784	0.921319	0.460459	0.470291
m.17178	533	0	2	0	0	1	2	-0.133	-0.1306	0.999994	0.307779	0.849666
m.17196	197	0	1	0	0	0	0	-0.025	-0.0239	0.998171	0.242187	0.876650
m.17237	424	2	0	0	0	1	0	-0.084	-0.0807	1.000000	0.277943	0.863902
m.17242	566	3	3	2	1	4	2	-0.499	-0.4945	0.986695	0.447399	0.583075
m.17244	319	0	1	0	1	2	1	-0.189	-0.1870	1.000000	0.338908	0.829324
m.1729	398	0	0	0	0	0	1	-0.333	-0.3069	1.000000	0.393695	0.765582
m.17297	163	1	0	0	1	0	0	-0.057	-0.0515	0.999834	0.259734	0.870878
m.173	389	260	364	232	414	323	234	0.613	7.3267	0.000000	0.000000	0.461752
m.17323	421	58	59	42	58	49	27	0.353	1.7738	0.000000	0.000000	0.537126
m.1733	1264	1	0	0	3	0	0	0.629	0.6963	0.047479	0.003488	0.759711
m.17333	372	0	0	1	0	0	0	-0.150	-0.1449	0.999998	0.315958	0.844975
m.17346	797	7	3	5	4	6	3	-0.113	-0.1903	1.000000	0.340630	0.827971
m.1736	553	0	1	0	0	2	0	-0.156	-0.1551	1.000000	0.321678	0.841443
m.17361	189	0	2	0	0	0	0	-0.350	-0.3218	1.000000	0.399349	0.755197
m.17363	155	0	0	1	0	1	0	-0.237	-0.2399	1.000000	0.365095	0.805138
m.17386	142	1	0	3	1	0	0	-1.010	-0.9967	0.213141	0.471381	0.053472
m.17418	331	0	1	0	0	0	0	-0.214	-0.1974	1.000000	0.344298	0.824995
m.17427	215	0	0	0	0	2	2	-0.114	-0.0997	1.000000	0.289520	0.858849
m.17435	484	30	47	27	41	43	21	0.418	1.6509	0.000000	0.000000	0.550256
m.17466	666	31	36	22	50	38	14	0.881	3.3776	0.000000	0.000000	0.472196
m.17473	414	0	1	0	0	0	1	-0.218	-0.1942	1.000000	0.342652	0.826348
m.17476	386	1	2	1	2	4	3	0.392	0.4217	0.349448	0.030872	0.851674
m.17496	405	8	8	4	10	12	8	0.862	1.5574	0.000001	0.000000	0.561664
m.17508	148	1	2	2	2	4	2	0.162	0.1974	0.830121	0.109300	0.893613
m.17509	429	9	9	6	11	10	9	0.650	1.2702	0.000060	0.000004	0.606305
m.17514	369	3	6	3	3	5	2	0.165	0.2320	0.765745	0.092706	0.890960
m.17521	185	32	48	31	48	49	32	0.470	1.9514	0.000000	0.000000	0.521433
m.17527	348	0	0	0	0	0	3	-0.114	-0.1093	1.000000	0.295273	0.856129
m.17547	505	19	18	12	15	20	8	0.287	0.7570	0.027082	0.001960	0.739407
m.17560	348	0	1	3	0	0	1	-0.907	-0.9865	0.226544	0.471544	0.057686
m.17562	293	0	0	1	1	2	4	-0.001	-0.0009	0.995262	0.227427	0.880870
m.17572	133	9	10	6	8	9	8	0.368	0.7062	0.043445	0.003183	0.756358
m.17577	207	0	0	0	2	0	0	0.469	0.4801	0.247013	0.020586	0.833518
m.17582	562	7	23	8	20	17	3	0.917	2.1433	0.000000	0.000000	0.508183
m.17587	233	6	6	2	4	7	3	0.662	0.8499	0.010659	0.000759	0.709768
m.17595	424	17	27	18	30	28	12	0.567	1.8982	0.000000	0.000000	0.525759
m.17598	232	0	0	0	0	0	1	-0.367	-0.3254	1.000000	0.400677	0.752593
m.17599	105	0	1	0	1	0	1	-0.117	-0.1032	1.000000	0.291625	0.857871
m.17609	155	1	0	0	0	0	0	-0.247	-0.2387	1.000000	0.364536	0.805749
m.1761	2437	6	9	8	6	30	6	-0.113	-0.2077	1.000000	0.349522	0.820510
m.17615	183	5	6	2	4	4	1	0.511	0.6845	0.052702	0.003887	0.763724
m.17619	306	0	0	1	5	0	2	1.113	1.4078	0.000008	0.000000	0.582882
m.17634	303	0	0	2	1	2	0	-0.537	-0.5251	0.968409	0.452860	0.543244
m.17642	405	8	10	9	16	12	10	0.608	1.5429	0.000001	0.000000	0.563553
m.17646	144	0	1	2	3	1	2	0.349	0.4170	0.358643	0.031852	0.853051
m.17653	215	8	12	8	7	12	5	-0.034	-0.0742	1.000000	0.273930	0.865534
m.17655	964	3	11	2	4	6	0	0.576	0.7304	0.034808	0.002534	0.748228
m.17662	137	2	3	2	3	5	2	0.369	0.4503	0.296477	0.025415	0.843003
m.17663	669	0	0	0	0	0	1	-0.164	-0.1332	1.000000	0.309280	0.848835
m.17682	122	2	2	1	0	1	2	-0.119	-0.1140	1.000000	0.298064	0.854755
m.17683	465	3	3	5	0	4	0	-1.285	-1.5047	0.001860	0.464505	0.000317
m.17686	418	8	15	2	7	1	0	1.115	1.5705	0.000001	0.000000	0.559986
m.17688	106	0	0	0	0	0	1	-0.192	-0.1915	1.000000	0.341254	0.827475
m.17700	509	1	0	2	1	1	2	-0.554	-0.6091	0.885015	0.463835	0.427343
m.17718	670	13	26	13	43	38	17	1.278	3.8685	0.000000	0.000000	0.467434
m.17739	255	23	27	26	25	33	19	0.008	0.0293	0.988405	0.208026	0.885603
m.17758	659	3	3	0	2	4	0	0.437	0.4248	0.343457	0.030239	0.850758
m.17769	574	0	6	4	8	5	4	0.788	1.4923	0.000002	0.000000	0.570415
m.17776	322	6	4	1	4	8	4	1.281	1.3370	0.000022	0.000001	0.594410
m.17784	409	1	3	0	2	1	2	0.261	0.2797	0.663619	0.072546	0.884803
m.17789	102	0	2	0	1	0	0	-0.136	-0.1256	1.000000	0.304877	0.851238
m.17794	846	37	42	36	68	54	30	0.667	3.1280	0.000000	0.000000	0.476023
m.17804	580	21	42	21	51	32	24	0.907	3.7962	0.000000	0.000000	0.468001
m.17812	263	1	1	0	1	3	2	-0.069	-0.0671	1.000000	0.269518	0.867265
m.17821	322	63	85	56	86	73	47	0.427	2.7356	0.000000	0.000000	0.484642
m.17836	548	1	0	0	0	1	0	-0.082	-0.0822	1.000000	0.278866	0.863518
m.17857	135	5	1	3	3	5	0	0.092	0.1174	0.936416	0.153294	0.893925
m.17859	221	3	6	1	1	3	1	-0.185	-0.1701	1.000000	0.329907	0.835954
m.17885	208	10	10	5	10	13	5	0.705	1.3694	0.000014	0.000001	0.589004
m.17895	500	9	12	8	13	14	12	0.472	1.1474	0.000321	0.000021	0.631125
m.17897	385	3	8	1	5	6	3	1.194	1.4441	0.000004	0.000000	0.577364
m.17910	625	1	3	4	4	4	0	-0.037	-0.0543	0.999923	0.261499	0.870249
m.1793	310	2	4	2	5	4	3	0.767	1.0342	0.001335	0.000091	0.657859
m.17930	292	3	0	1	3	4	0	0.690	0.7926	0.019134	0.001376	0.727819
m.17939	224	1	1	0	2	1	0	0.230	0.2373	0.755060	0.090308	0.890418
m.1796	557	19	34	19	36	32	23	0.681	2.5952	0.000000	0.000000	0.488617
m.17967	175	4	4	4	5	5	3	0.197	0.3106	0.592821	0.061199	0.879338
m.17970	233	1	5	2	8	6	1	1.304	1.8992	0.000000	0.000000	0.525675
m.17977	658	0	1	0	1	0	1	-0.090	-0.0856	1.000000	0.280951	0.862639
m.17984	639	18	23	15	22	19	13	0.433	1.2430	0.000088	0.000006	0.611457
m.17992	724	20	35	25	29	30	19	0.189	0.7148	0.040184	0.002937	0.753458
m.18001	225	3	0	5	0	2	0	-1.221	-1.4308	0.004468	0.465181	0.000779
m.18002	175	3	2	0	3	1	1	0.677	0.7382	0.032364	0.002352	0.745628
m.18003	350	0	0	0	0	1	0	-0.100	-0.0943	1.000000	0.286254	0.860328
m.18008	238	0	1	1	3	1	0	0.656	0.7713	0.023592	0.001703	0.734721
m.18009	870	1	1	0	1	1	0	-0.247	-0.2340	1.000000	0.362329	0.808115
m.1802	545	1	1	3	3	2	0	-0.067	-0.0857	1.000000	0.281013	0.862613
m.18040	327	19	19	12	23	24	12	0.743	1.8931	0.000000	0.000000	0.526190
m.18048	376	20	27	16	33	22	22	0.754	2.5175	0.000000	0.000000	0.491109
m.1806	594	1	3	1	5	5	0	1.157	1.4167	0.000007	0.000000	0.581506
m.18060	194	0	2	1	5	3	2	1.290	1.4199	0.000006	0.000000	0.581015
m.18062	181	7	11	10	14	11	12	0.435	1.0169	0.001642	0.000112	0.662293
m.18064	292	2	0	1	0	2	0	-0.180	-0.1795	1.000000	0.334950	0.832327
m.18070	421	7	4	5	3	4	4	-0.335	-0.5019	0.982813	0.448797	0.573625
m.1809	261	2	1	0	0	0	1	-0.198	-0.1903	1.000000	0.340630	0.827971
m.18090	289	2	2	1	3	3	1	0.762	0.8041	0.017057	0.001224	0.724134
m.1811	272	18	18	7	15	15	12	0.822	1.8269	0.000000	0.000000	0.532050
m.18144	177	0	2	4	5	2	5	0.214	0.3467	0.509560	0.049613	0.871608
m.18155	470	23	18	9	20	21	10	0.843	2.2176	0.000000	0.000000	0.503952
m.1816	454	3	7	0	1	4	0	0.034	0.0336	0.987079	0.205274	0.886202
m.18174	206	0	2	0	0	1	0	-0.109	-0.0999	1.000000	0.289640	0.858793
m.18183	178	0	0	1	1	0	1	-0.181	-0.1662	1.000000	0.327789	0.837416
m.18203	117	3	0	0	0	0	0	-0.178	-0.1655	1.000000	0.327407	0.837676
m.18216	767	0	3	0	10	8	1	1.891	2.9044	0.000000	0.000000	0.480532
m.18230	315	1	3	0	0	0	0	-0.109	-0.1038	1.000000	0.291985	0.857701
m.18280	786	8	13	7	5	9	0	-0.236	-0.4612	1.000000	0.440467	0.623903
m.18288	378	3	10	3	12	8	7	1.373	2.3939	0.000000	0.000000	0.495679
m.18294	121	0	0	0	3	2	1	0.796	0.8612	0.009463	0.000673	0.706304
m.18326	402	0	0	0	0	1	0	-0.384	-0.3794	1.000000	0.418843	0.708794
m.18336	196	7	8	6	10	4	2	0.490	1.0061	0.001867	0.000128	0.665109
m.1834	596	18	20	14	18	20	21	0.325	0.8805	0.007703	0.000546	0.700467
m.18355	140	1	0	0	1	1	1	-0.428	-0.4118	1.000000	0.428219	0.677949
m.18362	249	3	11	11	22	14	12	0.730	2.0306	0.000000	0.000000	0.515536
m.18366	538	18	24	15	20	22	9	0.328	0.9323	0.004363	0.000306	0.685315
m.18370	247	2	4	1	1	2	1	-0.165	-0.1657	1.000000	0.327516	0.837602
m.18373	191	7	0	6	4	1	1	-0.396	-0.6514	0.824478	0.467434	0.368634
m.18387	243	7	7	7	0	8	1	-1.390	-1.7560	0.000066	0.462914	0.000010
m.1839	150	6	3	0	0	0	3	-0.223	-0.2081	1.000000	0.349722	0.820332
m.184	376	260	356	218	422	328	230	0.653	7.6262	0.000000	0.000000	0.461556
m.18406	213	5	2	5	8	6	3	0.533	0.9280	0.004578	0.000321	0.686543
m.18408	135	0	1	0	1	1	0	-0.178	-0.1639	1.000000	0.326533	0.838267
m.18439	485	0	2	1	1	0	0	-0.179	-0.1738	1.000000	0.331903	0.834544
m.1846	234	0	2	0	2	1	3	0.342	0.3851	0.424349	0.039167	0.861979
m.18462	162	3	2	0	1	3	1	-0.030	-0.0268	0.998424	0.244042	0.876081
m.18470	326	13	21	8	16	10	10	0.740	1.8057	0.000000	0.000000	0.534036
m.18491	290	1	3	0	3	2	2	0.733	0.7978	0.018168	0.001305	0.726149
m.18493	251	0	0	1	0	0	1	-0.220	-0.2122	1.000000	0.351768	0.818488
m.1850	391	2	5	3	2	4	1	-0.235	-0.2814	1.000000	0.383423	0.781952
m.18511	317	0	0	0	1	0	0	-0.328	-0.2941	1.000000	0.388633	0.774014
m.18531	393	0	1	1	1	3	3	0.046	0.0417	0.984304	0.200101	0.887278
m.18543	325	2	0	0	0	0	0	-0.184	-0.1706	1.000000	0.330178	0.835765
m.18550	321	9	9	6	9	8	4	0.520	0.9771	0.002620	0.000182	0.672850
m.18553	252	7	11	5	9	5	7	0.559	1.0975	0.000611	0.000041	0.642428
m.18556	357	30	26	19	24	25	15	0.303	0.8953	0.006564	0.000464	0.696060
m.18584	365	3	1	1	1	3	1	0.053	0.0461	0.982640	0.197299	0.887834
m.18619	214	0	0	0	1	3	1	-0.080	-0.0769	1.000000	0.275600	0.864862
m.1862	270	0	0	1	1	1	4	-0.023	-0.0210	0.997885	0.240331	0.877212
m.1866	1135	8	11	9	15	11	14	0.571	1.3819	0.000011	0.000001	0.586978
m.18667	123	1	1	0	0	3	0	0.079	0.0693	0.971830	0.182650	0.890429
m.18729	206	0	0	0	0	0	3	-0.200	-0.2067	1.000000	0.349020	0.820955
m.1874	125	0	0	1	0	0	0	-0.290	-0.2893	1.000000	0.386686	0.777063
m.18748	201	15	13	8	14	16	10	0.660	1.5095	0.000001	0.000000	0.568035
m.18767	961	11	8	3	8	15	2	1.026	1.6051	0.000000	0.000000	0.555682
m.1881	292	23	49	29	51	30	47	0.577	2.2289	0.000000	0.000000	0.503350
m.18818	131	1	0	1	3	0	2	0.657	0.7593	0.026492	0.001917	0.738650
m.18819	1444	57	75	49	70	86	48	0.393	2.2785	0.000000	0.000000	0.500827
m.18825	839	63	70	49	81	62	42	0.541	2.8446	0.000000	0.000000	0.481915
m.18834	354	8	6	5	7	11	3	0.381	0.6893	0.050521	0.003720	0.762089
m.1884	645	8	6	2	5	12	4	0.977	1.3605	0.000016	0.000001	0.590466
m.18862	137	6	0	2	9	8	7	1.368	2.0934	0.000000	0.000000	0.511294
m.1889	383	0	0	2	1	4	0	-0.539	-0.5695	0.930582	0.459349	0.482678
m.18898	207	21	22	12	18	24	12	0.497	1.4214	0.000006	0.000000	0.580785
m.18909	204	0	3	0	2	0	1	0.195	0.1984	0.828399	0.108798	0.893558
m.18940	324	0	2	0	0	2	0	-0.163	-0.1615	1.000000	0.325216	0.839145
m.18969	102	0	5	5	5	6	2	0.105	0.1787	0.860519	0.118921	0.894406
m.1897	265	5	4	3	6	4	10	0.734	1.0175	0.001630	0.000112	0.662138
m.18995	284	0	0	0	0	0	2	-0.030	-0.0286	0.998573	0.245192	0.875723
m.18998	315	0	0	0	1	2	0	-0.289	-0.2567	1.000000	0.372754	0.796237
m.190	135	1	1	1	0	2	0	-0.282	-0.2732	1.000000	0.379959	0.786859
m.19020	385	0	0	0	2	0	0	0.217	0.2521	0.724236	0.083820	0.888714
m.1903	378	8	7	5	10	9	8	0.756	1.4151	0.000007	0.000000	0.581752
m.19033	252	44	58	34	55	55	30	0.523	2.6050	0.000000	0.000000	0.488320
m.19068	541	0	0	1	0	0	0	-0.282	-0.2929	1.000000	0.388148	0.774782
m.19079	424	1	2	2	4	5	0	0.728	0.9037	0.005989	0.000422	0.693586
m.19080	266	3	3	1	0	2	3	0.090	0.0973	0.953565	0.165357	0.892783
m.19105	387	0	1	0	2	0	1	0.467	0.5117	0.201088	0.016317	0.823082
m.19106	321	1	1	1	2	5	1	0.432	0.4679	0.266541	0.022463	0.837449
m.1911	462	2	0	0	0	2	1	-0.031	-0.0310	0.998757	0.246724	0.875240
m.19148	194	0	0	0	0	1	1	-0.334	-0.3148	1.000000	0.396724	0.760154
m.19151	186	7	23	11	19	17	10	0.571	1.5079	0.000001	0.000000	0.568254
m.19166	267	0	0	1	2	2	0	0.334	0.3315	0.544456	0.054276	0.875030
m.19195	126	3	4	3	6	4	3	0.588	0.8554	0.010061	0.000716	0.708078
m.19225	469	14	19	6	13	10	5	0.820	1.6559	0.000000	0.000000	0.549682
m.19242	719	25	12	13	25	28	11	0.713	2.0413	0.000000	0.000000	0.514787
m.1925	184	0	0	0	0	0	1	-0.187	-0.1845	1.000000	0.337595	0.830336
m.19271	554	0	0	1	1	2	0	-0.030	-0.0278	0.998510	0.244681	0.875882
m.19281	105	0	1	0	0	2	0	-0.100	-0.0958	1.000000	0.287164	0.859921
m.1931	256	0	0	0	0	1	0	-0.192	-0.1780	1.000000	0.334151	0.832916
m.1936	223	7	7	2	5	4	1	0.857	1.1684	0.000243	0.000016	0.626587
m.19360	173	10	10	5	14	10	10	1.091	2.1104	0.000000	0.000000	0.510209
m.19365	277	13	11	10	14	18	10	0.388	1.0491	0.001114	0.000075	0.654115
m.19391	189	0	1	1	0	0	1	-0.385	-0.3481	1.000000	0.408710	0.735288
m.19416	143	7	8	8	20	11	8	0.954	2.4321	0.000000	0.000000	0.494174
m.19419	213	0	0	0	0	1	0	-0.250	-0.2632	1.000000	0.375630	0.792620
m.19423	152	2	4	1	4	0	3	0.926	1.1395	0.000356	0.000023	0.632866
m.19446	282	6	3	4	6	10	3	0.481	0.7515	0.028543	0.002068	0.741220
m.19454	152	5	6	5	5	5	4	0.064	0.1113	0.941998	0.156919	0.893628
m.19455	354	1	0	0	0	0	1	-0.203	-0.1883	1.000000	0.339588	0.828793
m.19460	144	16	14	8	17	16	10	0.806	2.1265	0.000000	0.000000	0.509205
m.19461	242	0	0	0	2	0	1	0.409	0.4304	0.332785	0.029122	0.849087
m.19463	429	0	0	0	1	0	0	-0.178	-0.1505	1.000000	0.319110	0.843055
m.19469	629	1	1	2	3	1	1	0.267	0.3680	0.461627	0.043588	0.866431
m.19483	336	5	1	0	0	3	1	-0.397	-0.3593	1.000000	0.412460	0.726168
m.19487	501	5	7	5	4	5	2	-0.135	-0.2277	1.000000	0.359332	0.811213
m.19494	241	4	5	2	2	4	2	0.016	0.0180	0.991453	0.215276	0.883940
m.19495	508	26	22	17	28	25	10	0.545	1.7661	0.000000	0.000000	0.537890
m.19496	684	2	0	2	0	0	1	-0.592	-0.5898	0.908610	0.461793	0.454365
m.195	212	0	1	3	1	2	0	-0.895	-0.9125	0.338850	0.472560	0.096641
m.1950	311	9	11	7	5	11	6	-0.248	-0.4462	1.000000	0.436999	0.641219
m.19503	183	1	0	1	3	3	2	0.798	0.8412	0.011672	0.000833	0.712457
m.19510	516	39	38	29	32	45	26	0.108	0.4293	0.334865	0.029339	0.849417
m.19514	1648	13	6	4	10	12	4	0.957	1.6215	0.000000	0.000000	0.553704
m.19531	314	0	0	0	0	1	0	-0.238	-0.2149	1.000000	0.353105	0.817255
m.19534	303	2	0	0	0	0	0	-0.237	-0.2213	1.000000	0.356241	0.814276
m.19535	181	3	0	2	2	2	2	-0.036	-0.0450	0.999585	0.255626	0.872309
m.19543	104	0	3	2	3	0	1	0.279	0.3183	0.574994	0.058579	0.877806
m.19558	268	3	5	6	8	3	4	0.319	0.6126	0.096102	0.007302	0.788472
m.19561	251	6	5	0	0	3	0	-0.113	-0.1164	1.000000	0.299483	0.854042
m.19580	222	0	2	0	1	0	2	-0.189	-0.1841	1.000000	0.337384	0.830497
m.19587	374	0	0	0	0	1	0	-0.148	-0.1310	1.000000	0.308010	0.849539
m.19593	255	1	0	0	0	0	0	-0.304	-0.2798	1.000000	0.382753	0.782923
m.19597	531	28	33	19	25	28	15	0.324	1.0430	0.001200	0.000081	0.655639
m.19598	1537	4	3	3	3	5	2	0.029	0.0368	0.986026	0.203228	0.886635
m.196	258	6	9	9	7	6	4	-0.174	-0.3791	1.000000	0.418751	0.709063
m.19610	677	9	12	8	5	10	3	-0.328	-0.5983	0.898536	0.462725	0.442465
m.19621	362	3	13	11	0	0	8	-1.720	-2.4551	0.000000	0.461459	0.000000
m.19647	482	3	3	2	1	3	0	-0.452	-0.4290	1.000000	0.432756	0.660103
m.19657	547	5	4	4	7	5	3	0.653	1.0653	0.000913	0.000061	0.650123
m.19661	333	26	24	16	29	27	17	0.674	2.1862	0.000000	0.000000	0.505683
m.19674	317	15	15	14	12	16	9	-0.061	-0.1617	1.000000	0.325326	0.839072
m.19685	242	2	8	3	4	6	0	0.408	0.5573	0.146254	0.011479	0.807582
m.19688	311	0	2	0	2	2	1	0.349	0.3645	0.469404	0.044538	0.867311
m.19695	105	0	0	0	0	0	1	-0.221	-0.2181	1.000000	0.354679	0.815776
m.19700	101	4	1	2	1	1	2	-0.512	-0.5224	0.970258	0.452412	0.546834
m.19704	127	2	5	4	7	5	0	0.546	0.9398	0.004011	0.000281	0.683186
m.19708	361	9	16	6	22	14	11	1.361	3.2460	0.000000	0.000000	0.474056
m.19722	109	4	3	1	0	0	0	-0.335	-0.3091	1.000000	0.394545	0.764088
m.19726	448	0	2	2	0	1	1	-0.474	-0.4692	0.997520	0.442230	0.614364
m.1973	357	0	0	0	0	0	1	-0.258	-0.2461	1.000000	0.367960	0.801927
m.19748	107	1	1	0	0	0	0	-0.250	-0.2296	1.000000	0.360241	0.810288
m.19751	156	0	0	0	1	2	0	-0.101	-0.0957	1.000000	0.287103	0.859948
m.19764	354	9	13	9	14	10	9	0.491	1.1973	0.000165	0.000011	0.620546
m.19768	178	4	7	3	7	4	5	0.793	1.2143	0.000131	0.000008	0.617100
m.19801	196	0	0	1	0	0	1	-0.292	-0.2496	1.000000	0.369557	0.800076
m.19802	135	0	0	0	0	0	1	-0.285	-0.2541	1.000000	0.371590	0.797657
m.19805	110	13	11	9	14	14	10	0.478	1.1269	0.000419	0.000028	0.635679
m.19807	203	0	0	0	0	0	2	-0.235	-0.2196	1.000000	0.355412	0.815075
m.1983	176	0	0	0	1	0	0	-0.158	-0.1535	1.000000	0.320787	0.842008
m.19866	117	0	3	1	1	1	0	-0.365	-0.3516	1.000000	0.409897	0.732480
m.19870	153	5	0	1	3	3	1	0.788	0.9198	0.005015	0.000353	0.688901
m.19899	782	8	4	7	7	5	0	0.080	0.1541	0.895384	0.132226	0.894771
m.19914	123	0	2	1	3	2	1	0.757	0.8836	0.007450	0.000528	0.699539
m.19922	158	0	0	1	0	1	1	-0.186	-0.1780	1.000000	0.334151	0.832916
m.19923	914	0	2	1	0	1	0	-0.070	-0.0673	1.000000	0.269643	0.867217
m.19927	386	2	10	4	6	6	2	0.454	0.7234	0.037138	0.002708	0.750570
m.19936	369	0	0	1	0	3	0	0.116	0.1038	0.948410	0.161420	0.893204
m.19949	302	0	1	1	2	4	2	0.400	0.3990	0.395046	0.035834	0.858183
m.1996	868	30	35	15	19	38	10	0.346	1.0820	0.000742	0.000050	0.646092
m.19966	302	17	21	11	22	10	14	0.771	2.2347	0.000000	0.000000	0.503045
m.19978	746	12	13	8	13	11	7	0.494	1.1541	0.000294	0.000019	0.629664
m.19983	183	8	7	5	8	8	7	0.492	0.9020	0.006101	0.000430	0.694085
m.19991	861	33	21	26	13	23	25	-0.640	-1.8767	0.000011	0.462451	0.000002
m.19993	588	4	2	2	7	9	3	1.103	1.7535	0.000000	0.000000	0.539158
m.2	157	14	11	8	17	16	9	0.787	1.8960	0.000000	0.000000	0.525944
m.20	400	0	0	0	1	0	0	-0.350	-0.3385	1.000000	0.405384	0.742796
m.200	1142	63	65	46	68	68	42	0.417	2.1276	0.000000	0.000000	0.509138
m.20009	465	0	0	0	1	2	0	-0.081	-0.0816	1.000000	0.278497	0.863672
m.20013	565	19	32	22	27	30	16	0.244	0.8388	0.011967	0.000854	0.713202
m.20041	230	28	46	32	56	51	34	0.585	2.5385	0.000000	0.000000	0.490410
m.20062	124	6	0	5	8	3	0	0.469	0.8271	0.013503	0.000965	0.716856
m.20081	531	2	8	4	11	5	6	0.937	1.7591	0.000000	0.000000	0.538592
m.2011	367	1	0	0	0	4	1	-0.028	-0.0259	0.998339	0.243467	0.876258
m.20145	264	2	1	1	0	2	0	-0.272	-0.2393	1.000000	0.364816	0.805444
m.20155	114	0	1	0	0	0	0	-0.294	-0.2757	1.000000	0.381023	0.785381
m.20175	165	4	4	2	8	9	4	1.194	1.7753	0.000000	0.000000	0.536978
m.202	101	4	3	4	5	3	3	0.291	0.4726	0.258899	0.021724	0.835942
m.2022	539	3	8	6	7	18	6	0.235	0.4580	0.283125	0.024087	0.840591
m.20248	122	0	0	1	1	3	4	-0.299	-0.3026	1.000000	0.392015	0.768464
m.20249	222	1	0	0	1	0	0	-0.092	-0.0884	1.000000	0.282664	0.861905
m.20253	281	8	4	4	6	7	2	0.458	0.7336	0.033787	0.002458	0.747160
m.20256	148	1	0	0	1	1	0	-0.308	-0.2864	1.000000	0.385496	0.778876
m.2026	290	0	2	0	0	0	0	-0.062	-0.0549	0.999932	0.261877	0.870113
m.20279	200	0	1	0	1	0	0	-0.024	-0.0249	0.998256	0.242827	0.876455
m.2030	436	1	11	0	5	4	4	1.287	1.6200	0.000000	0.000000	0.553883
m.20317	123	1	3	3	2	5	1	-0.205	-0.2558	1.000000	0.372352	0.796730
m.2032	373	11	8	14	16	20	14	0.221	0.6185	0.091691	0.006946	0.786429
m.20374	285	12	11	9	11	15	1	0.244	0.5628	0.140504	0.010988	0.805690
m.20468	481	0	1	1	0	1	0	-0.193	-0.1759	1.000000	0.333029	0.833734
m.20487	290	2	0	1	4	2	0	0.730	0.9335	0.004305	0.000302	0.684973
m.2050	233	0	8	2	4	6	5	0.594	0.7654	0.024980	0.001805	0.736649
m.20506	179	6	7	3	7	6	3	0.874	1.3524	0.000018	0.000001	0.591812
m.20509	361	4	8	4	5	6	2	0.297	0.4803	0.246701	0.020556	0.833453
m.20530	217	0	0	0	0	1	0	-0.210	-0.2015	1.000000	0.346391	0.823234
m.20599	102	0	0	0	1	1	3	-0.073	-0.0682	1.000000	0.270204	0.867000
m.20617	373	1	2	4	3	2	2	-0.145	-0.1936	1.000000	0.342342	0.826599
m.20656	236	14	2	5	3	5	6	-0.355	-0.4806	0.993089	0.444634	0.600469
m.2066	222	0	0	0	1	1	0	-0.238	-0.2240	1.000000	0.357551	0.812994
m.20660	110	0	0	0	0	1	0	-0.246	-0.2270	1.000000	0.358996	0.811552
m.2067	217	0	12	4	13	2	4	1.154	2.2076	0.000000	0.000000	0.504494
m.20683	314	1	0	0	0	2	1	-0.216	-0.1975	1.000000	0.344349	0.824952
m.20684	130	0	0	2	0	1	2	-0.535	-0.5399	0.957329	0.455205	0.523348
m.207	457	1	2	2	0	2	2	-0.582	-0.5826	0.916748	0.460962	0.464430
m.20764	128	0	0	0	0	0	1	-0.142	-0.1312	1.000000	0.308126	0.849475
m.20784	421	0	1	1	0	0	0	-0.200	-0.1780	1.000000	0.334151	0.832916
m.20818	279	5	0	3	1	1	0	-0.930	-0.9776	0.238665	0.471683	0.061576
m.20823	136	2	3	1	1	3	0	-0.085	-0.0865	1.000000	0.281502	0.862404
m.20828	231	3	3	3	3	7	2	0.167	0.2114	0.805269	0.102392	0.892725
m.2085	249	2	0	0	0	0	0	-0.317	-0.2920	1.000000	0.387784	0.775355
m.20898	435	8	15	6	8	17	8	0.395	0.7310	0.034615	0.002520	0.748027
m.20912	285	0	1	0	1	1	1	-0.067	-0.0606	1.000000	0.265456	0.868802
m.20916	317	15	23	13	26	24	15	0.745	2.1970	0.000000	0.000000	0.505078
m.20918	315	5	9	3	11	6	5	1.306	2.0706	0.000000	0.000000	0.512792
m.20924	380	9	10	5	13	6	6	0.986	1.9025	0.000000	0.000000	0.525398
m.20930	647	67	102	61	114	104	63	0.647	3.7071	0.000000	0.000000	0.468748
